"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"1",0,0.096263,0.088627,0.067901,0.356388,0.246095,0.124561,1
"2",0,0.089109,0.072956,0.050277,0.299869,0.164176,0.080432,1
"3",0,0.104814,0.095479,0.100075,0.23762,0.215206,0.135871,1
"4",0,0.099382,0.089137,0.079335,0.288038,0.236145,0.133857,1
"5",0,0.090231,0.077047,0.051841,0.352246,0.195241,0.0887,1
"6",0,0.091302,0.083048,0.052883,0.381807,0.207427,0.092613,1
"7",0,0.091947,0.079719,0.056808,0.32606,0.210839,0.105775,1
"8",0.000725,0.100535,0.093348,0.084056,0.304079,0.295328,0.168134,1
"9",0.001227,0.091771,0.079758,0.059821,0.303024,0.219207,0.110653,1
"10",0.002853,0.098823,0.084607,0.078831,0.244824,0.26117,0.15263,1
"11",0.003128,0.090765,0.079378,0.052709,0.323709,0.187276,0.089505,1
"12",0.003539,0.098917,0.085809,0.079818,0.262337,0.258373,0.155106,1
"13",0.003939,0.09621,0.090321,0.071474,0.364939,0.250433,0.125678,1
"14",0.005782,0.103918,0.088832,0.081193,0.278454,0.230599,0.131723,1
"15",0.006452,0.10482,0.097189,0.103842,0.21819,0.208005,0.133461,1
"16",0.007072,0.100436,0.087984,0.084811,0.24165,0.270707,0.168314,1
"17",0.008108,0.086969,0.071393,0.043222,0.342215,0.166311,0.071144,1
"18",0.008677,0.087869,0.074509,0.046285,0.355198,0.173956,0.074576,1
"19",0.008705,0.098399,0.086328,0.081159,0.262968,0.281465,0.170427,1
"20",0.008846,0.091822,0.084434,0.054612,0.385197,0.215833,0.099036,1
"21",0.011076,0.095799,0.08073,0.073553,0.229405,0.257908,0.150538,1
"22",0.01122,0.084676,0.067421,0.044004,0.277983,0.135254,0.060653,1
"23",0.011485,0.092998,0.087772,0.06069,0.405913,0.231782,0.110753,1
"24",0.012047,0.090701,0.085854,0.0512,0.419854,0.212652,0.092642,1
"25",0.012558,0.091315,0.087298,0.052516,0.430332,0.219127,0.096445,1
"26",0.012751,0.101956,0.091763,0.081289,0.298411,0.253404,0.173253,1
"27",0.013278,0.097427,0.090024,0.069827,0.338991,0.264674,0.137808,1
"28",0.014843,0.097855,0.090624,0.07335,0.343801,0.267496,0.142918,1
"29",0.015083,0.094191,0.085996,0.063659,0.361794,0.244444,0.124066,1
"30",0.016372,0.098339,0.088013,0.079468,0.268842,0.195579,0.111811,1
"31",0.016842,0.089411,0.079107,0.059725,0.297967,0.173553,0.084258,1
"32",0.017375,0.092852,0.087616,0.058425,0.362445,0.221915,0.101828,1
"33",0.017472,0.100498,0.085903,0.077681,0.266073,0.192092,0.109184,1
"34",0.018373,0.09732,0.092322,0.07044,0.378014,0.254129,0.128335,1
"35",0.019492,0.093273,0.079362,0.066996,0.271196,0.234438,0.128259,1
"36",0.020596,0.094426,0.085011,0.063119,0.322656,0.230976,0.114857,1
"37",0.020635,0.095657,0.087913,0.062834,0.343307,0.234404,0.11124,1
"38",0.022121,0.096001,0.081042,0.074643,0.238442,0.245275,0.150824,1
"39",0.022826,0.098922,0.091729,0.081806,0.319148,0.278006,0.154786,1
"40",0.023499,0.094174,0.086974,0.058608,0.360537,0.215495,0.099909,1
"41",0.023692,0.099622,0.092935,0.079727,0.342247,0.287988,0.158276,1
"42",0.024268,0.091471,0.085782,0.052196,0.426817,0.230712,0.106758,1
"43",0.02435,0.0967,0.082796,0.07914,0.226122,0.23419,0.144096,1
"44",0.024811,0.09257,0.086614,0.056982,0.369437,0.216945,0.09927,1
"45",0.028158,0.092457,0.083305,0.059521,0.319919,0.222218,0.108661,1
"46",0.032781,0.094216,0.085936,0.058819,0.368468,0.216757,0.099789,1
"47",0.033089,0.094354,0.08291,0.062282,0.30034,0.231264,0.116651,1
"48",0.034298,0.100493,0.08859,0.091159,0.236272,0.27189,0.169948,1
