",""frci"",""Band_2"",""Band_3"",""Band_4"",""Band_5"",""Band_6"",""Band_7"",""DEM"",""ASPECT_R"",""SLOPE_R"",""cluster"""
48,0.141289693706457,-1.03893572848742,-0.83144850629567,-0.814951596433507,-0.511828576823866,-0.936113576315579,-0.772241647817392,0.304994334901484,-0.148033817385065,1.67697852011819,1
49,1.05783946204552,-0.369893558477465,-0.265383678320056,-0.559825156480294,0.279329919958748,-0.439890505582744,-0.549777664391563,0.19377212747129,-0.152308864288052,1.45295110565204,1
50,1.23359354946343,-0.880526282387348,-0.837758671669733,-0.781244368210111,-0.806162339623323,-0.972746595083956,-0.776915446585399,0.35554988373339,-0.153413747185444,1.77077137664097,1
51,0.636341519551391,-0.39369331743223,-0.253189529019288,-0.573918040607067,-0.0776738614054044,-0.61504053455085,-0.625480592413714,0.254438786069577,-0.142313923616257,1.58296304041943,1
52,1.13175869248253,-0.889049706834271,-0.810536930938695,-0.765290730384069,-0.587027432988359,-0.922843056253642,-0.81984327435345,0.284772115368721,-0.0178871111714695,1.65048636217757,1
53,1.03148378045669,-0.984550273627902,-1.06715475035143,-0.889309704566329,-0.987623791466094,-1.13047713914072,-0.89125510753552,0.395994322798915,-0.077363807448015,1.88257958555776,1
54,0.876167578239811,-1.226656294575,-1.5628721265686,-0.948327772334484,-1.44820641373836,-1.46084989210579,-1.08118228167561,0.284772115368721,0.117520537453555,2.0852865497097,1
55,0.580580476991398,-1.06841359801379,-1.30499975088091,-0.936040312060473,-0.469249431898523,-0.884613890607938,-0.736824138577657,0.254438786069577,0.117520537453555,2.0852865497097,1
56,0.742431192955098,-0.545577464691559,-0.0957528211471709,-0.473899094212756,1.33004273185651,0.23947162408505,-0.126468110493106,0.315105444667865,-0.282540561493754,2.52359733347831,1
57,0.520361682560602,-0.504933753993585,0.135357644075542,-0.403302935129547,1.50888400520589,0.279092103055584,-0.109902571976809,0.203883237237671,-0.373157957278339,2.72094421654725,1
58,-0.237210362823578,-0.505045491142453,0.129140545125405,-0.415136158286491,1.22048760952746,-0.00529960043074518,-0.288722412281727,0.446549871630821,-0.482201400151742,2.72317044830696,1
59,-0.0539698025043092,-0.532581492534312,-0.0833492508162568,-0.451326740883612,1.10689273396812,-0.0804200973451882,-0.325589536984757,0.375772103266153,-0.512177723067915,3.66010577167278,1
60,-0.898923229675634,-0.683311794729342,-0.206945706899212,-0.591197377677756,1.18667864846357,-0.050221749557973,-0.34246429330885,0.507216530229109,-0.377798465447386,2.00969741903752,1
61,0.201190475685671,-0.22278645012676,0.288647811952749,-0.284045502156776,1.50214208296043,0.231447074669756,-0.064727127160388,0.588105408360159,-0.220157173287146,2.54294842492815,1
62,-0.24742704730688,-0.516386628692248,0.144200028914082,-0.517376762427181,1.9301166159734,0.325825589445176,-0.0957811533622109,0.426327652098059,-0.179395493472583,1.97474558040998,1
63,-0.913874349596265,-0.269993842525419,0.182659194025164,-0.403509645047326,1.54705943994945,0.355577475397333,-0.0293706462599079,0.527438749761872,-0.0880981697511412,2.22894699765012,1
64,0.00870519383514334,-0.857373869169555,-0.83744796754116,-0.799549975878987,0.0471582333995158,-0.607022072222946,-0.583220185287609,0.406105432565296,0.0576103871172631,2.13265391161257,1
65,0.50988403382264,-0.687127698962042,-1.02457807026788,-0.792347000782786,-0.23450347868985,-0.731374703415299,-0.659405092058134,0.527438749761872,0.0134575667176271,1.80193862127699,1
66,0.838778046443688,-1.28386281147564,-1.75737231716301,-1.11717376066824,-1.66402697299251,-1.5021383976064,-1.09906178683803,0.426327652098059,0.0576103871172631,2.13265391161257,1
67,0.847121639703664,-1.0871329542455,-1.37793369113666,-0.914479999495206,-1.72233875642899,-1.33582523517584,-0.953070359294708,0.537549859528253,0.0134575667176271,1.80193862127699,1
68,1.12236340824552,-0.975032981054387,-1.11787316701386,-0.804189784849256,-1.03065209265942,-1.13835021030491,-0.898570720603739,0.507216530229109,-0.138922783031184,1.80546634237315,1
69,1.14073137173904,-1.26884095822357,-1.23338246886097,-0.924686261029057,-0.957030558459964,-1.20347015566536,-0.942421814749414,0.446549871630821,-0.198688448680894,1.68357159109888,1
70,0.785776912435251,-1.3104328104893,-1.24914597820511,-0.992345004821894,-1.13258390275565,-1.11667885434232,-0.868924614752916,0.395994322798915,-0.168780118558407,1.42022549878423,1
71,1.1042726018485,-0.532989638018777,-0.350070969292719,-0.471589974180322,-0.0138077687479721,-0.43479256788565,-0.45234693889381,0.476883200929965,-0.158224237338705,1.7072895217697,1
72,1.05871058035617,-1.32321413149316,-1.29569686742519,-1.01152705690522,-1.27007274125978,-1.05410716757275,-0.826671398470656,0.35554988373339,-0.0941495283891663,1.43255539776111,1
73,0.865767199869674,-0.72980149730709,-0.672530091965185,-0.63144718204125,0.055553986383301,-0.654342728010271,-0.622211527878705,0.446549871630821,-0.0406816952545926,1.49543788254323,1
74,0.880838549481181,-1.12687426214505,-1.26506531066297,-0.933107749753334,-1.06214112845088,-1.04205645526775,-0.830964712035658,0.325216554434246,-0.0539657873209315,1.62370308162223,1
75,0.770200491500497,-0.787853013490939,-0.733846547381278,-0.644618215998943,0.000613567693362656,-0.688136621432136,-0.679762706581602,0.446549871630821,-0.00346413981089544,1.77948793022324,1
76,-0.123369017823755,-0.166407526754114,0.30378319995886,-0.393101957932457,1.04859539921159,-0.135114561576923,-0.38116099770207,0.416216542331678,-0.007985660590993,2.06446272032652,1
77,0.0170779645891763,0.00830767216019893,0.114919281168903,-0.356546882711769,0.72652675621321,-0.270555088781446,-0.383827978424514,0.395994322798915,0.0674523440032648,2.13265391161257,1
78,0.707459320641462,-0.0262465756407489,-0.383688273726853,-0.507379220929723,-0.310557219525026,-0.649041867274968,-0.584355962588522,0.406105432565296,0.142949842291997,2.48570001898408,1
79,0.985840297526274,-0.168200768921936,-0.189761590797983,-0.3024935849278,0.0241987457972391,-0.911258661520583,-0.716604904606193,0.567883188827397,0.192848053758073,3.10022560896401,1
80,0.456440117604801,-0.133646498011369,-0.0971723471325149,-0.244672859364402,0.44653749836217,-0.294853431218997,-0.340912477280318,0.43643876186444,0.167401750721209,3.17641410972535,1
81,0.994469712273149,-0.0810506046993088,-0.560806133548606,-0.454440052348269,0.226479596509506,-0.938621029621544,-0.805371380124947,0.628549847425684,0.229351684868071,3.79794376731855,1
82,1.33178889651476,0.153539538778605,-0.0768403211698878,-0.24820544279967,0.770390941452743,-0.589878297641629,-0.636853172480826,0.476883200929965,0.167401750721209,3.17641410972535,1
83,1.37429342700549,0.0398882282927926,-0.714576902142815,-0.480208630217213,-0.398879255643202,-0.900312462070845,-0.799491553079874,0.699327615790353,0.229351684868071,3.79794376731855,1
84,1.41177598293536,0.523240535846408,0.579648366840592,-0.0438580050589258,1.53277336274684,0.114816955640222,-0.195221041799504,0.527438749761872,0.215617140543564,4.34215468341085,1
85,0.542025709013842,0.0245346495347691,-0.5230952936933,-0.489037560010451,0.081290497226788,-0.865803671557867,-0.82319327975512,0.770105384155022,0.213883324304579,4.39296414211144,1
86,0.732986761014001,-0.11464425134478,-0.440507653096634,-0.447185133554039,0.0978765734919405,-0.792969009237927,-0.699025292757624,0.618438737659303,0.229955120912031,4.36006728664672,1
87,1.47962356887158,-0.973586938613695,-1.71609084188549,-0.871194036668954,-1.3986063019979,-1.30308312178311,-0.997903272378057,1.00266090878179,-0.12833290541464,1.50781915609919,1
88,1.35944124058999,-0.0684517059402131,-0.219856452265018,-0.511844957644468,0.133691674154367,-0.573480254938102,-0.57139938651961,0.537549859528253,0.0885896037402994,2.57391017124788,1
89,1.06615679338311,-0.347242039096756,-0.101008317665207,-0.459259022447065,0.349413511603624,-0.425592093972686,-0.514435341646816,0.537549859528253,-0.204110873977326,2.03094936991296,1
90,0.615876977509679,-0.649818770388258,-0.787752902823237,-0.702029668604867,-0.468416694192965,-0.728727192916204,-0.663613989841908,-0.36233890967968,0.0856999100086581,-0.769884794386931,1
91,0.788450955784042,-0.630637381365749,-0.769640081830293,-0.652292771491674,-0.0469157820180585,-0.700652668931706,-0.677842567321367,-0.372450019446062,0.181824722081783,-0.623845703435562,1
92,0.0116822734234266,-0.254639651179809,-0.472805877374522,-0.292350320235194,-0.506901561422968,-0.854326644419521,-0.667379954745649,-0.372450019446062,0.400846508741768,-0.369300076515657,1
93,0.324341356388776,-0.611670050299618,-0.750466602667283,-0.610991559317004,-0.118180672816387,-0.613716094386431,-0.625543809040977,-0.352227799913299,0.0301158011706179,-0.415160450765797,1
94,0.490898315423323,-0.361778631189637,-0.582806443290273,-0.502153741403657,0.221289388640782,-0.261702886555283,-0.416954066969395,-0.382561129212443,0.189431415875368,-0.37681788991962,1
95,0.621842265388969,-0.194032301751928,-0.227638584236644,-0.434775676679658,0.77628409135337,-0.387904393138309,-0.475353367039623,-0.352227799913299,0.127940433085884,-0.132185844274326,1
96,0.802278319521111,0.308245148595585,0.100457058393399,-0.104954891888609,1.01211101861638,0.185133547197946,-0.134616282199981,-0.402783348745205,0.147590350461045,-0.241337987453178,1
97,-1.04273734001185,0.0969174373756617,0.184550478375304,-0.254697935843702,1.47193420236161,0.097370943472196,-0.204359468900613,-0.36233890967968,0.062531365560264,-0.184031356986162,1
98,1.15760433589828,0.561509121735907,0.476366557391573,0.0725516921485969,1.56465285338763,0.341270960972854,-0.0462030383037029,-0.402783348745205,0.0339233976170156,-0.259488626238735,1
99,1.29572040881451,0.346980316968334,0.0897167864210901,-0.217598987646872,1.12006172825405,-0.0679318584616028,-0.308483153320297,-0.443227787810731,0.119560321264125,-0.25265238225044,1
100,1.36025101928891,0.328625142657318,0.0479399065703141,-0.269411561439535,1.10553923059069,-0.116173163511568,-0.350998009146591,-0.443227787810731,0.0321385867827667,-0.337254326577537,1
101,0.802262035623855,-0.06631956594414,-0.0210706865590927,-0.369381412996368,0.596918632076183,-0.249873114124554,-0.43433507514399,-0.352227799913299,-0.0857524183689853,-0.157333700729266,1
102,1.19821107335173,-0.21986079430218,-0.31757764140174,-0.452512175822342,0.613729385672038,-0.232728002452716,-0.388285919835871,-0.392672238978824,-0.0600341441573781,-0.178650726071527,1
103,1.1210828965327,-0.252876949843678,-0.461506367703904,-0.556277536645722,0.356941204247059,-0.447882764978687,-0.549342633708608,-0.443227787810731,-0.114011923244594,-0.378076567106844,1
104,0.917217154531435,-0.620675002767412,-0.750584959734397,-0.68654867621729,-0.0815970252283609,-0.378317795463444,-0.419775927201358,-0.382561129212443,-0.304221763580274,0.119815028495627,1
105,1.00333473125102,-0.375615725567238,-0.52543232960274,-0.530164504363422,0.861879946161574,-0.328991687688694,-0.441275473066103,-0.423005568277968,-0.633289036910604,0.0645188565562312,1
106,0.975339097545767,-0.508645747025667,-0.52888668288184,-0.520231811352515,0.092203251884366,-0.364769641570442,-0.428856928134006,-0.352227799913299,-0.304221763580274,0.119815028495627,1
107,0.573347192474207,0.123116271387231,0.38356505998894,-0.219733676775621,2.07543291809294,0.2876380671741,-0.142355135872135,-0.392672238978824,-0.633289036910604,0.0645188565562312,1
108,0.938612343179775,-0.54757742268615,-0.530918399525764,-0.6072473884756,0.398472660650336,-0.465014806848707,-0.522883115130089,-0.311783360847774,-0.362168621998891,-0.314361814143785,1
109,0.183921404111549,-0.15574644979678,0.193013238601233,-0.209543020240067,1.32955516072699,0.36150972598643,-0.0404218075782627,-0.321894470614155,-0.81282995800708,-0.028124921881346,1
110,0.248446998495487,-0.0611956260351196,0.231811791947392,-0.278814900947655,1.12039879260592,0.17911835063993,-0.159552804918459,-0.28145003154863,-0.939489483814521,0.646387339107109,1
111,0.251718394002829,-0.89322333035634,-0.872227894965696,-0.79537982958362,0.183316599327582,-0.599749613118498,-0.584588132097145,-0.291561141315011,-0.271389743329303,-1.03856528049506,1
112,0.278913202818385,-0.614280932307103,-0.563303630775795,-0.675597193943089,0.185360795355752,-0.188783017826604,-0.391867663392613,-0.291561141315011,-1.14939428675118,-0.755040966007536,1
113,0.123129014964994,-0.167728699097704,-0.0136284046098301,-0.363698958361618,0.744685015101119,0.000293478972231816,-0.256242667263406,-0.241005592483105,-1.26647787747791,-0.225661890892842,1
114,0.362785361034483,-1.03269469201892,-1.06656772193871,-0.888594005203389,-0.338416753388424,-0.849819173321165,-0.780973050546819,-0.28145003154863,1.48192342924481,-1.07299309841608,1
115,0.614900596016659,-0.656187021881347,-0.767378042165587,-0.630023909837086,0.114851439512775,-0.611792275846154,-0.638558913289019,-0.251116702249486,1.30603457107918,-0.462942234273168,1
116,0.947853236958201,-1.08014250791049,-1.32494332115983,-1.02414418921052,-0.985094061216973,-1.37683266076979,-1.05077090734863,-0.291561141315011,0.806287537489455,-0.691291963325097,1
117,0.901434361543002,-0.736308081614378,-0.570100170017122,-0.698770889675416,-0.191123128441241,-0.88945471692134,-0.78510183442843,-0.28145003154863,0.871594615824547,0.132042178314372,1
118,0.753240548949674,-0.229129188752947,-0.612941490699774,-0.648337964577442,0.344347422951808,-0.699818384478676,-0.684965715087723,-0.332005580380537,0.610213318698386,0.392357170463877,1
119,0.76974851370069,-0.562346299301242,-0.590951959985645,-0.692829007576814,0.0661155540259618,-0.827140410444315,-0.753098678099532,-0.36233890967968,0.696598163076038,1.16080099933861,1
120,0.826737420150321,0.263423284933563,0.23907954832706,-0.236397448303037,1.11415744116822,-0.0830761441237268,-0.312583623688754,-0.402783348745205,0.46711398528767,0.818029807781176,1
121,1.22491793009531,-0.153788329001714,-0.25512016359804,-0.467930209048098,0.508101417921135,-0.127862183083675,-0.346659623522459,-0.463450007343493,0.566723428037186,1.05186976684976,1
122,0.984287480459638,-0.431260565457497,-0.295706517278509,-0.408316029752869,0.481111929980876,0.0697129867423546,-0.173144736210769,-0.503894446409018,0.566723428037186,1.05186976684976,1
123,1.26277838686705,-0.103388989218469,0.187142681606183,-0.306600281288473,0.998725365458891,0.230385237506711,-0.0870349988749692,-0.453338897577112,0.125688171795047,0.216758859201393,1
124,1.16817513115567,-0.324265336918919,-0.20755257254121,-0.580056679948462,0.797608533598409,0.391527533068842,-0.0634065230319213,-0.514005556175399,0.0355042300702076,-0.181877049637145,1
125,1.47839074474958,-0.235086637069609,0.231911459285235,-0.435156277606271,1.46739744567138,0.754348891601873,0.146341937461278,-0.554449995240925,0.0355042300702076,-0.181877049637145,1
126,1.40696058944735,-0.386806775891641,-0.109729258998784,-0.501844351330379,1.20367338345284,0.280830429814578,-0.0948826351069564,-0.423005568277968,-0.305607116751619,0.28234707181455,1
127,1.31435231291104,-0.532303045509137,0.0957705043184687,-0.61252990345894,1.41667308133368,0.64574507760698,0.0283222798242637,-0.453338897577112,-0.426413312932645,0.436573558183766,1
128,1.45319761564604,-0.551296358427666,-0.178065536003808,-0.692556686329403,1.02459516707499,0.358360425884352,-0.105314531020113,-0.483672226876256,-0.426413312932645,0.436573558183766,1
129,-0.0318362210443885,-0.620733941320131,-0.54138968799935,-0.705765378772211,1.09304503539545,0.0550203703725673,-0.264914004743919,-0.392672238978824,-0.43246467157067,0.331666667722094,1
130,-0.358020448533103,-0.405268432998478,-0.183779911120522,-0.516749406631718,1.51687618282709,0.248184549412461,-0.149526603397637,-0.372450019446062,-0.420973889437791,0.541274950329156,1
131,0.650693149127795,-0.580711817605898,-0.315374140200823,-0.657498675239366,1.00454385429008,-0.00483989463381549,-0.262034074911545,-0.433116678044349,-0.43246467157067,0.331666667722094,1
132,-0.0812520961815312,-0.654155172314065,-0.710684216020664,-0.758247912076705,1.36402719409237,-0.137546907234456,-0.364581552043644,-0.352227799913299,-0.43246467157067,0.331666667722094,1
133,-1.03747338100741,-0.518116141909426,0.326876782550357,-0.512560430753962,1.45646864946481,0.0528347787214901,-0.199589260336244,-0.382561129212443,-0.43246467157067,0.331666667722094,1
134,1.10668552280474,-0.733677245538059,-0.828786522654924,-0.707507865929289,1.07283242466636,0.0111101423021932,-0.222003478471023,-0.230894482716724,-0.483875722696252,1.81757361817407,1
135,0.00102095584709153,-0.538899173542309,-0.416230451347208,-0.600632196869201,1.78968051114834,0.185155787021125,-0.207277107674049,-0.301672251081393,-0.420973889437791,0.541274950329156,1
136,0.629845136642018,-0.60418818105058,-0.44956520309578,-0.580291145450079,1.4735581367178,0.17841085275662,-0.204513973776958,-0.180338933884817,-0.549667249686354,1.38707177042415,1
137,0.328960968550787,-0.186206829556577,0.0977109871541504,-0.420230849011332,1.94119259308584,0.426727308855902,-0.0839922313467819,-0.251116702249486,-0.355496829118484,0.662604581233652,1
138,1.00212102594143,0.00340250665470714,0.283441680874484,-0.29179381204554,1.7663467409725,0.495479508203412,-0.00473621556327396,-0.332005580380537,-0.355496829118484,0.662604581233652,1
139,1.10070507991469,-0.388965696924416,-0.259212870218581,-0.475681973936173,0.831347187119736,0.337983501549205,-0.0282397748448109,-0.372450019446062,-0.117598543111514,0.451797558448282,1
140,1.12668813148053,0.0454874929135151,0.176608439494638,-0.320212604541775,0.981434119690851,0.269113333491675,-0.123960997810001,-0.382561129212443,0.148584745068698,0.615511217085824,1
141,0.774237015367686,0.144722127840977,0.176811508298194,-0.32268983436575,1.11828305401617,-0.188784765074802,-0.411591644485543,-0.291561141315011,0.116415654556162,1.19279023723975,1
142,0.508792388395941,0.502530472410618,0.655881881126309,-0.107107257899849,1.498715798053,0.345327553852539,-0.0619387159804212,-0.342116690146918,0.325697473520674,0.448903457160652,1
143,0.284992089431045,0.446123137967108,0.436786084082585,-0.167184335458992,1.42015663943566,0.0166865995829533,-0.282256681657257,-0.28145003154863,0.1250167429574,0.826386739309955,1
144,0.213522720692974,-0.166388321071425,-0.269453277271868,-0.513339172998362,0.224038506780121,-0.399481258710064,-0.448963964042573,-0.311783360847774,0.444990830042193,-0.264066101233905,1
145,-0.390124879081059,-0.203793027012977,-0.0071732822090063,-0.406820727114356,0.422811526902763,-0.319401987184044,-0.377138304836266,-0.28145003154863,0.134527234974184,0.259947755339874,1
146,0.863319944543073,-0.905872418754036,-1.05505452334676,-0.92994059356267,-0.795617689898559,-1.0332336542115,-0.889919650125237,-0.28145003154863,0.444990830042193,-0.985481640427628,1
147,0.436846854162656,-0.641481327067153,-0.632195087969744,-0.732628324619591,-0.366973124400968,-0.899956984601406,-0.737234329180565,-0.271338921782249,0.116415654556162,-0.175431252449784,1
148,1.12431186037533,-0.958954603548754,-0.959965592802104,-0.867939795181997,-0.230431503973521,-0.744598160585754,-0.72843721203332,-0.291561141315011,-0.056761990961255,-1.27463489629529,1
149,0.549753907883187,-0.744587790834512,-0.875076899425797,-0.756354698219069,-0.196269414000667,-0.973652723297002,-0.831324688689841,-0.261227812015868,0.0155483451234617,-0.373052133273762,1
150,0.830318091289639,-0.877000287270489,-0.817825002251047,-0.855417773797274,-0.45634960881862,-0.927880579075144,-0.793080686322829,-0.271338921782249,-0.0335934465128609,-0.394554107100676,1
151,1.29498043045899,-0.71817870819137,-0.965054663575942,-0.727693212671719,-0.404281209146189,-0.652085188275154,-0.617890961322694,-0.271338921782249,-0.14522061554632,-0.174359236233183,1
