",""frci"",""Band_2"",""Band_3"",""Band_4"",""Band_5"",""Band_6"",""Band_7"",""DEM"",""ASPECT_R"",""SLOPE_R"",""cluster"""
241,1.16128805683753,0.672740876712745,0.81937294947947,0.1416674247503,1.80920332743996,0.232238173736474,-0.194846618185365,0.0522165907419518,-0.512806656409507,1.62032948426327,1
242,0.576786485890347,0.860309527851428,1.12575827109984,0.170295754033564,2.69599025481485,0.828095595721567,0.195217579048273,0.153327688405765,-0.492442814700647,2.50501686071453,1
243,0.0671856416846633,-0.340041384975085,-0.0700868767805669,-0.365512552569733,1.63834315409552,0.461791761879804,-0.00878761585352081,0.122994359106621,-0.434631941869401,2.47203438095136,1
244,1.14457474462895,-0.371833833123247,-0.435887644642333,-0.561092727210563,1.1449007095161,0.104477111174416,-0.209821121910422,0.0522165907419518,0.188539010458243,1.11588249237142,1
245,0.989176695814076,-0.843836037369496,-1.1741304004514,-0.865587715010234,-0.529329973369067,-1.07470300963344,-0.88927544951268,0.0926610298074769,0.188539010458243,1.11588249237142,1
246,0.865540028437854,-0.36465608009478,-0.0800950720117782,-0.529404166315887,0.0398171846895059,-0.312395683516043,-0.4204163048444,0.102772139573858,0.0486183401523325,1.10437458665966,1
247,0.531708232561819,-0.306712021266183,-0.0594484748860786,-0.569633124274846,0.24468145382334,-0.47760950864078,-0.548485879210435,0.0825499200410956,-0.0709809839407721,0.973746156943432,1
248,1.25812033449015,0.665834638662691,-0.0520971476238604,-0.272909177074865,0.324415526007604,-0.127592206733323,-0.310885715828018,-1.3228943374859,-0.239509622189931,-0.58192233442818,1
249,1.07147142823957,0.383081537549439,-0.424322842613217,-0.447612834431425,0.662745885807638,-0.48811803487347,-0.630582134928848,-1.33300544725228,-1.04069930694541,-0.98294716119349,1
250,1.09134437181895,0.521912423652527,-0.402922723612484,-0.398209759914539,0.350377963577843,-0.272490147253241,-0.44051641011773,-1.34311655701866,-0.239509622189931,-0.58192233442818,1
251,1.02694635150384,0.31964191363814,-0.572682020923165,-0.408918356169069,0.35885179158341,-0.753495642132438,-0.744457454480668,-1.35322766678505,-1.04069930694541,-0.98294716119349,1
252,1.30418997377824,0.447629518199471,-0.353977281478645,-0.425246919964689,0.619836799952321,-0.0248346603799605,-0.338356873696951,-1.31278322771952,0.125688171795047,-0.684486544084243,1
253,0.454383379700697,0.414988002443601,-0.458290986730451,-0.422898173337312,0.407015596940205,-0.552715174142378,-0.642400458644974,-1.34311655701866,-1.16526805434702,-1.26053257434048,1
254,1.28701708175547,0.46173715523178,-0.34042005422472,-0.477404254959617,0.653949418855343,-0.187747950052886,-0.445585653794478,-1.30267211795314,0.462371487928094,-0.0436520321623772,1
255,1.35961995361109,0.511748770134194,-0.28369446070924,-0.392910567656742,0.548203392693641,-0.299786143258718,-0.479369565450925,-1.25211656912123,0.490512005414753,0.180865153290902,1
256,1.35580002220674,0.579477890241547,-0.159682043162761,-0.377106314670781,0.899464538280923,-0.0494815228579819,-0.340654124402132,-1.25211656912123,0.389576703188367,0.347798285550187,1
257,1.14942012875947,0.754840299158765,0.0962911893693315,-0.163250538450251,0.424085090777313,0.0941838718530017,-0.175105133743633,-1.21167213005571,0.525409306773926,-0.245850387981524,1
258,1.00581864160414,0.742415295840614,0.0246327041739526,-0.177479424173449,0.400730012644355,-0.271762273188335,-0.484408804982076,-1.21167213005571,0.354730396424458,0.20348709294155,1
259,0.976124454522735,0.911146887641443,0.452737121000716,-0.0135697450938665,0.360954756139232,0.252023426571994,-0.0745708002098988,-1.17122769099018,0.571890880357297,-0.733259856967673,1
260,1.08838543989029,0.80971832994099,0.253603319471731,-0.139318681762761,0.729885684555877,-0.348284682192113,-0.465766612781008,-1.19144991052294,0.116415654556162,-0.528641758474312,1
261,0.826926213305081,0.723111587571299,0.255406149897371,-0.195205448752722,0.40238828726911,0.0146216265982047,-0.259045903994716,-1.1611165812238,-0.163247204972235,-1.24699023529753,1
262,-0.363640797711311,0.76191007135078,0.300986278791848,-0.0734712855365428,0.187673934230225,-0.033131118247142,-0.188554177394015,-1.21167213005571,-0.38048418079797,-0.699869805543878,1
263,0.745146788193207,0.44711261068751,0.222272177372928,-0.223561331078768,0.108581996774812,0.166043621654493,-0.123192960612285,-1.19144991052294,-0.545706669454164,-0.601881358397014,1
264,1.00555726892907,0.750859517911122,0.509848518053578,0.143555033786583,-0.30425855682877,0.210782015096658,0.0736099935418473,-1.23189434958847,-0.57273380494422,-0.699869805543878,1
265,0.746248808454039,0.784823468075147,0.683723875952655,0.140135941699152,-0.384116916778275,-0.0583380195700544,-0.105171455114154,-1.24200545935485,-0.563087327340065,-0.900078252667033,1
266,0.792351176592792,1.01634968622388,1.13610066354029,0.4491892567,-0.243924136131446,0.105635955172074,0.00998080042917336,-1.25211656912123,-0.665002575705446,-1.0849839251711,1
267,1.09865470581648,0.738660519103575,0.901420117838263,0.209588078137905,-0.197207626742498,0.311732964609309,0.12571426917825,-1.25211656912123,-0.67377534591074,-0.927327329405951,1
268,0.823500637050228,0.663441409479144,0.554995397708852,0.0143085588429566,1.20197571489759,0.32368080617519,0.0151924931745762,-1.27233878865399,-0.665002575705446,-1.0849839251711,1
269,0.88313417966435,0.780702051693507,0.788851026528064,-0.00719702705384065,0.233874341635119,0.121279305341202,-0.0820388633049991,-1.27233878865399,-0.67377534591074,-0.927327329405951,1
270,0.171067864677554,0.757931611104102,0.826129646805225,0.134767790471303,0.0922496189930813,-0.10353613999504,-0.142503824679951,-1.3228943374859,-0.752584093251965,-0.450804133724812,1
271,0.11712375751037,0.25007170963997,0.0792806732677138,-0.199518565289714,0.493816727872291,0.237136428861755,-0.0734575065993883,-1.3228943374859,-0.72041500273943,-0.534426536077634,1
272,0.301479077094459,0.329088958844151,0.0913014507522189,-0.135571324137724,-0.0889454309325723,0.0352656932194337,-0.129036551103335,-1.39367210585057,-0.756273552219334,0.174100833713305,1
273,-0.424790603552699,0.73843547494267,0.634376364750814,0.208860978761321,-0.154569593666733,-0.0331399148922824,-0.0621801695471794,-1.39367210585057,-0.733427973540947,0.243781887792401,1
274,0.114175118529675,0.0410614326811192,-0.22656671109776,-0.498795947119885,-0.00579202476258105,0.0889103198441604,-0.124500610146485,-1.44422765468248,-0.865391787165792,0.30522588436055,1
275,0.683415644000091,0.214806691703916,-0.00759511230376978,-0.196309099118327,-0.298533934388507,0.0306938437066836,-0.0703568705817948,-1.47456098398162,-0.72892260104935,0.547457024677289,1
276,-0.262568888449276,0.138082352276111,-0.0720843351427264,-0.461891939620969,0.354106971768495,0.112457755427848,-0.151656315617203,-1.45433876444886,-1.41136593130851,0.443834498692377,1
277,-1.09121541945541,0.166217382677202,-0.278771180291969,-0.482596353085407,-0.0104065581934998,-0.0196455393304278,-0.213409671001373,-1.50489431328076,-1.10917484946626,-0.483476653527591,1
278,0.228638139031506,-0.0332724992151515,-0.301641402369354,-0.55035770724255,0.00424291455306881,0.00554529503231468,-0.217045760465941,-1.45433876444886,-1.3261619517752,0.713020168161364,1
279,0.297100437562748,0.0831684233584918,-0.019517228292309,-0.45983979961224,0.658428074107599,0.17694370343598,-0.108577921346872,-1.45433876444886,-1.11524235639278,1.03029244364021,1
280,-0.576919924824449,0.0863658917918559,0.11313055047249,-0.403557018427635,0.554900841841392,0.312117975323623,-0.0111608232786699,-1.37344988631781,-1.03430373478935,1.03895762264341,1
281,-1.03080510735906,0.153994097037814,0.127843129456378,-0.363351129000269,0.577264781552181,0.30999737564636,-0.0461063664306405,-1.36333877655143,-1.260995958487,0.580097007246657,1
282,-1.61215004831205,0.231149063329647,0.305374038956844,-0.302762371022164,0.469690689580761,0.366264196434736,0.0045203724715653,-1.30267211795314,-1.11264333185415,0.338602235896593,1
283,-0.033051052507167,0.24562626194356,0.131438000156122,-0.375444135438846,0.362426629712787,0.219709968431733,-0.0934325493166228,-1.36333877655143,-1.46730649236745,0.582117740690091,1
284,-0.701951968452156,0.224788859486654,-0.00986349319676473,-0.394567582144751,0.0827247018233799,0.0406121860676236,-0.175494205034441,-1.30267211795314,-1.42506817905602,0.208470427111375,1
285,-0.25193601794045,0.0448068910615744,-0.389521940530692,-0.483860629980396,-0.520751074896569,-0.172865703371577,-0.308328511035709,-1.38356099608419,-1.11726344218509,0.0681459018385984,1
286,0.0647247361353867,0.152937290825419,-0.243624477759895,-0.484866574945216,-0.45499793156736,-0.0564709005195556,-0.235734100671542,-1.31278322771952,-1.34474268246965,-0.178650726071527,1
287,-0.68084422445359,0.391885204284085,0.844221918161714,-0.240060018639074,0.637424787549998,0.325946623200133,0.0149277175299838,-1.36333877655143,-0.89955476635316,-0.103412655022987,1
288,-0.418761610723824,0.435301138920972,0.894012737995672,-0.188016759455997,0.70751342505004,0.345762141469463,0.000362888833117635,-1.31278322771952,-1.0592409417835,-0.538786525354738,1
289,-0.20883676077953,0.253492792361608,0.160075247480098,-0.308111672398756,0.474862542991608,0.717028418665257,0.211107159313384,-1.31278322771952,-0.806627315403104,-0.671031541825717,1
290,-0.793820200540355,0.341476705955319,0.556754038904276,-0.230214942141963,0.885716960522517,0.614305725193192,0.209475135461218,-1.29256100818676,-0.859068457353024,-0.975408797957899,1
291,0.331331833007507,0.809357076342009,0.450123101490335,0.108072749175723,0.264372064225211,0.391938260729728,0.171166446549002,-1.27233878865399,-0.702387563403594,-1.20519359025186,1
292,0.173657897248863,0.586230892504472,0.28758470708465,-0.0680164276128737,0.0258966469550074,0.294961364329294,0.12035076469683,-1.26222767888761,-0.200634742400146,-1.37032176229981,1
293,0.76299096351157,1.11385949499448,1.11726123373791,0.577094036314886,-0.559858697021431,0.0769061585577576,0.121366123445994,-1.25211656912123,-0.702387563403594,-1.20519359025186,1
294,-0.229681726796336,1.14114280875931,0.614692718291952,0.476457215290563,-1.05119143913624,0.318362984286099,0.350736102409326,-1.25211656912123,-0.200634742400146,-1.37032176229981,1
295,-0.327280092737214,0.883226053746945,0.688012083115017,0.165526174034809,-0.45545646561547,0.12610640466018,0.0405599855547029,-1.24200545935485,-0.38048418079797,-1.14971760728572,1
296,-1.20826474231503,1.14530745424885,0.444606711699025,0.203717046643079,-0.513385891408144,0.412234615470473,0.302298769535029,-1.25211656912123,0.147590350461045,-0.918122717322512,1
297,-0.835305877404668,0.858115109113807,0.603245569470026,-0.0976135181999001,0.766059715952751,0.270628107602901,-0.0309256154009006,-1.22178323982209,-0.0627793532024374,-0.824112375081663,1
298,0.0890352686739909,0.80064701656288,0.257324984381913,-0.129172223089538,0.387845973369287,0.206735811186702,-0.0612902126772504,-1.26222767888761,0.165327970513796,-0.471109079859386,1
299,0.465590470749758,0.791510802071345,0.203617848306296,-0.137095835303632,0.599353069358923,-0.302215558727097,-0.479959344838559,-1.23189434958847,0.281986606279995,-0.244721859727946,1
300,0.0958981363553913,0.708620157539182,0.0285701231566891,-0.180169019580966,0.277737629800869,-0.504093188384058,-0.54498490766459,-1.27233878865399,0.325697473520674,-0.223437371619096,1
301,1.1668808393196,0.634310061095563,-0.261656555502376,-0.212389951218619,-0.508331199164602,-0.704968000122333,-0.668746086418891,-1.27233878865399,0.400846508741768,0.234825586174469,1
302,1.09716137200791,0.29765716957166,-0.852174084869505,-0.447707128089285,-1.13903715671431,-1.05692453945416,-0.940240845476655,-1.31278322771952,0.46711398528767,-0.373052133273762,1
303,1.15545574343826,0.390943173888,-0.292163320844993,-0.431772699581981,0.347050035351912,-0.713687888039009,-0.693102449375682,-1.3228943374859,0.364572353310459,-0.245850387981524,1
304,0.712728123178399,0.205148241633065,-0.892762441670765,-0.542486549647192,-0.828398395054824,-0.906190929397844,-0.77592504727139,-1.33300544725228,0.364572353310459,-1.26053257434048,1
305,0.856003005742837,0.329970926399263,-0.565720463578923,-0.524436212508792,0.110960488520552,-0.58908011873221,-0.63017929504109,-1.3228943374859,0.444990830042193,-1.20917169515787,1
306,0.476871480886026,0.348205444517514,-0.57943688596319,-0.298857749544552,-0.257252965976842,-0.580399125299477,-0.509967724264284,-1.3228943374859,-0.965551971544162,-0.909041404228842,1
307,1.31367131493995,0.515755054445965,-0.207939412165801,-0.366281937049495,0.798057478477884,-0.518909205824128,-0.623151465943603,-1.33300544725228,-1.36082297817631,-0.871719485020195,1
308,1.102216959949,0.27288297359387,-0.429280815320974,-0.39593594410614,0.356349400470634,-0.553386708189592,-0.628705359685279,-1.31278322771952,-1.36626325158109,-0.0742181942232714,1
309,1.36486594316888,0.268293229447695,-0.412204574354887,-0.439772132480716,0.557773505934495,-0.471283288372191,-0.564733360402023,-1.29256100818676,-1.36626325158109,-0.0742181942232714,1
310,1.24945784246109,0.236246205240579,-0.520298437557678,-0.370995069090199,0.164322858004972,-0.798162695058306,-0.795555834330463,-1.18133880075656,1.54538620305118,-0.373052133273762,1
311,1.11700904507428,0.247708476245105,-0.440614565676073,-0.432049453789924,0.187467276297277,-0.529436863545895,-0.579944730884548,-1.23189434958847,-1.43173844209857,0.0137539224908411,1
312,1.39525113376453,0.21345097400818,-0.506746621358483,-0.396864318718462,0.807746159920366,-0.392108684838256,-0.566865737036148,-1.25211656912123,-1.43173844209857,0.0137539224908411,1
313,1.04908928585974,0.0697575629324088,-0.43739884053432,-0.459740313195286,0.789035552913229,-0.619807320680774,-0.672817466644867,-1.20156102028933,1.54538620305118,-0.373052133273762,1
314,0.596064979969851,0.4423679209005,-0.363074087309545,-0.293106287488127,0.630154912326287,-0.178892053426121,-0.320434869135166,-1.25211656912123,-1.08484702788552,0.443115254585391,1
315,1.20381333838031,0.180475334613001,-0.374745435768908,-0.475396253570775,0.812552236969289,-0.418078567452721,-0.546620525208396,-1.29256100818676,-1.10287446722136,-0.0983351341248665,1
316,0.197856106669151,0.748345025321554,0.172653127735323,0.0998485471613747,0.305952666966385,0.441581237313141,0.186736765591068,-1.31278322771952,-1.08484702788552,0.0645188565562312,1
317,-0.0235298457385289,0.380652830051626,-0.176187435585691,-0.158765902296749,-0.139171986865953,0.220374009841083,0.0898650298632051,-1.33300544725228,-1.15918184940223,-0.865331912355781,1
318,0.406911735967754,0.263409639639742,-0.519053308524637,-0.370937786514743,-0.591983876293332,-0.763065609858635,-0.681819302196094,-1.33300544725228,0.541115642115318,-1.31563694785135,1
319,0.567482434608045,0.566371374359061,-0.104550027913851,-0.264363962975029,0.312333436049292,-0.5343984980519,-0.567269318805924,-1.31278322771952,0.288309936092763,-0.717282362876791,1
320,0.472911960971464,0.701535613271407,0.0230579882314399,-0.127059026408707,0.475038506362288,-0.224234235177385,-0.412996943139315,-1.30267211795314,0.241335414755171,-0.501594755079737,1
321,-0.350382870580404,0.931805195982411,0.242730297551189,0.145263385526619,-0.25138313010279,0.273448918134814,0.129507927391869,-1.28244989842038,0.338505616031213,-0.571340883625655,1
322,0.185191434980416,0.929741494934937,0.568407069329848,0.352785919668162,-0.229130777802608,0.310223490181353,0.135580755988881,-1.26222767888761,0.348866017969068,-1.03028541083489,1
323,0.13560436298058,0.667334086611822,0.378926427905167,-0.0707965454492271,0.230627917487687,0.316010689010997,0.0781033591506094,-1.26222767888761,0.348866017969068,-1.03028541083489,1
324,0.795536132796782,0.60698334278322,0.535026416968093,-0.10852662055882,0.882340375747736,0.702937355106186,0.241007977254122,-1.27233878865399,-0.859068457353024,-1.47609705439636,1
325,-0.295663510323652,0.454176499987883,0.597585520325929,-0.158753472453322,0.875104939298333,0.750067148130842,0.235029007131313,-1.27233878865399,-1.34801143602609,-0.948521055758443,1
326,-0.913171644915951,0.20008590873889,-0.146626366930444,-0.370656119056972,-0.0435701419368997,0.0176524183377756,-0.207822772500099,-1.25211656912123,1.49624441141485,-0.394554107100676,1
327,-1.41512767479085,0.278993838511604,0.102321823715685,-0.277975739602019,0.145885607570316,0.079289470606043,-0.148542522569829,-1.24200545935485,-1.33536562631048,-0.131148077777104,1
328,-1.28561976277802,0.276202258365777,0.288983940998069,-0.234260939175229,0.518815638059696,0.261070466910979,-0.0315732203921757,-1.24200545935485,-1.03096103906978,0.40129634722212,1
329,-1.37268498712458,0.170625608863305,0.125594326421274,-0.289619675129197,0.506922399479767,0.340158261706343,-0.0102856955354939,-1.21167213005571,-0.985971907307812,0.320038887992503,1
330,0.472688128633414,-0.087080581506913,-0.425166190230993,-0.497945612656472,-0.257587259366932,-0.312154156518663,-0.374311439740145,-1.18133880075656,-0.969029802941184,0.279161847912188,1
331,-0.660071514478126,0.220376339426191,-0.0293495208407873,-0.139798029530081,-0.386235383732068,-0.0399670303982256,-0.182332818126381,-1.18133880075656,-1.2567404595122,-0.471109079859386,1
332,-1.42820298119689,0.394658549007185,0.214883280522945,-0.227976561136774,0.371599624941554,0.218722585680745,-0.059223377658449,-1.21167213005571,-1.2567404595122,-0.471109079859386,1
333,-1.36147725712911,0.292224679727648,0.317252385473229,-0.147943430125907,0.739942908739837,0.36483594070932,0.057371912578556,-1.18133880075656,1.20990975900605,-0.429545332905498,1
334,-1.30572833818863,0.180993183492536,0.0775938920568633,-0.307537798240051,0.606688210052182,0.236536731464815,-0.0758086860839178,-1.21167213005571,1.32920311552757,-0.450804133724812,1
335,-1.18258584272927,0.615776371483906,0.301450598014978,0.0457410012851075,0.582860831748894,0.562719744626644,0.193595136702223,-1.23189434958847,1.24729729643396,-0.871719485020195,1
336,-1.30253144783329,1.51910886434535,0.887239382185664,0.811493654132173,0.0216488091193439,0.851975225338603,0.671533278309476,-1.20156102028933,1.01584132762871,-0.450804133724812,1
337,-0.423110637206658,0.631004448747093,0.377965312917824,0.159014541425991,0.290098179210083,0.393111977565956,0.199262839557682,-1.25211656912123,0.747031817792388,-1.11950250484847,1
338,-1.24112704294404,1.21987932895498,0.955218587539575,0.923163247255382,-0.296367142115346,0.939346030924218,0.779538028372691,-1.23189434958847,0.807978858232386,-0.612800168935435,1
339,-0.878286630659896,0.845478665309761,0.385043994513766,-0.0394785128036823,0.362600250741655,0.396128401316101,0.104383580837869,-1.26222767888761,0.509541488547532,-0.755040966007536,1
340,-0.719160523838594,0.88724478464057,0.272371433894038,0.10276645142761,0.00591235863256577,0.324337302741663,0.129065203221542,-1.27233878865399,0.70213957576142,-0.824112375081663,1
341,-0.244436167934723,0.689960832353912,0.222594204945002,-0.130627825087034,0.263891796388144,0.00587151071721463,-0.169114480608838,-1.28244989842038,0.509541488547532,-0.755040966007536,1
342,-0.230830415405472,0.876137556552278,0.0803747405249162,-0.133183638930333,0.250814692559701,-0.148994608715242,-0.245780837223712,-1.30267211795314,0.70213957576142,-0.824112375081663,1
343,1.09314862893993,0.473369052116351,-0.152035340985698,-0.279586954363364,0.657304539780343,-0.528674224955458,-0.637577399547324,-1.3228943374859,1.09061640248453,-1.37032176229981,1
344,0.841989834584395,0.589538896365114,-0.169116576893605,-0.301093601177563,0.56010529580233,-0.344751587084567,-0.489637616245154,-1.31278322771952,0.479718149417152,-0.816132190466068,1
345,1.05722135860886,0.58864672760155,-0.0573865357088429,-0.231747833586122,0.79863086260275,-0.0204351868340178,-0.325779430648944,-1.33300544725228,0.444990830042193,-1.32118540239095,1
346,0.675000796352918,0.52033737984609,-0.256817722626616,-0.293306015297781,0.313608770990566,-0.436423172365457,-0.576506666719899,-1.31278322771952,-1.26364682753082,-0.822110478983888,1
347,0.739015426692098,0.117281941609171,-0.39621331424147,-0.39330367907397,-0.131465422447522,-0.195178370520025,-0.345937589865915,-1.30267211795314,-1.28201423083509,-0.327563368478898,1
348,0.856191114909861,0.327860924062131,-0.139813244920323,-0.266419282896271,0.546159564019379,0.0668755804057431,-0.232494191195269,-1.33300544725228,-1.31062644832794,-1.35076174756175,1
349,0.747075696882178,0.327730063178349,0.0455878386055624,-0.289375260462636,0.76055189353601,0.271059476742031,-0.0372694191181224,-1.3228943374859,-1.20414208422688,-0.679417585615968,1
350,0.73302633269455,0.30854921350206,0.0168774102909281,-0.312053456244407,1.08041729919926,0.562646939617804,0.104359359372453,-1.28244989842038,-1.20414208422688,0.00244980260939319,1
351,0.905457705720439,0.388137883719926,0.281638673878957,-0.154632206882828,1.11562287688392,0.59638634536824,0.17048547739298,-1.29256100818676,-1.14733580492234,0.132898421298878,1
352,1.25509270234322,0.243047485837029,-0.315626516593078,-0.491051398805202,1.60964707072063,0.365816565620196,-0.0687462350778435,-1.24200545935485,-1.09916546032581,0.28234707181455,1
353,-0.0819353117377681,0.581626236700449,0.409681965417829,0.143079355131183,0.762842836422811,0.448517414367585,0.203581375691085,-1.24200545935485,-1.1213013642201,0.609551765913662,1
354,0.875728458469565,0.188046820162873,-0.365503164192632,-0.42356839571131,0.537886980907399,-0.12541671338386,-0.346076866031033,-1.19144991052294,-1.05623481039267,0.284727427311477,1
355,0.653903173823285,0.432562246466627,-0.0424924901582263,-0.0681219137915076,0.419546588040766,-0.215689728699681,-0.255650583402289,-1.19144991052294,-1.12424460227677,0.449622701267637,1
356,0.688047396551373,0.194219908810518,-0.269628375507349,-0.35835138950302,0.623203439575268,-0.332985971949467,-0.424575728842668,-1.15100547145742,-1.08484702788552,-0.0446281491647142,1
357,0.930459220084947,0.0731012364764436,-0.4107160159385,-0.353112862170486,0.0996223957634044,-0.723108799872604,-0.74040029914501,-1.1611165812238,1.44700912968721,-0.527201557774372,1
358,0.428592124827177,0.0463420180669249,-0.549770785940968,-0.417497541728779,-0.0891220831160757,-0.819161316717058,-0.742151049944154,-1.12067214215828,1.3846172423814,-0.64632721923675,1
359,1.06552707287238,0.224779233847402,-0.402124384347055,-0.426906807706652,0.202948922190064,-0.865709906795076,-0.827171129418584,-1.15100547145742,1.44700912968721,-0.527201557774372,1
360,1.03263721728195,0.0594341090553447,-0.419741591579038,-0.384239688645316,-0.177196050633735,-1.04945505083039,-0.935318066940775,-1.12067214215828,1.3846172423814,-0.64632721923675,1
361,1.11788665998226,-0.25303868743325,-0.927351948465041,-0.587216687624555,-0.298826246878458,-0.858016665705332,-0.769906061754929,-1.10044992262551,1.33956351746542,-0.963044649261633,1
362,-0.162714614262292,0.164532419728608,-0.0486191361795804,-0.0583037877098102,-0.158663353958447,-0.271837915701644,-0.191122044905256,-1.10044992262551,1.33956351746542,-0.963044649261633,1
363,0.407911990599849,0.155715327359741,-0.369083054749053,-0.231257798902462,-0.285178538518001,-0.322474965648943,-0.349636895620877,-1.12067214215828,-0.965551971544162,-0.450804133724812,1
364,1.3215455568794,0.044718542135146,-0.647751753594471,-0.437652315673066,0.0223185471535072,-0.625711297195017,-0.606743520377359,-1.11056103239189,-0.806627315403104,-0.671031541825717,1
365,0.784205418790168,0.0167666886636781,-0.531113862359121,-0.429485964162813,0.39729255103306,-0.351453858528926,-0.464005223839082,-1.1611165812238,-0.951902418211762,-0.156277096886386,1
366,1.30222914829442,0.00377191192931205,-0.500786239531981,-0.587589671656004,0.99076299002962,-0.06160625880484,-0.324543067340186,-1.20156102028933,-1.04746204018737,-0.149951173716856,1
367,1.16038925937127,0.169309056787862,-0.532304404775493,-0.403413271628622,-0.152550039904571,-0.313008262822622,-0.496532878581468,-1.23189434958847,-1.18097099004873,-0.181877049637145,1
368,1.19966320064038,0.00523786280002855,-0.853906363731457,-0.643030656439783,-0.319193868179993,-1.01319711120967,-0.902592210727281,-1.20156102028933,-1.16110604546354,-0.527201557774372,1
369,1.34873479630171,0.0646847404432576,-0.535111658973175,-0.499189199320552,0.275387658751185,-0.74650374137188,-0.731747439094004,-1.25211656912123,-1.18486697712692,-0.235717608502881,1
370,1.30699290740634,0.0262223205435473,-0.56468386263958,-0.564813633674886,0.0415475705809963,-0.640236120888578,-0.692603440338779,-1.22178323982209,-1.04260905453806,-0.314361814143785,1
371,1.05913469826988,0.404627001866292,-0.144881547002948,-0.316854140882611,0.365740762092639,-0.687017962996283,-0.732413312318918,-1.28244989842038,-1.06167593370737,-0.428230143681296,1
372,1.20461602991981,0.100640402316555,-0.394231941681962,-0.361624176221662,0.314419429227914,-0.691717932901084,-0.750123599556534,-1.26222767888761,-0.903216178293134,-0.225661890892842,1
373,0.579514494701113,0.67183425282988,-0.181025541552233,-0.189500801086006,0.236398601700399,-0.47055345502818,-0.505808599222255,-1.31278322771952,-1.14540310976183,-1.14971760728572,1
374,0.276982679173309,0.634729804727218,-0.0284241512785057,-0.0437018069465703,0.0600865988501299,-0.114962555734391,-0.291929102925581,-1.30267211795314,-0.915008678447993,-0.946132137831671,1
375,-1.29626418852242,1.47542009258048,0.649345103684341,0.751201012018465,-0.870375022013763,0.355939316689471,0.279952587119705,-1.27233878865399,0.912509279424903,-0.918122717322512,1
376,0.929476565142715,1.20823842727371,0.406030978457539,0.325294716754345,-0.113502653977385,0.257199313206206,0.0531557252252484,-1.26222767888761,0.864837831952033,-1.0849839251711,1
377,-1.47612890615021,1.93921461488757,1.60531820095528,1.34342353179266,-0.203073506070457,1.19230601596945,0.980808391211134,-1.22178323982209,0.888006376400427,-0.329977973695205,1
378,0.544769088859083,1.17090654001541,0.807494565914517,0.509348289707106,0.563465416178367,0.752787927922246,0.410622045454631,-1.21167213005571,0.766894212647816,-0.329977973695205,1
379,-0.643085392809034,1.76220474356726,1.80294863535666,1.81235333058951,-0.793881674487832,1.4431246149408,1.44638173449588,-1.17122769099018,0.933935508535102,-0.149951173716856,1
380,-0.484117037964846,1.09463632690119,0.534185452776689,0.564990873292978,-0.411792418601327,0.547506967792706,0.411778021962598,-1.17122769099018,0.720965080513142,-0.149951173716856,1
381,-0.365555859112359,0.530708633010442,0.0813197473202095,0.0123153379182329,-0.424129625229889,0.064153517391596,-0.0275593837336307,-1.15100547145742,1.03801547746945,-0.471109079859386,1
382,0.662601245504227,0.63552880884259,0.123742994771032,0.217421318538445,-0.896950894279624,-0.122402151239847,0.0893656790838267,-1.14089436169104,0.660408998636837,-0.428230143681296,1
383,0.268394712528878,0.0436590351071635,-0.537647736202153,-0.363196159933569,-0.794888601151594,-0.158445886006421,-0.20273528927337,-1.14089436169104,-1.21175047784031,-0.733259856967673,1
384,0.0138543311261625,0.318066782359111,-0.242898480283237,-0.078163034759974,-0.843714902467671,0.235872559557265,0.271214557657134,-1.13078325192466,-0.41605291099479,-1.31563694785135,1
385,1.29575635080078,0.135480682256477,-0.347496429963747,-0.280575924407689,-0.451694901218067,-0.328215604429465,-0.281033767608614,-1.13078325192466,-0.90423692010834,-0.5228895181044,1
386,0.409153973662645,-0.0937021743389823,-0.660389632306687,-0.486099297850113,-0.488005635012418,-0.487234541647748,-0.49830269088033,-1.14089436169104,-0.961862512576793,0.174100833713305,1
387,0.938876254545308,0.543325060510919,0.156598862166231,0.203601433013537,-0.212871826944105,0.0853639318092488,0.0742231440256351,-1.1611165812238,-1.08484702788552,-1.54540084781649,1
388,0.00736509779012859,0.882014636778943,0.0165477076950295,0.471625155348582,-1.61447905833421,0.379474246434564,0.66519672141766,-1.1611165812238,0.219212259509694,-0.726122215448831,1
389,0.314668690410344,0.90892267370662,0.275614345582036,0.467622162372075,-1.04933173160116,0.357171596370376,0.724250935583291,-1.17122769099018,0.369510329951882,0.194308168147646,1
390,1.05296354295397,0.61807718234166,0.218008372206641,0.0927738834279555,0.115844669490799,0.593676973762734,0.499797173396372,-1.23189434958847,0.305690593978664,0.359237691823187,1
391,0.257275025455469,1.16425088053348,0.547150451416332,0.372350680901019,-0.241412117979999,0.530608925650871,0.511260455690044,-1.20156102028933,0.428766049648948,0.0654264741198076,1
392,0.495891730765478,0.799631690630035,0.270057709923226,-0.104288326737076,0.138511359129611,0.174242941328811,-0.0213766576846919,-1.24200545935485,0.491225929748453,-0.424293138438538,1
393,0.543340888272729,0.749822809047184,-0.133326458595831,0.0378786339260977,-0.839500878453722,-0.0548785464611776,0.068464853655287,-1.28244989842038,0.325697473520674,-1.37032176229981,1
394,-0.340968840723265,1.06622905074185,0.528871986517074,0.473030742523603,-0.649575930531036,0.549652984201877,0.606652254868546,-1.30267211795314,0.325697473520674,-1.37032176229981,1
