"","FID","Shape","Class","kategori","frci","Band_1","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","Band_9","cluster","kelas"
"204",1031,"Point",4,"Rendah",0.334015,0.106829,0.082243,0.068311,0.041754,0.30292,0.135086,0.055616,0.001204,1,4
"205",672,"Point",4,"Rendah",0.356029,0.114002,0.090314,0.079037,0.049875,0.329466,0.177885,0.07568,0.001862,1,4
"206",848,"Point",4,"Rendah",0.308222,0.113973,0.090936,0.075677,0.053845,0.289437,0.16004,0.080421,0.00157,1,4
"207",1010,"Point",4,"Rendah",0.394429,0.1084,0.084102,0.069822,0.042959,0.290461,0.127342,0.054143,0.001821,1,4
"208",657,"Point",4,"Rendah",0.326272,0.113859,0.090182,0.075023,0.051802,0.304292,0.182354,0.083717,0.001645,1,4
"209",343,"Point",4,"Rendah",0.311599,0.118118,0.093414,0.076274,0.048304,0.338579,0.171179,0.072041,0.002466,1,4
"210",704,"Point",4,"Rendah",0.358558,0.11283,0.088039,0.072804,0.043371,0.360698,0.158967,0.063453,0.001912,1,4
"211",825,"Point",4,"Rendah",0.325956,0.109425,0.085374,0.071471,0.047132,0.277913,0.123502,0.054993,0.001968,1,4
"212",663,"Point",4,"Rendah",0.303457,0.112767,0.088316,0.074205,0.045033,0.374545,0.163247,0.06522,0.001632,1,4
"213",993,"Point",5,"Sedang",0.410319,0.106723,0.081448,0.063382,0.038435,0.257918,0.108837,0.042044,0.001358,1,5
"214",819,"Point",5,"Sedang",0.461865,0.10947,0.085129,0.070765,0.04291,0.321132,0.131438,0.052221,0.001556,1,5
"215",3,"Point",5,"Sedang",0.448228,0.115204,0.090208,0.076188,0.046704,0.371898,0.158204,0.064807,0.002217,1,5
"216",216,"Point",5,"Sedang",0.431004,0.1136,0.089136,0.074562,0.047271,0.360277,0.154267,0.06265,0.001623,1,5
"217",400,"Point",5,"Sedang",0.468471,0.117972,0.094441,0.077189,0.053808,0.29683,0.176534,0.085162,0.002029,1,5
"218",794,"Point",5,"Sedang",0.405831,0.108449,0.083841,0.067678,0.041084,0.319438,0.142873,0.057138,0.001262,1,5
"219",872,"Point",5,"Sedang",0.408017,0.113429,0.090288,0.078767,0.056283,0.297922,0.162946,0.079587,0.001788,1,5
"220",817,"Point",5,"Sedang",0.400613,0.111899,0.088579,0.076115,0.052528,0.31767,0.151278,0.076086,0.001736,1,5
"221",1035,"Point",5,"Sedang",0.44063,0.110333,0.087368,0.074546,0.05248,0.310831,0.156062,0.073877,0.001366,1,5
"222",895,"Point",5,"Sedang",0.452045,0.109978,0.085411,0.070376,0.043071,0.324678,0.15536,0.064788,0.00133,1,5
"223",983,"Point",5,"Sedang",0.440119,0.109028,0.085372,0.071062,0.044954,0.298754,0.121659,0.048834,0.001453,1,5
"224",345,"Point",5,"Sedang",0.496654,0.118037,0.092691,0.07524,0.047325,0.334507,0.157566,0.064897,0.002484,1,5
"225",494,"Point",5,"Sedang",0.424156,0.11496,0.090068,0.072933,0.045213,0.327497,0.154297,0.062372,0.001831,1,5
"226",172,"Point",5,"Sedang",0.402338,0.112967,0.088596,0.073125,0.044023,0.342339,0.149704,0.06028,0.001784,1,5
"227",789,"Point",5,"Sedang",0.470583,0.109413,0.084981,0.069643,0.046246,0.26984,0.117975,0.050694,0.001439,1,5
"228",824,"Point",5,"Sedang",0.465784,0.108461,0.08353,0.066701,0.042645,0.253161,0.113019,0.048011,0.001497,1,5
"229",292,"Point",5,"Sedang",0.445759,0.116517,0.091506,0.079513,0.046708,0.352805,0.169422,0.069324,0.002078,1,5
"230",387,"Point",5,"Sedang",0.461292,0.116059,0.09195,0.074341,0.04886,0.306129,0.159599,0.068594,0.001834,1,5
"231",633,"Point",5,"Sedang",0.405038,0.113404,0.089502,0.074337,0.050838,0.34342,0.188683,0.087657,0.001765,1,5
"232",709,"Point",5,"Sedang",0.40645,0.113063,0.087926,0.071677,0.046187,0.324024,0.149297,0.062764,0.001686,1,5
"233",171,"Point",5,"Sedang",0.460687,0.112733,0.088075,0.071644,0.042875,0.331134,0.139184,0.055344,0.001706,1,5
"234",705,"Point",5,"Sedang",0.436136,0.114351,0.090293,0.078964,0.048342,0.385407,0.181197,0.074322,0.001934,1,5
"235",1025,"Point",5,"Sedang",0.480272,0.110538,0.086261,0.070844,0.047861,0.290228,0.140605,0.063251,0.001682,1,5
"236",2,"Point",5,"Sedang",0.4871,0.116483,0.091393,0.079108,0.047075,0.395283,0.154006,0.061716,0.002213,1,5
"237",811,"Point",5,"Sedang",0.476941,0.108146,0.083196,0.065033,0.04089,0.283188,0.118566,0.046944,0.001938,1,5
"238",1020,"Point",5,"Sedang",0.414784,0.1096,0.085179,0.070703,0.045486,0.30482,0.130993,0.054106,0.002022,1,5
"239",662,"Point",5,"Sedang",0.416495,0.111787,0.086915,0.071269,0.042924,0.346489,0.156982,0.063086,0.001384,1,5
"240",1029,"Point",5,"Sedang",0.403124,0.107869,0.084125,0.069379,0.043253,0.324649,0.161656,0.068813,0.001373,1,5
"241",496,"Point",5,"Sedang",0.490366,0.115451,0.090298,0.072943,0.045482,0.348837,0.153415,0.060608,0.001551,1,5
"242",793,"Point",5,"Sedang",0.404537,0.108017,0.083414,0.066822,0.040553,0.317401,0.140029,0.057353,0.001704,1,5
"243",918,"Point",5,"Sedang",0.405599,0.109766,0.084644,0.071654,0.043133,0.354078,0.15987,0.065747,0.002039,1,5
"244",920,"Point",5,"Sedang",0.440479,0.110881,0.086492,0.072781,0.045391,0.336497,0.16607,0.070368,0.002018,1,5
"245",821,"Point",5,"Sedang",0.414414,0.109136,0.085413,0.071716,0.043298,0.326078,0.126693,0.048638,0.001575,1,5
"246",1017,"Point",5,"Sedang",0.494078,0.108388,0.083816,0.067307,0.041465,0.312178,0.128261,0.050876,0.001906,1,5
"247",898,"Point",5,"Sedang",0.453637,0.110615,0.086177,0.071263,0.043704,0.33561,0.136127,0.052558,0.001417,1,5
"248",299,"Point",5,"Sedang",0.472467,0.118163,0.09359,0.078202,0.050505,0.304837,0.16176,0.070374,0.002262,1,5
"249",634,"Point",5,"Sedang",0.494104,0.112242,0.088116,0.071171,0.043446,0.345293,0.147372,0.065743,0.001758,1,5
"250",289,"Point",5,"Sedang",0.494464,0.11554,0.08969,0.071344,0.043531,0.302144,0.151331,0.06126,0.001818,1,5
"251",780,"Point",5,"Sedang",0.468376,0.114427,0.089857,0.073378,0.04827,0.357039,0.162912,0.070177,0.001711,1,5
"252",266,"Point",5,"Sedang",0.461851,0.118739,0.093025,0.075739,0.047938,0.331364,0.156205,0.064389,0.002514,1,5
"253",1011,"Point",5,"Sedang",0.482756,0.10844,0.084293,0.068766,0.04603,0.251027,0.120193,0.053022,0.001392,1,5
"254",325,"Point",5,"Sedang",0.465722,0.119058,0.093816,0.075368,0.050288,0.313254,0.166899,0.072697,0.002552,1,5
"255",894,"Point",5,"Sedang",0.414079,0.109505,0.084929,0.069241,0.041678,0.341549,0.163454,0.067034,0.001498,1,5
"256",668,"Point",5,"Sedang",0.461385,0.113669,0.089668,0.076876,0.046314,0.382078,0.168541,0.065953,0.001547,1,5
"257",822,"Point",5,"Sedang",0.485152,0.108399,0.083985,0.068868,0.041037,0.310295,0.121525,0.045871,0.001624,1,5
"258",1034,"Point",5,"Sedang",0.429575,0.109089,0.085227,0.071152,0.04624,0.323338,0.158132,0.06784,0.001997,1,5
"259",280,"Point",5,"Sedang",0.49136,0.115205,0.090124,0.073364,0.043767,0.338228,0.161284,0.065353,0.001936,1,5
"260",922,"Point",5,"Sedang",0.430578,0.112722,0.088597,0.075445,0.053892,0.313744,0.173005,0.079827,0.001511,1,5
"261",943,"Point",5,"Sedang",0.417293,0.109366,0.084972,0.071248,0.043041,0.334073,0.157373,0.066105,0.001416,1,5
"262",708,"Point",5,"Sedang",0.442364,0.111117,0.085368,0.065722,0.039733,0.290589,0.125819,0.049418,0.001995,1,5
"263",45,"Point",5,"Sedang",0.48102,0.108406,0.082846,0.06545,0.037776,0.286842,0.117996,0.04697,0.001461,1,5
"264",977,"Point",5,"Sedang",0.471135,0.109185,0.08488,0.069867,0.044514,0.279856,0.115376,0.046715,0.001672,1,5
"265",640,"Point",5,"Sedang",0.420246,0.114793,0.090208,0.075281,0.051438,0.35548,0.176481,0.076337,0.001746,1,5
"266",517,"Point",6,"Sedang",0.583682,0.125718,0.100148,0.080235,0.064215,0.299351,0.171851,0.082323,0.002366,1,6
"267",495,"Point",6,"Sedang",0.550443,0.115323,0.08984,0.072486,0.043825,0.339207,0.150522,0.059526,0.001711,1,6
"268",618,"Point",6,"Sedang",0.54809,0.111506,0.087032,0.067269,0.044884,0.298201,0.148617,0.066666,0.001298,1,6
"269",1039,"Point",6,"Sedang",0.566416,0.10808,0.083532,0.067243,0.041596,0.305826,0.120758,0.047921,0.001789,1,6
"270",973,"Point",6,"Sedang",0.500923,0.107684,0.083018,0.067207,0.041214,0.274802,0.118453,0.049765,0.001513,1,6
"271",937,"Point",6,"Sedang",0.599817,0.108101,0.082949,0.065034,0.037836,0.314639,0.134741,0.053864,0.001849,1,6
"272",981,"Point",6,"Sedang",0.590434,0.107957,0.084014,0.068414,0.042335,0.291439,0.112254,0.04396,0.0019,1,6
"273",840,"Point",6,"Sedang",0.504346,0.115306,0.093066,0.085237,0.062097,0.334891,0.200298,0.099713,0.001142,1,6
"274",214,"Point",6,"Sedang",0.560002,0.113172,0.087689,0.073556,0.044705,0.353304,0.149458,0.05988,0.001338,1,6
"275",976,"Point",6,"Sedang",0.572025,0.109731,0.085357,0.071246,0.045227,0.313498,0.154042,0.066449,0.001298,1,6
"276",304,"Point",6,"Sedang",0.596016,0.118208,0.092778,0.074005,0.046792,0.335078,0.139777,0.055078,0.002274,1,6
"277",440,"Point",6,"Sedang",0.564758,0.117606,0.09375,0.075567,0.0518,0.300119,0.171014,0.080547,0.001524,1,6
"278",457,"Point",6,"Sedang",0.514263,0.116158,0.091717,0.075668,0.052023,0.322543,0.156866,0.068939,0.002127,1,6
"279",44,"Point",6,"Sedang",0.564014,0.107643,0.082923,0.066263,0.037725,0.277632,0.116232,0.046985,0.001409,1,6
"280",94,"Point",6,"Sedang",0.571429,0.112781,0.088297,0.070814,0.045588,0.302715,0.127561,0.05188,0.001659,1,6
"281",1015,"Point",6,"Sedang",0.576232,0.108198,0.082881,0.067662,0.040419,0.325615,0.1373,0.05544,0.001509,1,6
"282",893,"Point",6,"Sedang",0.541312,0.107532,0.082684,0.064765,0.04068,0.299585,0.133164,0.053873,0.001536,1,6
"283",875,"Point",6,"Sedang",0.597508,0.110169,0.086636,0.071421,0.046773,0.302245,0.133106,0.060591,0.001239,1,6
"284",1008,"Point",6,"Sedang",0.576678,0.109019,0.084829,0.069259,0.048826,0.265874,0.126956,0.057372,0.001669,1,6
"285",367,"Point",6,"Sedang",0.520513,0.114875,0.090247,0.073514,0.048101,0.317078,0.147879,0.064322,0.002236,1,6
"286",1024,"Point",6,"Sedang",0.59401,0.111677,0.087866,0.074099,0.051679,0.296339,0.147543,0.066789,0.001948,1,6
"287",219,"Point",6,"Sedang",0.583102,0.115134,0.090474,0.075587,0.045833,0.365208,0.156086,0.062045,0.001829,1,6
"288",390,"Point",6,"Sedang",0.572063,0.115317,0.090961,0.072277,0.047888,0.288823,0.165589,0.076399,0.001361,1,6
"289",873,"Point",6,"Sedang",0.535033,0.113245,0.089888,0.078227,0.053382,0.327927,0.163523,0.076982,0.001451,1,6
"290",1002,"Point",6,"Sedang",0.578878,0.107679,0.082892,0.067979,0.041396,0.287062,0.120195,0.04908,0.001655,1,6
"291",298,"Point",6,"Sedang",0.500961,0.11945,0.09479,0.077735,0.053845,0.280265,0.168466,0.078477,0.002174,1,6
"292",63,"Point",6,"Sedang",0.570559,0.110376,0.085493,0.068493,0.04014,0.325568,0.136187,0.054079,0.001717,1,6
"293",76,"Point",6,"Sedang",0.573004,0.114487,0.08952,0.074554,0.044898,0.353589,0.147924,0.059288,0.001857,1,6
"294",394,"Point",6,"Sedang",0.570168,0.117287,0.093584,0.073928,0.053793,0.257031,0.170598,0.086691,0.002035,1,6
"295",1042,"Point",6,"Sedang",0.502061,0.105278,0.080799,0.062348,0.037237,0.279578,0.107334,0.041038,0.001715,1,6
"296",178,"Point",6,"Sedang",0.573658,0.111312,0.086141,0.068696,0.04094,0.322514,0.133488,0.051686,0.00136,1,6
"297",975,"Point",6,"Sedang",0.581281,0.108344,0.083322,0.068725,0.042481,0.29757,0.136576,0.056901,0.00167,1,6
"298",953,"Point",6,"Sedang",0.539412,0.106504,0.08165,0.064988,0.039167,0.281053,0.118173,0.04711,0.001427,1,6
"299",969,"Point",6,"Sedang",0.572637,0.106144,0.081409,0.06465,0.038175,0.269055,0.110635,0.04283,0.001641,1,6
"300",892,"Point",6,"Sedang",0.526769,0.107758,0.083186,0.066295,0.041747,0.315789,0.149026,0.061084,0.001935,1,6
"301",787,"Point",6,"Sedang",0.561534,0.10794,0.083529,0.067404,0.041561,0.307722,0.129126,0.052311,0.001489,1,6
"302",1043,"Point",6,"Sedang",0.596632,0.105917,0.081079,0.063936,0.037289,0.29669,0.112163,0.042142,0.001554,1,6
"303",302,"Point",6,"Sedang",0.594012,0.118015,0.093206,0.075461,0.04734,0.33962,0.164572,0.067713,0.002543,1,6
"304",1003,"Point",6,"Sedang",0.58576,0.10755,0.082628,0.067142,0.040628,0.29143,0.121638,0.047576,0.001659,1,6
"305",58,"Point",6,"Sedang",0.552261,0.112379,0.087004,0.073293,0.04388,0.369278,0.154556,0.060809,0.001511,1,6
"306",380,"Point",6,"Sedang",0.547081,0.121368,0.096511,0.081864,0.058399,0.291657,0.142753,0.066248,0.001672,1,6
"307",218,"Point",6,"Sedang",0.560475,0.114102,0.089001,0.071569,0.044126,0.341561,0.140333,0.054726,0.001589,1,6
"308",990,"Point",6,"Sedang",0.57402,0.107765,0.082851,0.067291,0.04068,0.303581,0.138939,0.055639,0.001328,1,6
"309",823,"Point",6,"Sedang",0.50754,0.109289,0.085238,0.070688,0.044662,0.30299,0.127921,0.053396,0.001656,1,6
"310",978,"Point",6,"Sedang",0.525417,0.108774,0.084187,0.069864,0.042721,0.298395,0.126759,0.051321,0.001617,1,6
"311",477,"Point",6,"Sedang",0.53188,0.115193,0.090186,0.076009,0.050473,0.312927,0.150581,0.066006,0.001964,1,6
"312",614,"Point",6,"Sedang",0.569309,0.114389,0.090229,0.074588,0.051569,0.336476,0.177677,0.081446,0.001877,1,6
"313",992,"Point",6,"Sedang",0.595133,0.10671,0.081735,0.065406,0.039066,0.281419,0.112797,0.043756,0.001605,1,6
"314",885,"Point",6,"Sedang",0.596619,0.11044,0.085501,0.070652,0.042986,0.340771,0.154276,0.062124,0.001396,1,6
"315",1041,"Point",6,"Sedang",0.526303,0.105377,0.081028,0.062407,0.038019,0.277655,0.112974,0.044805,0.001574,1,6
"316",321,"Point",6,"Sedang",0.561148,0.116096,0.091252,0.072702,0.047022,0.317882,0.165048,0.071662,0.002385,1,6
"317",999,"Point",6,"Sedang",0.555377,0.107999,0.083585,0.069171,0.044994,0.265437,0.115098,0.048777,0.001336,1,6
"318",810,"Point",6,"Sedang",0.557512,0.107793,0.082842,0.065308,0.039665,0.298866,0.120188,0.046433,0.00143,1,6
"319",713,"Point",7,"Tinggi",0.666667,0.11148,0.087334,0.071287,0.044189,0.352466,0.150423,0.060609,0.00152,1,7
"320",211,"Point",7,"Tinggi",0.657499,0.111057,0.085778,0.06806,0.039769,0.30399,0.12827,0.050234,0.001639,1,7
"321",274,"Point",7,"Tinggi",0.617962,0.116966,0.093007,0.079081,0.050175,0.327428,0.15375,0.065592,0.001533,1,7
"322",636,"Point",7,"Tinggi",0.699967,0.112155,0.087477,0.06864,0.042646,0.330079,0.150459,0.061673,0.002243,1,7
"323",458,"Point",7,"Tinggi",0.636371,0.11737,0.092474,0.079076,0.055095,0.323352,0.165368,0.075568,0.002058,1,7
"324",514,"Point",7,"Tinggi",0.628786,0.118152,0.093733,0.079254,0.055482,0.333024,0.164142,0.079813,0.002216,1,7
"325",114,"Point",7,"Tinggi",0.649448,0.11124,0.086624,0.070238,0.041471,0.331268,0.150776,0.059078,0.001432,1,7
"326",670,"Point",7,"Tinggi",0.636677,0.115266,0.090993,0.081828,0.048537,0.367217,0.180909,0.072726,0.001759,1,7
"327",903,"Point",7,"Tinggi",0.643379,0.107857,0.08435,0.067137,0.043197,0.29657,0.110392,0.041834,0.001269,1,7
"328",326,"Point",7,"Tinggi",0.622085,0.119034,0.093806,0.077441,0.052517,0.314172,0.168182,0.072856,0.00207,1,7
"329",1018,"Point",7,"Tinggi",0.624253,0.109526,0.085426,0.06955,0.045753,0.295646,0.136444,0.058387,0.001498,1,7
"330",513,"Point",7,"Tinggi",0.625419,0.117081,0.091601,0.072135,0.046528,0.324917,0.125556,0.049553,0.002542,1,7
"331",955,"Point",7,"Tinggi",0.692498,0.106312,0.081912,0.06283,0.039301,0.260298,0.114713,0.047135,0.001712,1,7
"332",60,"Point",7,"Tinggi",0.626756,0.112974,0.088445,0.07566,0.045677,0.385581,0.165434,0.067623,0.001473,1,7
"333",441,"Point",7,"Tinggi",0.619267,0.116423,0.091403,0.073399,0.045579,0.347446,0.163729,0.06702,0.001785,1,7
"334",146,"Point",7,"Tinggi",0.630357,0.114067,0.088707,0.072108,0.043214,0.332863,0.143427,0.057586,0.001581,1,7
"335",145,"Point",7,"Tinggi",0.651222,0.116344,0.091557,0.076603,0.046932,0.382199,0.157943,0.061941,0.001683,1,7
"336",1021,"Point",7,"Tinggi",0.653873,0.108558,0.084118,0.067453,0.041801,0.314423,0.131138,0.053452,0.001992,1,7
"337",783,"Point",7,"Tinggi",0.67174,0.114917,0.090518,0.073278,0.051468,0.331217,0.157987,0.073462,0.001958,1,7
"338",526,"Point",7,"Tinggi",0.609184,0.115817,0.091892,0.074144,0.045739,0.359824,0.165648,0.067659,0.001965,1,7
"339",859,"Point",7,"Tinggi",0.639538,0.116284,0.094035,0.080305,0.064071,0.267556,0.153342,0.09619,0.001583,1,7
"340",963,"Point",7,"Tinggi",0.691542,0.106868,0.082235,0.065687,0.040259,0.272562,0.108147,0.041738,0.001321,1,7
"341",478,"Point",7,"Tinggi",0.638882,0.114137,0.090137,0.071103,0.044668,0.321857,0.145325,0.05892,0.001477,1,7
"342",784,"Point",7,"Tinggi",0.688625,0.10718,0.082618,0.066067,0.04001,0.292203,0.119174,0.046021,0.00139,1,7
"343",397,"Point",7,"Tinggi",0.64313,0.119195,0.094897,0.077305,0.052727,0.313665,0.17587,0.08267,0.002019,1,7
"344",363,"Point",7,"Tinggi",0.693147,0.115328,0.089697,0.070324,0.044243,0.319947,0.128787,0.049927,0.002303,1,7
"345",721,"Point",7,"Tinggi",0.65906,0.114957,0.091557,0.076274,0.052172,0.335107,0.185155,0.084587,0.00174,1,7
"346",798,"Point",7,"Tinggi",0.604971,0.106706,0.081456,0.061385,0.037725,0.237339,0.096485,0.038134,0.001288,1,7
"347",1046,"Point",7,"Tinggi",0.697878,0.106756,0.082385,0.065974,0.039678,0.285058,0.132714,0.054798,0.001586,1,7
"348",43,"Point",7,"Tinggi",0.684143,0.112714,0.087645,0.072131,0.043404,0.337771,0.144014,0.057065,0.001511,1,7
"349",149,"Point",7,"Tinggi",0.695557,0.111008,0.086497,0.069799,0.040859,0.308486,0.125969,0.050056,0.001817,1,7
"350",139,"Point",7,"Tinggi",0.664059,0.11305,0.088615,0.074445,0.044214,0.40369,0.172246,0.06712,0.0016,1,7
"351",283,"Point",7,"Tinggi",0.654758,0.114573,0.089868,0.073699,0.043789,0.35078,0.163533,0.066478,0.001892,1,7
"352",1004,"Point",7,"Tinggi",0.632055,0.107985,0.08409,0.067792,0.044196,0.28379,0.131251,0.056063,0.001735,1,7
"353",275,"Point",7,"Tinggi",0.602213,0.115147,0.090645,0.074328,0.046585,0.343991,0.165633,0.067395,0.001943,1,7
"354",493,"Point",7,"Tinggi",0.671849,0.116816,0.090505,0.074764,0.045998,0.352795,0.168568,0.06814,0.002083,1,7
"355",395,"Point",7,"Tinggi",0.659887,0.11807,0.093709,0.075577,0.05375,0.280342,0.16982,0.088234,0.002099,1,7
"356",295,"Point",7,"Tinggi",0.664752,0.117637,0.093246,0.076688,0.049888,0.334527,0.171033,0.073786,0.002015,1,7
"357",160,"Point",7,"Tinggi",0.675497,0.113008,0.087821,0.070964,0.042123,0.343786,0.145193,0.056807,0.001926,1,7
"358",933,"Point",7,"Tinggi",0.698189,0.113543,0.089287,0.071485,0.048452,0.278747,0.115152,0.051709,0.001661,1,7
"359",237,"Point",7,"Tinggi",0.68186,0.113508,0.087899,0.072288,0.043013,0.339138,0.139782,0.05475,0.001245,1,7
"360",240,"Point",7,"Tinggi",0.697514,0.114235,0.089704,0.076787,0.04831,0.392723,0.1647,0.066104,0.002051,1,7
"361",379,"Point",7,"Tinggi",0.648884,0.11728,0.092434,0.073642,0.048258,0.326101,0.153351,0.061688,0.001792,1,7
"362",970,"Point",7,"Tinggi",0.67855,0.106402,0.081578,0.064428,0.038821,0.271516,0.109396,0.041783,0.00131,1,7
"363",575,"Point",7,"Tinggi",0.627478,0.114808,0.090577,0.073646,0.059616,0.245279,0.182817,0.105022,0.00176,1,7
"364",193,"Point",7,"Tinggi",0.686659,0.115236,0.09079,0.079132,0.04758,0.440516,0.183204,0.072852,0.001796,1,7
"365",838,"Point",7,"Tinggi",0.691675,0.112582,0.088739,0.075094,0.050403,0.309992,0.14937,0.066313,0.001095,1,7
"366",436,"Point",7,"Tinggi",0.669718,0.117965,0.091977,0.075858,0.049874,0.354008,0.16778,0.06978,0.001984,1,7
"367",1014,"Point",7,"Tinggi",0.642468,0.108403,0.084091,0.070365,0.043528,0.334574,0.155311,0.064473,0.001614,1,7
"368",167,"Point",7,"Tinggi",0.679526,0.116014,0.090332,0.075029,0.046301,0.3589,0.149993,0.058692,0.001974,1,7
"369",87,"Point",7,"Tinggi",0.683643,0.111382,0.085731,0.063849,0.038663,0.256461,0.093962,0.036278,0.001986,1,7
"370",368,"Point",7,"Tinggi",0.687109,0.114966,0.090206,0.071474,0.046244,0.31186,0.146113,0.060181,0.002437,1,7
"371",113,"Point",7,"Tinggi",0.641508,0.110346,0.085326,0.068272,0.040185,0.331184,0.136441,0.054043,0.001458,1,7
"372",959,"Point",8,"Tinggi",0.764792,0.105925,0.081109,0.063847,0.039209,0.279935,0.111072,0.043628,0.001428,1,8
"373",199,"Point",8,"Tinggi",0.764193,0.113949,0.088486,0.072615,0.043822,0.371009,0.147968,0.057965,0.001778,1,8
"374",69,"Point",8,"Tinggi",0.797429,0.108754,0.083385,0.065873,0.038069,0.276908,0.118409,0.046615,0.001741,1,8
"375",484,"Point",8,"Tinggi",0.724731,0.115483,0.090804,0.074455,0.044944,0.367332,0.15078,0.057975,0.001959,1,8
"376",157,"Point",8,"Tinggi",0.77362,0.112512,0.087102,0.069704,0.042195,0.3218,0.133434,0.052159,0.001219,1,8
"377",36,"Point",8,"Tinggi",0.731674,0.116213,0.091524,0.076377,0.048011,0.35903,0.163055,0.068313,0.001736,1,8
"378",388,"Point",8,"Tinggi",0.761467,0.117467,0.092438,0.074611,0.051063,0.286627,0.153092,0.071649,0.001759,1,8
"379",93,"Point",8,"Tinggi",0.798209,0.112355,0.086548,0.068925,0.041722,0.321688,0.132921,0.051607,0.001684,1,8
"380",886,"Point",8,"Tinggi",0.704655,0.109417,0.084326,0.069006,0.042665,0.332677,0.152124,0.061533,0.001424,1,8
"381",998,"Point",8,"Tinggi",0.759783,0.107313,0.082806,0.067029,0.043199,0.259865,0.107057,0.04386,0.00137,1,8
"382",782,"Point",8,"Tinggi",0.742955,0.112959,0.088534,0.071551,0.046328,0.369113,0.155175,0.064259,0.002122,1,8
"383",354,"Point",8,"Tinggi",0.78613,0.115677,0.091006,0.074113,0.045619,0.354993,0.166816,0.068341,0.001988,1,8
"384",567,"Point",8,"Tinggi",0.736479,0.114653,0.089851,0.072701,0.048885,0.341364,0.156409,0.06761,0.002023,1,8
"385",97,"Point",8,"Tinggi",0.749567,0.113795,0.088579,0.072374,0.044058,0.355642,0.14383,0.056897,0.001503,1,8
"386",378,"Point",8,"Tinggi",0.737209,0.117891,0.092606,0.072671,0.046692,0.333373,0.140947,0.056101,0.001961,1,8
"387",881,"Point",8,"Tinggi",0.763097,0.10822,0.083185,0.064195,0.039808,0.277274,0.115003,0.044253,0.001639,1,8
"388",138,"Point",8,"Tinggi",0.751904,0.111165,0.086671,0.070962,0.042495,0.384402,0.163584,0.063972,0.001181,1,8
"389",245,"Point",8,"Tinggi",0.736413,0.118262,0.093483,0.080988,0.050557,0.434822,0.186247,0.074414,0.001891,1,8
"390",318,"Point",8,"Tinggi",0.742041,0.116233,0.091539,0.071512,0.045579,0.349614,0.151121,0.060944,0.002326,1,8
"391",92,"Point",8,"Tinggi",0.747826,0.111268,0.086458,0.068809,0.041187,0.304302,0.131942,0.051979,0.001506,1,8
"392",191,"Point",8,"Tinggi",0.736354,0.116434,0.091721,0.079984,0.048155,0.440099,0.179833,0.07069,0.00178,1,8
"393",934,"Point",8,"Tinggi",0.704678,0.110339,0.086145,0.068139,0.043286,0.31613,0.120019,0.046594,0.001368,1,8
"394",0,"Point",8,"Tinggi",0.714609,0.114711,0.089591,0.072503,0.044617,0.32728,0.14018,0.055173,0.002245,1,8
"395",355,"Point",8,"Tinggi",0.782028,0.116022,0.090917,0.07393,0.045376,0.368186,0.176987,0.07204,0.002319,1,8
"396",308,"Point",8,"Tinggi",0.776102,0.116252,0.090436,0.068141,0.042901,0.289454,0.125752,0.049045,0.002298,1,8
"397",404,"Point",8,"Tinggi",0.789224,0.114673,0.089023,0.06898,0.042589,0.320652,0.140242,0.054488,0.002373,1,8
"398",1000,"Point",8,"Tinggi",0.739442,0.106616,0.082123,0.067817,0.042588,0.260745,0.10254,0.041615,0.001199,1,8
"399",904,"Point",8,"Tinggi",0.771059,0.108719,0.083915,0.066256,0.040146,0.306908,0.115931,0.043733,0.002277,1,8
"400",384,"Point",8,"Tinggi",0.727065,0.119466,0.094928,0.078962,0.054198,0.346864,0.18362,0.080041,0.00197,1,8
"401",852,"Point",8,"Tinggi",0.725243,0.114265,0.091086,0.077451,0.058929,0.265453,0.139616,0.074491,0.001396,1,8
"402",420,"Point",8,"Tinggi",0.792861,0.115451,0.089408,0.068169,0.043068,0.319921,0.126706,0.048385,0.002333,1,8
"403",615,"Point",8,"Tinggi",0.730216,0.112392,0.087505,0.069598,0.044825,0.335498,0.148826,0.063817,0.001422,1,8
"404",279,"Point",8,"Tinggi",0.767544,0.115405,0.09048,0.073775,0.046619,0.311309,0.158432,0.067476,0.001738,1,8
"405",927,"Point",8,"Tinggi",0.721139,0.108132,0.083695,0.067895,0.041413,0.323869,0.143041,0.059256,0.00159,1,8
"406",982,"Point",8,"Tinggi",0.742984,0.108138,0.083873,0.068039,0.040894,0.316663,0.123445,0.046654,0.001747,1,8
"407",109,"Point",8,"Tinggi",0.735409,0.114708,0.090054,0.076264,0.046367,0.409227,0.167394,0.065596,0.001476,1,8
"408",54,"Point",8,"Tinggi",0.737521,0.1093,0.084511,0.065517,0.038674,0.304268,0.126504,0.050066,0.001456,1,8
"409",50,"Point",8,"Tinggi",0.7538,0.113266,0.08765,0.072212,0.042563,0.320419,0.135907,0.052975,0.00154,1,8
"410",370,"Point",8,"Tinggi",0.79697,0.115357,0.089559,0.070443,0.044115,0.34001,0.145102,0.057193,0.002212,1,8
"411",209,"Point",8,"Tinggi",0.700848,0.11025,0.084851,0.065636,0.039498,0.297388,0.127196,0.049429,0.001576,1,8
"412",801,"Point",8,"Tinggi",0.768697,0.110121,0.086633,0.072497,0.051757,0.267365,0.133709,0.062073,0.002089,1,8
