"","FID","Shape","Class","kategori","frci","Band_1","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","Band_9","cluster","kelas"
"94",531,"Point",2,"Sangat Rendah",0.111096,0.114831,0.091824,0.083808,0.054535,0.363345,0.213732,0.098674,0.001733,1,2
"95",644,"Point",2,"Sangat Rendah",0.182837,0.115217,0.090093,0.07724,0.048071,0.382608,0.178457,0.071752,0.002071,1,2
"96",534,"Point",2,"Sangat Rendah",0.146251,0.114503,0.090295,0.078111,0.05043,0.350775,0.185438,0.083388,0.001773,1,2
"97",609,"Point",2,"Sangat Rendah",0.199958,0.116453,0.093144,0.080384,0.059897,0.344218,0.208691,0.098101,0.001665,1,2
"98",731,"Point",2,"Sangat Rendah",0.102975,0.116308,0.093585,0.07963,0.059944,0.325498,0.19559,0.092798,0.002,1,2
"99",383,"Point",2,"Sangat Rendah",0.137056,0.120892,0.098502,0.08404,0.063157,0.315247,0.198951,0.094936,0.002026,1,2
"100",603,"Point",2,"Sangat Rendah",0.105414,0.1165,0.093008,0.076276,0.059466,0.256063,0.206288,0.10532,0.001593,1,2
"101",530,"Point",2,"Sangat Rendah",0.184416,0.113034,0.089387,0.076815,0.049476,0.334843,0.182943,0.080655,0.001789,1,2
"102",585,"Point",2,"Sangat Rendah",0.127665,0.114752,0.091114,0.08251,0.052274,0.417078,0.223135,0.09957,0.001827,1,2
"103",826,"Point",2,"Sangat Rendah",0.104049,0.116687,0.096179,0.082291,0.069857,0.257215,0.17437,0.100636,0.001655,1,2
"104",745,"Point",2,"Sangat Rendah",0.162126,0.11385,0.08968,0.079541,0.051017,0.368795,0.203863,0.091714,0.001338,1,2
"105",541,"Point",2,"Sangat Rendah",0.114021,0.112436,0.088529,0.075807,0.04713,0.348797,0.182642,0.079184,0.001827,1,2
"106",735,"Point",2,"Sangat Rendah",0.120825,0.112971,0.089179,0.07548,0.046709,0.337128,0.184306,0.080375,0.001584,1,2
"107",925,"Point",3,"Rendah",0.221563,0.108311,0.083424,0.067406,0.039104,0.336986,0.148257,0.059242,0.001488,1,3
"108",703,"Point",3,"Rendah",0.236856,0.114851,0.090146,0.077482,0.046833,0.38437,0.179413,0.072653,0.001866,1,3
"109",527,"Point",3,"Rendah",0.275066,0.115798,0.091444,0.076672,0.047595,0.354414,0.173788,0.071124,0.001616,1,3
"110",639,"Point",3,"Rendah",0.294523,0.115853,0.092283,0.078947,0.058656,0.315906,0.189686,0.09018,0.001902,1,3
"111",135,"Point",3,"Rendah",0.265123,0.111669,0.087071,0.075903,0.043222,0.383697,0.159204,0.0641,0.001667,1,3
"112",718,"Point",3,"Rendah",0.276007,0.115251,0.090946,0.076997,0.052095,0.310496,0.164122,0.072685,0.00219,1,3
"113",805,"Point",3,"Rendah",0.294199,0.10736,0.082777,0.064662,0.040097,0.276112,0.120146,0.048113,0.00156,1,3
"114",465,"Point",3,"Rendah",0.248239,0.12053,0.097219,0.081481,0.05997,0.286265,0.158684,0.086134,0.002117,1,3
"115",753,"Point",3,"Rendah",0.20938,0.120866,0.098588,0.08296,0.07212,0.261268,0.209056,0.122501,0.001766,1,3
"116",628,"Point",3,"Rendah",0.265126,0.112715,0.08809,0.07246,0.046848,0.326083,0.147538,0.066501,0.001905,1,3
"117",642,"Point",3,"Rendah",0.271814,0.114193,0.090191,0.076794,0.045821,0.408381,0.175163,0.069647,0.001856,1,3
"118",654,"Point",3,"Rendah",0.286356,0.114096,0.0906,0.076657,0.052657,0.299783,0.185843,0.085999,0.001963,1,3
"119",851,"Point",3,"Rendah",0.262462,0.110737,0.086726,0.069848,0.046324,0.289331,0.129749,0.05978,0.001554,1,3
"120",339,"Point",3,"Rendah",0.222757,0.117103,0.092346,0.075742,0.049219,0.347664,0.17699,0.074372,0.002039,1,3
"121",764,"Point",3,"Rendah",0.223883,0.118039,0.09563,0.082143,0.066431,0.29098,0.198886,0.110801,0.001432,1,3
"122",610,"Point",3,"Rendah",0.206555,0.116599,0.094043,0.080137,0.059316,0.338231,0.218288,0.106412,0.001901,1,3
"123",701,"Point",3,"Rendah",0.269248,0.114427,0.089891,0.076042,0.046414,0.379434,0.170544,0.068414,0.002157,1,3
"124",537,"Point",3,"Rendah",0.209097,0.114007,0.090241,0.076017,0.050913,0.323303,0.174104,0.078833,0.001618,1,3
"125",217,"Point",3,"Rendah",0.290474,0.113571,0.08933,0.076867,0.046057,0.352804,0.162515,0.066959,0.001835,1,3
"126",676,"Point",3,"Rendah",0.297796,0.112791,0.088273,0.071523,0.043492,0.346908,0.167051,0.070925,0.001779,1,3
"127",300,"Point",3,"Rendah",0.21526,0.120077,0.094809,0.076653,0.050916,0.302447,0.171741,0.077211,0.002621,1,3
"128",792,"Point",3,"Rendah",0.213916,0.108636,0.083919,0.068498,0.045234,0.288159,0.137776,0.059685,0.001796,1,3
"129",570,"Point",3,"Rendah",0.23271,0.116128,0.092527,0.077618,0.057477,0.305015,0.181297,0.091847,0.001862,1,3
"130",921,"Point",3,"Rendah",0.213151,0.110553,0.086373,0.070771,0.044202,0.339227,0.160369,0.06739,0.001517,1,3
"131",99,"Point",3,"Rendah",0.263586,0.114871,0.089932,0.074998,0.045992,0.384335,0.160758,0.063976,0.001718,1,3
"132",627,"Point",3,"Rendah",0.278574,0.116126,0.09281,0.078247,0.059118,0.298339,0.160846,0.080062,0.001332,1,3
"133",692,"Point",3,"Rendah",0.210426,0.114029,0.090229,0.07835,0.050749,0.363192,0.18556,0.082746,0.002308,1,3
"134",536,"Point",3,"Rendah",0.223124,0.11232,0.088114,0.073146,0.044897,0.31721,0.166506,0.071292,0.001666,1,3
"135",695,"Point",3,"Rendah",0.291537,0.114821,0.090613,0.080089,0.048266,0.357316,0.187369,0.075959,0.001932,1,3
"136",629,"Point",3,"Rendah",0.204463,0.117605,0.095932,0.081432,0.070022,0.26223,0.204871,0.118669,0.001746,1,3
"137",829,"Point",3,"Rendah",0.218854,0.11067,0.087047,0.072895,0.050389,0.3045,0.161899,0.077011,0.001736,1,3
"138",849,"Point",3,"Rendah",0.294989,0.110518,0.086543,0.071023,0.049302,0.268975,0.135757,0.063118,0.001231,1,3
"139",700,"Point",3,"Rendah",0.292663,0.113208,0.089178,0.079026,0.047491,0.359492,0.175854,0.076133,0.002241,1,3
"140",215,"Point",3,"Rendah",0.285019,0.113681,0.089792,0.076196,0.049269,0.354858,0.168871,0.073612,0.001409,1,3
"141",342,"Point",3,"Rendah",0.205666,0.119776,0.095156,0.079903,0.058643,0.311399,0.190127,0.089678,0.00181,1,3
"142",795,"Point",3,"Rendah",0.247639,0.109945,0.085764,0.071101,0.046875,0.30976,0.154796,0.069092,0.001774,1,3
"143",682,"Point",3,"Rendah",0.209723,0.115232,0.090789,0.076997,0.059014,0.309274,0.169353,0.084749,0.000939,1,3
"144",476,"Point",3,"Rendah",0.283946,0.117418,0.093668,0.079696,0.053745,0.322159,0.174266,0.078476,0.001644,1,3
"145",664,"Point",3,"Rendah",0.231117,0.114343,0.089569,0.077077,0.046016,0.389985,0.172552,0.069841,0.001837,1,3
"146",699,"Point",3,"Rendah",0.233634,0.1141,0.089967,0.078281,0.046607,0.380751,0.179531,0.070846,0.001805,1,3
"147",646,"Point",3,"Rendah",0.243521,0.113369,0.089402,0.077013,0.046229,0.39122,0.17585,0.071804,0.001808,1,3
"148",702,"Point",3,"Rendah",0.203141,0.114633,0.090025,0.07676,0.047391,0.358336,0.172225,0.070868,0.001773,1,3
"149",752,"Point",3,"Rendah",0.218067,0.118139,0.096553,0.083233,0.069095,0.297404,0.198359,0.110406,0.001937,1,3
"150",285,"Point",3,"Rendah",0.26707,0.11517,0.090198,0.074637,0.044825,0.347433,0.168174,0.06811,0.00174,1,3
"151",647,"Point",3,"Rendah",0.260093,0.113684,0.08809,0.071108,0.044551,0.343641,0.167696,0.071818,0.001615,1,3
"152",757,"Point",3,"Rendah",0.233918,0.11529,0.09084,0.073315,0.055525,0.309912,0.182659,0.098347,0.001781,1,3
"153",619,"Point",3,"Rendah",0.295519,0.114889,0.091953,0.07631,0.061076,0.274715,0.21971,0.116293,0.001705,1,3
"154",666,"Point",3,"Rendah",0.262167,0.114318,0.089862,0.076939,0.04666,0.395943,0.172977,0.068906,0.001648,1,3
"155",660,"Point",3,"Rendah",0.282449,0.111977,0.086983,0.070492,0.043363,0.313184,0.154893,0.065379,0.001587,1,3
"156",582,"Point",3,"Rendah",0.264372,0.114978,0.092265,0.082981,0.057595,0.380818,0.208694,0.096148,0.002154,1,3
"157",281,"Point",3,"Rendah",0.249433,0.115402,0.090254,0.072049,0.043544,0.323193,0.156676,0.063739,0.001833,1,3
"158",763,"Point",3,"Rendah",0.286732,0.118998,0.096761,0.083004,0.066677,0.309931,0.196653,0.103328,0.001693,1,3
"159",726,"Point",3,"Rendah",0.240343,0.120151,0.099206,0.09042,0.085543,0.257927,0.206752,0.122401,0.002319,1,3
"160",1009,"Point",4,"Rendah",0.361103,0.108977,0.085028,0.069595,0.047802,0.2668,0.130099,0.058057,0.001671,1,4
"161",923,"Point",4,"Rendah",0.340299,0.110808,0.086733,0.074049,0.045889,0.351461,0.163194,0.069173,0.001576,1,4
"162",926,"Point",4,"Rendah",0.31317,0.106642,0.082148,0.063693,0.037319,0.303502,0.133463,0.053982,0.001517,1,4
"163",86,"Point",4,"Rendah",0.350235,0.113487,0.08778,0.066255,0.041917,0.272656,0.110392,0.04389,0.001973,1,4
"164",674,"Point",4,"Rendah",0.315216,0.114424,0.089593,0.076084,0.046702,0.331937,0.168045,0.069993,0.001962,1,4
"165",638,"Point",4,"Rendah",0.331177,0.115373,0.091547,0.076274,0.053688,0.312281,0.193827,0.093498,0.001501,1,4
"166",492,"Point",4,"Rendah",0.354522,0.115229,0.090561,0.075767,0.046149,0.343314,0.167247,0.069509,0.00173,1,4
"167",335,"Point",4,"Rendah",0.375307,0.114944,0.090506,0.073636,0.047226,0.307692,0.155967,0.064551,0.001994,1,4
"168",720,"Point",4,"Rendah",0.385729,0.114304,0.089636,0.074187,0.046456,0.348472,0.170716,0.070123,0.001851,1,4
"169",665,"Point",4,"Rendah",0.366152,0.113867,0.089469,0.07638,0.046467,0.382234,0.170115,0.067807,0.001828,1,4
"170",288,"Point",4,"Rendah",0.36308,0.116121,0.090527,0.07376,0.04449,0.327035,0.158778,0.06473,0.001907,1,4
"171",568,"Point",4,"Rendah",0.377384,0.116464,0.092334,0.074827,0.057253,0.291953,0.147307,0.068974,0.001732,1,4
"172",246,"Point",4,"Rendah",0.314548,0.113485,0.088936,0.076386,0.046037,0.409802,0.180571,0.071178,0.00198,1,4
"173",667,"Point",4,"Rendah",0.319607,0.114467,0.090042,0.076816,0.046875,0.40198,0.170808,0.067558,0.001642,1,4
"174",294,"Point",4,"Rendah",0.336259,0.116156,0.09107,0.077367,0.046255,0.360155,0.178789,0.074786,0.002116,1,4
"175",607,"Point",4,"Rendah",0.37278,0.117152,0.094313,0.082693,0.060904,0.340914,0.208914,0.100739,0.001618,1,4
"176",989,"Point",4,"Rendah",0.326031,0.106619,0.082031,0.065104,0.039248,0.288333,0.121598,0.048049,0.00156,1,4
"177",4,"Point",4,"Rendah",0.391074,0.112893,0.088817,0.075035,0.045138,0.365404,0.15769,0.064479,0.001367,1,4
"178",760,"Point",4,"Rendah",0.309216,0.11823,0.095419,0.080738,0.063107,0.318422,0.204083,0.111958,0.001794,1,4
"179",62,"Point",4,"Rendah",0.301209,0.112263,0.088225,0.074986,0.044394,0.387433,0.169764,0.068547,0.001497,1,4
"180",569,"Point",4,"Rendah",0.318047,0.11526,0.090596,0.074852,0.052852,0.299398,0.149724,0.071587,0.0018,1,4
"181",59,"Point",4,"Rendah",0.305574,0.110958,0.086303,0.072506,0.042378,0.372569,0.155609,0.060368,0.00185,1,4
"182",566,"Point",4,"Rendah",0.337727,0.114678,0.091285,0.075062,0.055723,0.325107,0.161112,0.076508,0.001628,1,4
"183",1026,"Point",4,"Rendah",0.342652,0.106741,0.082407,0.066952,0.039763,0.314413,0.135408,0.055109,0.001621,1,4
"184",711,"Point",4,"Rendah",0.37059,0.111398,0.086877,0.070655,0.044838,0.332394,0.154159,0.063235,0.002009,1,4
"185",1040,"Point",4,"Rendah",0.316672,0.107635,0.083321,0.066572,0.041201,0.311283,0.119168,0.046211,0.001713,1,4
"186",850,"Point",4,"Rendah",0.304951,0.11095,0.087663,0.071253,0.05095,0.266183,0.127483,0.061502,0.001654,1,4
"187",661,"Point",4,"Rendah",0.392888,0.112543,0.087992,0.07308,0.043705,0.371092,0.165336,0.066532,0.001526,1,4
"188",919,"Point",4,"Rendah",0.314031,0.11142,0.086903,0.073226,0.047571,0.324694,0.169996,0.075404,0.001614,1,4
"189",675,"Point",4,"Rendah",0.316388,0.113994,0.08859,0.073322,0.04443,0.336174,0.154062,0.060607,0.001886,1,4
"190",475,"Point",4,"Rendah",0.399322,0.116555,0.092266,0.075258,0.050135,0.325705,0.16323,0.074192,0.001571,1,4
"191",284,"Point",4,"Rendah",0.399584,0.11386,0.089883,0.074543,0.044393,0.34651,0.168248,0.069023,0.001654,1,4
"192",719,"Point",4,"Rendah",0.385144,0.114462,0.089739,0.079087,0.04718,0.360997,0.168385,0.071208,0.001842,1,4
"193",611,"Point",4,"Rendah",0.309982,0.115264,0.090596,0.075761,0.050887,0.351353,0.181837,0.080033,0.001911,1,4
"194",697,"Point",4,"Rendah",0.341191,0.115115,0.090884,0.08153,0.04845,0.378676,0.182049,0.072119,0.002105,1,4
"195",612,"Point",4,"Rendah",0.391502,0.115876,0.092602,0.077304,0.055031,0.351719,0.186219,0.082701,0.001862,1,4
"196",791,"Point",4,"Rendah",0.375951,0.110026,0.085734,0.070974,0.045244,0.301374,0.143808,0.062658,0.001259,1,4
"197",896,"Point",4,"Rendah",0.364259,0.110501,0.085733,0.072142,0.043805,0.344882,0.162643,0.067734,0.001637,1,4
"198",330,"Point",4,"Rendah",0.301414,0.116009,0.090412,0.07289,0.044746,0.321826,0.157977,0.063885,0.001876,1,4
"199",301,"Point",4,"Rendah",0.324147,0.119009,0.093473,0.077662,0.047679,0.35522,0.166801,0.068506,0.002674,1,4
"200",641,"Point",4,"Rendah",0.338944,0.113869,0.088892,0.074204,0.047902,0.363178,0.167323,0.069233,0.001848,1,4
"201",1033,"Point",4,"Rendah",0.336237,0.108193,0.084348,0.070828,0.045155,0.312694,0.141817,0.059781,0.001928,1,4
"202",942,"Point",4,"Rendah",0.374465,0.111189,0.086778,0.075223,0.046757,0.34267,0.168067,0.072941,0.001338,1,4
"203",833,"Point",4,"Rendah",0.307226,0.111622,0.087072,0.074297,0.048159,0.32996,0.163178,0.072856,0.00179,1,4
