"","FID","Shape","Class","kategori","frci","Band_1","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","Band_9","cluster"
"630",866,"Point",8,"Tinggi",0.717884,0.113087,0.089394,0.070145,0.049544,0.256204,0.115287,0.055422,0.001519,1
"631",974,"Point",8,"Tinggi",0.717985,0.106785,0.08254,0.066785,0.040654,0.27587,0.115099,0.046349,0.001698,1
"632",890,"Point",8,"Tinggi",0.719495,0.108059,0.083242,0.066014,0.041582,0.306479,0.137545,0.056506,0.001649,1
"633",56,"Point",8,"Tinggi",0.71994,0.112012,0.087132,0.074685,0.044396,0.385859,0.167096,0.066443,0.001413,1
"634",927,"Point",8,"Tinggi",0.721139,0.108132,0.083695,0.067895,0.041413,0.323869,0.143041,0.059256,0.00159,1
"635",251,"Point",8,"Tinggi",0.723252,0.112948,0.088055,0.073445,0.042609,0.333715,0.140701,0.054986,0.00147,1
"636",481,"Point",8,"Tinggi",0.723722,0.114604,0.090043,0.073987,0.044463,0.381736,0.182563,0.072391,0.002105,1
"637",484,"Point",8,"Tinggi",0.724731,0.115483,0.090804,0.074455,0.044944,0.367332,0.15078,0.057975,0.001959,1
"638",852,"Point",8,"Tinggi",0.725243,0.114265,0.091086,0.077451,0.058929,0.265453,0.139616,0.074491,0.001396,1
"639",84,"Point",8,"Tinggi",0.726264,0.114914,0.089595,0.070494,0.043475,0.326976,0.12716,0.04781,0.001682,1
"640",972,"Point",8,"Tinggi",0.726638,0.106445,0.08147,0.063577,0.038729,0.258105,0.113063,0.045681,0.001509,1
"641",399,"Point",8,"Tinggi",0.726648,0.11724,0.092969,0.072974,0.049134,0.288996,0.155447,0.071103,0.001794,1
"642",384,"Point",8,"Tinggi",0.727065,0.119466,0.094928,0.078962,0.054198,0.346864,0.18362,0.080041,0.00197,1
"643",151,"Point",8,"Tinggi",0.728521,0.111414,0.086018,0.068253,0.040604,0.315527,0.123398,0.047598,0.001673,1
"644",964,"Point",8,"Tinggi",0.729911,0.106294,0.081554,0.064084,0.039408,0.251494,0.101815,0.040439,0.001342,1
"645",615,"Point",8,"Tinggi",0.730216,0.112392,0.087505,0.069598,0.044825,0.335498,0.148826,0.063817,0.001422,1
"646",996,"Point",8,"Tinggi",0.731621,0.107567,0.082381,0.064667,0.039735,0.258701,0.10626,0.042222,0.001636,1
"647",36,"Point",8,"Tinggi",0.731674,0.116213,0.091524,0.076377,0.048011,0.35903,0.163055,0.068313,0.001736,1
"648",20,"Point",8,"Tinggi",0.732634,0.11415,0.089093,0.074356,0.045749,0.375906,0.160398,0.064684,0.001349,1
"649",956,"Point",8,"Tinggi",0.733224,0.106229,0.082162,0.066282,0.040179,0.299807,0.117337,0.045725,0.001315,1
"650",1030,"Point",8,"Tinggi",0.733604,0.107972,0.084421,0.070123,0.0442,0.298709,0.150104,0.065175,0.00156,1
"651",323,"Point",8,"Tinggi",0.733697,0.117548,0.092116,0.073158,0.045888,0.336505,0.13872,0.054496,0.002663,1
"652",232,"Point",8,"Tinggi",0.734896,0.112184,0.087533,0.070713,0.041973,0.331653,0.133403,0.051338,0.001978,1
"653",109,"Point",8,"Tinggi",0.735409,0.114708,0.090054,0.076264,0.046367,0.409227,0.167394,0.065596,0.001476,1
"654",191,"Point",8,"Tinggi",0.736354,0.116434,0.091721,0.079984,0.048155,0.440099,0.179833,0.07069,0.00178,1
"655",245,"Point",8,"Tinggi",0.736413,0.118262,0.093483,0.080988,0.050557,0.434822,0.186247,0.074414,0.001891,1
"656",567,"Point",8,"Tinggi",0.736479,0.114653,0.089851,0.072701,0.048885,0.341364,0.156409,0.06761,0.002023,1
"657",505,"Point",8,"Tinggi",0.736726,0.114757,0.089729,0.071936,0.046641,0.314169,0.146146,0.062341,0.001779,1
"658",378,"Point",8,"Tinggi",0.737209,0.117891,0.092606,0.072671,0.046692,0.333373,0.140947,0.056101,0.001961,1
"659",54,"Point",8,"Tinggi",0.737521,0.1093,0.084511,0.065517,0.038674,0.304268,0.126504,0.050066,0.001456,1
"660",426,"Point",8,"Tinggi",0.737707,0.114879,0.089397,0.069686,0.042727,0.332746,0.140844,0.057109,0.001654,1
"661",1000,"Point",8,"Tinggi",0.739442,0.106616,0.082123,0.067817,0.042588,0.260745,0.10254,0.041615,0.001199,1
"662",318,"Point",8,"Tinggi",0.742041,0.116233,0.091539,0.071512,0.045579,0.349614,0.151121,0.060944,0.002326,1
"663",980,"Point",8,"Tinggi",0.742393,0.107041,0.082819,0.066279,0.040835,0.262779,0.112432,0.045253,0.001816,1
"664",782,"Point",8,"Tinggi",0.742955,0.112959,0.088534,0.071551,0.046328,0.369113,0.155175,0.064259,0.002122,1
"665",982,"Point",8,"Tinggi",0.742984,0.108138,0.083873,0.068039,0.040894,0.316663,0.123445,0.046654,0.001747,1
"666",837,"Point",8,"Tinggi",0.744048,0.114629,0.091756,0.076422,0.053596,0.300439,0.152212,0.072445,0.001569,1
"667",117,"Point",8,"Tinggi",0.747541,0.111994,0.086429,0.068939,0.041961,0.32836,0.136021,0.052633,0.001579,1
"668",92,"Point",8,"Tinggi",0.747826,0.111268,0.086458,0.068809,0.041187,0.304302,0.131942,0.051979,0.001506,1
"669",509,"Point",8,"Tinggi",0.747967,0.11734,0.09197,0.075147,0.050189,0.339671,0.131368,0.054051,0.002251,1
"670",905,"Point",8,"Tinggi",0.74803,0.107808,0.082357,0.062777,0.037979,0.287072,0.105004,0.039642,0.001709,1
"671",156,"Point",8,"Tinggi",0.748811,0.111664,0.086059,0.068655,0.041164,0.317796,0.129362,0.049937,0.001766,1
"672",97,"Point",8,"Tinggi",0.749567,0.113795,0.088579,0.072374,0.044058,0.355642,0.14383,0.056897,0.001503,1
"673",166,"Point",8,"Tinggi",0.751304,0.113067,0.087946,0.070736,0.043991,0.340072,0.140998,0.055572,0.001852,1
"674",159,"Point",8,"Tinggi",0.751307,0.112944,0.088131,0.07135,0.043216,0.325889,0.131776,0.051123,0.001502,1
"675",161,"Point",8,"Tinggi",0.751882,0.112006,0.086592,0.068454,0.040604,0.310862,0.126442,0.048345,0.001586,1
"676",138,"Point",8,"Tinggi",0.751904,0.111165,0.086671,0.070962,0.042495,0.384402,0.163584,0.063972,0.001181,1
"677",931,"Point",8,"Tinggi",0.752816,0.110949,0.087048,0.069244,0.047966,0.257482,0.11534,0.0576,0.002031,1
"678",455,"Point",8,"Tinggi",0.753676,0.114043,0.089413,0.069198,0.043994,0.300937,0.126566,0.051023,0.001801,1
"679",50,"Point",8,"Tinggi",0.7538,0.113266,0.08765,0.072212,0.042563,0.320419,0.135907,0.052975,0.00154,1
"680",30,"Point",8,"Tinggi",0.754307,0.11468,0.089552,0.073213,0.046786,0.327682,0.146089,0.061683,0.001175,1
"681",960,"Point",8,"Tinggi",0.754742,0.10585,0.081587,0.063915,0.039013,0.26989,0.112214,0.043575,0.001428,1
"682",158,"Point",8,"Tinggi",0.755232,0.112786,0.087785,0.071014,0.042462,0.317787,0.134488,0.053077,0.001739,1
"683",479,"Point",8,"Tinggi",0.757692,0.114724,0.089757,0.071372,0.043972,0.352752,0.161336,0.063277,0.001871,1
"684",133,"Point",8,"Tinggi",0.75799,0.112082,0.08678,0.071816,0.041666,0.365056,0.157192,0.062469,0.000918,1
"685",908,"Point",8,"Tinggi",0.758213,0.107521,0.082932,0.064624,0.039013,0.302827,0.116329,0.044394,0.001408,1
"686",524,"Point",8,"Tinggi",0.758303,0.11705,0.092507,0.074998,0.052371,0.306782,0.160505,0.078601,0.001766,1
"687",360,"Point",8,"Tinggi",0.758928,0.116848,0.091493,0.073553,0.047996,0.340927,0.149837,0.062636,0.002286,1
"688",998,"Point",8,"Tinggi",0.759783,0.107313,0.082806,0.067029,0.043199,0.259865,0.107057,0.04386,0.00137,1
"689",511,"Point",8,"Tinggi",0.760063,0.116608,0.090844,0.071662,0.045671,0.315087,0.126904,0.050858,0.002409,1
"690",13,"Point",8,"Tinggi",0.761027,0.111004,0.086601,0.069033,0.041647,0.318307,0.129785,0.050435,0.001754,1
"691",388,"Point",8,"Tinggi",0.761467,0.117467,0.092438,0.074611,0.051063,0.286627,0.153092,0.071649,0.001759,1
"692",957,"Point",8,"Tinggi",0.762368,0.106401,0.081186,0.064978,0.039021,0.274504,0.108686,0.042568,0.001189,1
"693",196,"Point",8,"Tinggi",0.762548,0.117906,0.093165,0.080314,0.051973,0.392421,0.181309,0.072818,0.001895,1
"694",881,"Point",8,"Tinggi",0.763097,0.10822,0.083185,0.064195,0.039808,0.277274,0.115003,0.044253,0.001639,1
"695",154,"Point",8,"Tinggi",0.763446,0.112746,0.086641,0.069339,0.042207,0.321665,0.140553,0.057074,0.001613,1
"696",199,"Point",8,"Tinggi",0.764193,0.113949,0.088486,0.072615,0.043822,0.371009,0.147968,0.057965,0.001778,1
"697",959,"Point",8,"Tinggi",0.764792,0.105925,0.081109,0.063847,0.039209,0.279935,0.111072,0.043628,0.001428,1
"698",351,"Point",8,"Tinggi",0.765087,0.116783,0.091902,0.072188,0.045577,0.336558,0.142138,0.054254,0.00226,1
"699",184,"Point",8,"Tinggi",0.766713,0.113827,0.089074,0.071663,0.04337,0.344243,0.142678,0.056846,0.001387,1
"700",1022,"Point",8,"Tinggi",0.766943,0.107488,0.08308,0.067875,0.03932,0.333542,0.137029,0.052898,0.001712,1
"701",279,"Point",8,"Tinggi",0.767544,0.115405,0.09048,0.073775,0.046619,0.311309,0.158432,0.067476,0.001738,1
"702",801,"Point",8,"Tinggi",0.768697,0.110121,0.086633,0.072497,0.051757,0.267365,0.133709,0.062073,0.002089,1
"703",361,"Point",8,"Tinggi",0.768896,0.115713,0.090385,0.072107,0.044879,0.349328,0.145746,0.058223,0.002244,1
"704",788,"Point",8,"Tinggi",0.770558,0.109535,0.085076,0.071034,0.043513,0.333382,0.142448,0.057604,0.00189,1
"705",714,"Point",8,"Tinggi",0.770935,0.111267,0.086007,0.067296,0.03952,0.342025,0.134333,0.050523,0.001847,1
"706",904,"Point",8,"Tinggi",0.771059,0.108719,0.083915,0.066256,0.040146,0.306908,0.115931,0.043733,0.002277,1
"707",488,"Point",8,"Tinggi",0.773066,0.115644,0.090973,0.07488,0.045269,0.382736,0.173194,0.068694,0.001811,1
"708",864,"Point",8,"Tinggi",0.773616,0.110568,0.086786,0.068992,0.045913,0.289216,0.111398,0.046739,0.00149,1
"709",157,"Point",8,"Tinggi",0.77362,0.112512,0.087102,0.069704,0.042195,0.3218,0.133434,0.052159,0.001219,1
"710",847,"Point",8,"Tinggi",0.77378,0.11906,0.097466,0.089754,0.070378,0.31767,0.18568,0.100368,0.001494,1
"711",865,"Point",8,"Tinggi",0.774397,0.115516,0.092811,0.075236,0.058964,0.238319,0.11921,0.06667,0.001675,1
"712",77,"Point",8,"Tinggi",0.774564,0.113286,0.089359,0.071381,0.043278,0.310813,0.134721,0.054049,0.002002,1
"713",308,"Point",8,"Tinggi",0.776102,0.116252,0.090436,0.068141,0.042901,0.289454,0.125752,0.049045,0.002298,1
"714",474,"Point",8,"Tinggi",0.777156,0.117112,0.091947,0.074651,0.049224,0.329639,0.124477,0.050967,0.002342,1
"715",203,"Point",8,"Tinggi",0.778338,0.113011,0.087443,0.069662,0.041945,0.343075,0.136796,0.052153,0.001588,1
"716",202,"Point",8,"Tinggi",0.778381,0.113915,0.088727,0.073381,0.043979,0.355278,0.145946,0.057723,0.001287,1
"717",984,"Point",8,"Tinggi",0.778441,0.108799,0.084956,0.069537,0.042446,0.331416,0.132257,0.051831,0.001733,1
"718",46,"Point",8,"Tinggi",0.778695,0.11012,0.085208,0.067822,0.039953,0.306817,0.129879,0.050155,0.001247,1
"719",16,"Point",8,"Tinggi",0.778992,0.109975,0.085302,0.067144,0.039488,0.304752,0.128466,0.052031,0.001389,1
"720",213,"Point",8,"Tinggi",0.779342,0.112518,0.087486,0.072331,0.043473,0.33721,0.141769,0.054865,0.001815,1
"721",412,"Point",8,"Tinggi",0.780767,0.115031,0.09002,0.072297,0.04524,0.334134,0.157716,0.065279,0.002218,1
"722",433,"Point",8,"Tinggi",0.781268,0.11606,0.091424,0.071076,0.048677,0.28986,0.164981,0.071818,0.001766,1
"723",510,"Point",8,"Tinggi",0.781304,0.116072,0.090632,0.072263,0.045014,0.331704,0.143293,0.057498,0.002304,1
"724",85,"Point",8,"Tinggi",0.782016,0.114356,0.088948,0.071019,0.043925,0.32766,0.129701,0.051054,0.002022,1
"725",355,"Point",8,"Tinggi",0.782028,0.116022,0.090917,0.07393,0.045376,0.368186,0.176987,0.07204,0.002319,1
"726",1,"Point",8,"Tinggi",0.782042,0.114525,0.089685,0.071844,0.044159,0.322764,0.133444,0.052634,0.001853,1
"727",352,"Point",8,"Tinggi",0.783776,0.116061,0.090027,0.071301,0.044503,0.3182,0.150553,0.060277,0.002173,1
"728",55,"Point",8,"Tinggi",0.784774,0.11148,0.086943,0.073214,0.043638,0.378482,0.165714,0.066011,0.001605,1
"729",997,"Point",8,"Tinggi",0.784967,0.107057,0.082488,0.066147,0.040448,0.255307,0.108586,0.044032,0.001684,1
"730",267,"Point",8,"Tinggi",0.785567,0.117277,0.091561,0.075238,0.046326,0.328101,0.163153,0.066096,0.002494,1
"731",269,"Point",8,"Tinggi",0.785888,0.117521,0.093132,0.078175,0.050233,0.307779,0.155326,0.066567,0.002154,1
"732",354,"Point",8,"Tinggi",0.78613,0.115677,0.091006,0.074113,0.045619,0.354993,0.166816,0.068341,0.001988,1
"733",911,"Point",8,"Tinggi",0.78708,0.107506,0.082416,0.064455,0.039509,0.290976,0.10599,0.040088,0.001741,1
"734",120,"Point",8,"Tinggi",0.78793,0.113755,0.088415,0.069922,0.041764,0.337826,0.13295,0.051421,0.001729,1
"735",29,"Point",8,"Tinggi",0.788642,0.112826,0.089106,0.073115,0.045265,0.323413,0.141814,0.057836,0.001712,1
"736",404,"Point",8,"Tinggi",0.789224,0.114673,0.089023,0.06898,0.042589,0.320652,0.140242,0.054488,0.002373,1
"737",297,"Point",8,"Tinggi",0.790776,0.118583,0.094663,0.080934,0.054926,0.300531,0.160044,0.072485,0.002218,1
"738",239,"Point",8,"Tinggi",0.792327,0.115579,0.090248,0.074805,0.046022,0.394987,0.160347,0.063865,0.002041,1
"739",121,"Point",8,"Tinggi",0.792749,0.112478,0.086865,0.070062,0.041286,0.32635,0.128509,0.049641,0.001643,1
"740",420,"Point",8,"Tinggi",0.792861,0.115451,0.089408,0.068169,0.043068,0.319921,0.126706,0.048385,0.002333,1
"741",74,"Point",8,"Tinggi",0.792881,0.111474,0.085816,0.069152,0.041804,0.323648,0.133358,0.051557,0.001448,1
"742",143,"Point",8,"Tinggi",0.79406,0.115998,0.090154,0.074948,0.045262,0.369748,0.150776,0.058562,0.001484,1
"743",1006,"Point",8,"Tinggi",0.794187,0.107224,0.082533,0.066622,0.040029,0.299184,0.122373,0.047926,0.001561,1
"744",883,"Point",8,"Tinggi",0.796943,0.109267,0.084458,0.068562,0.041483,0.327529,0.148833,0.060484,0.001397,1
"745",370,"Point",8,"Tinggi",0.79697,0.115357,0.089559,0.070443,0.044115,0.34001,0.145102,0.057193,0.002212,1
"746",69,"Point",8,"Tinggi",0.797429,0.108754,0.083385,0.065873,0.038069,0.276908,0.118409,0.046615,0.001741,1
"747",93,"Point",8,"Tinggi",0.798209,0.112355,0.086548,0.068925,0.041722,0.321688,0.132921,0.051607,0.001684,1
"748",456,"Point",8,"Tinggi",0.798501,0.11384,0.088631,0.069502,0.043394,0.305265,0.130316,0.053216,0.002228,1
"749",462,"Point",8,"Tinggi",0.798591,0.115768,0.090218,0.070291,0.043719,0.319722,0.128549,0.048834,0.002028,1
"750",270,"Point",8,"Tinggi",0.799348,0.118358,0.094209,0.081054,0.053552,0.313562,0.161046,0.069575,0.002284,1
"751",328,"Point",9,"Sangat Tinggi",0.800278,0.116515,0.092305,0.077228,0.047562,0.360016,0.181881,0.07561,0.001662,1
"752",497,"Point",9,"Sangat Tinggi",0.801653,0.11476,0.089576,0.070606,0.043501,0.328974,0.138958,0.054501,0.001245,1
"753",103,"Point",9,"Sangat Tinggi",0.802242,0.114211,0.089173,0.073689,0.04476,0.348243,0.148645,0.057968,0.001541,1
"754",98,"Point",9,"Sangat Tinggi",0.802246,0.115662,0.090915,0.074462,0.0476,0.365369,0.163819,0.065798,0.001308,1
"755",38,"Point",9,"Sangat Tinggi",0.802388,0.115117,0.089849,0.073634,0.045722,0.34414,0.157364,0.063335,0.001897,1
"756",482,"Point",9,"Sangat Tinggi",0.802867,0.114934,0.090538,0.074451,0.045445,0.373307,0.158988,0.062985,0.001999,1
"757",410,"Point",9,"Sangat Tinggi",0.807902,0.114544,0.08905,0.069578,0.042692,0.337749,0.134735,0.050522,0.002539,1
"758",272,"Point",9,"Sangat Tinggi",0.808442,0.116927,0.092567,0.077355,0.048881,0.3732,0.168652,0.069711,0.001816,1
"759",122,"Point",9,"Sangat Tinggi",0.809387,0.115777,0.090707,0.075345,0.046189,0.369578,0.154463,0.061149,0.0019,1
"760",265,"Point",9,"Sangat Tinggi",0.809442,0.118428,0.092845,0.075449,0.046631,0.34022,0.157871,0.062547,0.002085,1
"761",152,"Point",9,"Sangat Tinggi",0.810433,0.110651,0.085402,0.068618,0.03954,0.3048,0.124995,0.048597,0.001533,1
"762",205,"Point",9,"Sangat Tinggi",0.810619,0.112359,0.086969,0.069584,0.042295,0.337154,0.130472,0.049885,0.001454,1
"763",930,"Point",9,"Sangat Tinggi",0.811516,0.108734,0.084157,0.065966,0.042803,0.270298,0.10983,0.046558,0.001471,1
"764",42,"Point",9,"Sangat Tinggi",0.812664,0.110366,0.08587,0.069037,0.042218,0.308778,0.139857,0.058158,0.001227,1
"765",65,"Point",9,"Sangat Tinggi",0.812903,0.109313,0.083509,0.062638,0.036728,0.254988,0.104964,0.040604,0.001723,1
"766",958,"Point",9,"Sangat Tinggi",0.813178,0.106014,0.081934,0.064514,0.039307,0.288874,0.113622,0.0434,0.001682,1
"767",450,"Point",9,"Sangat Tinggi",0.813625,0.116154,0.090694,0.073717,0.045728,0.369103,0.146015,0.056054,0.001941,1
"768",348,"Point",9,"Sangat Tinggi",0.81384,0.117886,0.092224,0.072747,0.045494,0.346725,0.145336,0.056524,0.002306,1
"769",909,"Point",9,"Sangat Tinggi",0.815014,0.108072,0.083,0.065207,0.039217,0.315283,0.119308,0.043887,0.001764,1
"770",66,"Point",9,"Sangat Tinggi",0.815338,0.110765,0.084424,0.065053,0.038905,0.252583,0.110765,0.044417,0.001649,1
"771",309,"Point",9,"Sangat Tinggi",0.817931,0.117222,0.091016,0.070222,0.043095,0.328199,0.136813,0.052852,0.002398,1
"772",353,"Point",9,"Sangat Tinggi",0.817986,0.116497,0.091006,0.072933,0.045866,0.34615,0.159694,0.063241,0.002068,1
"773",14,"Point",9,"Sangat Tinggi",0.818757,0.109776,0.084556,0.066654,0.039327,0.301468,0.126174,0.049594,0.001532,1
"774",233,"Point",9,"Sangat Tinggi",0.818836,0.1115,0.086185,0.068095,0.040123,0.323945,0.130334,0.04944,0.001724,1
"775",183,"Point",9,"Sangat Tinggi",0.819523,0.1116,0.086891,0.06917,0.041461,0.323472,0.132296,0.052171,0.001891,1
"776",148,"Point",9,"Sangat Tinggi",0.820068,0.111064,0.085267,0.067108,0.038739,0.290806,0.12132,0.046067,0.001334,1
"777",912,"Point",9,"Sangat Tinggi",0.820158,0.106579,0.082548,0.064918,0.038538,0.30847,0.112069,0.041095,0.001743,1
"778",155,"Point",9,"Sangat Tinggi",0.82045,0.111448,0.086039,0.06728,0.040924,0.307562,0.13553,0.0531,0.00123,1
"779",250,"Point",9,"Sangat Tinggi",0.820716,0.112856,0.087785,0.073313,0.043041,0.325265,0.146464,0.058332,0.002119,1
"780",72,"Point",9,"Sangat Tinggi",0.820782,0.110884,0.086086,0.069543,0.041945,0.325914,0.134537,0.05306,0.001695,1
"781",469,"Point",9,"Sangat Tinggi",0.820885,0.120138,0.094967,0.076954,0.055073,0.303992,0.155883,0.075237,0.002535,1
"782",212,"Point",9,"Sangat Tinggi",0.821957,0.112072,0.086702,0.070821,0.042696,0.335941,0.145264,0.057428,0.001511,1
"783",416,"Point",9,"Sangat Tinggi",0.822768,0.116352,0.0907,0.071466,0.044695,0.342705,0.13055,0.049277,0.002027,1
"784",359,"Point",9,"Sangat Tinggi",0.82369,0.11605,0.090356,0.071497,0.044178,0.345809,0.152986,0.060274,0.002015,1
"785",53,"Point",9,"Sangat Tinggi",0.823819,0.109564,0.083775,0.063876,0.038542,0.26389,0.106404,0.041071,0.001412,1
"786",168,"Point",9,"Sangat Tinggi",0.824674,0.114579,0.089568,0.072882,0.044218,0.341713,0.14122,0.054867,0.002012,1
"787",73,"Point",9,"Sangat Tinggi",0.825182,0.109193,0.084239,0.065771,0.038705,0.279813,0.121012,0.047607,0.001224,1
"788",7,"Point",9,"Sangat Tinggi",0.825375,0.110221,0.085444,0.068185,0.040263,0.32529,0.138435,0.055862,0.001703,1
"789",238,"Point",9,"Sangat Tinggi",0.825395,0.112472,0.086949,0.068933,0.041268,0.321944,0.131886,0.050119,0.001627,1
"790",273,"Point",9,"Sangat Tinggi",0.825852,0.117528,0.093113,0.078844,0.04865,0.333269,0.161592,0.067171,0.001703,1
"791",841,"Point",9,"Sangat Tinggi",0.826568,0.111795,0.087433,0.072214,0.050233,0.25909,0.129425,0.060863,0.001587,1
"792",862,"Point",9,"Sangat Tinggi",0.826744,0.110365,0.085276,0.067587,0.043951,0.287732,0.115199,0.046451,0.001846,1
"793",447,"Point",9,"Sangat Tinggi",0.828019,0.116672,0.09133,0.074716,0.047596,0.354046,0.159668,0.064075,0.001685,1
"794",466,"Point",9,"Sangat Tinggi",0.830055,0.116206,0.090649,0.069589,0.045175,0.318509,0.113633,0.041717,0.002515,1
"795",948,"Point",9,"Sangat Tinggi",0.830513,0.107195,0.083048,0.063974,0.04036,0.27734,0.11216,0.04492,0.001659,1
"796",226,"Point",9,"Sangat Tinggi",0.830537,0.112237,0.087318,0.072788,0.044363,0.356532,0.164681,0.065542,0.001253,1
"797",119,"Point",9,"Sangat Tinggi",0.831195,0.111219,0.086056,0.070195,0.041222,0.31574,0.126335,0.048805,0.00178,1
"798",356,"Point",9,"Sangat Tinggi",0.83237,0.116369,0.091287,0.075616,0.047067,0.369638,0.178164,0.073768,0.00215,1
"799",459,"Point",9,"Sangat Tinggi",0.834108,0.114979,0.090017,0.06877,0.045912,0.298505,0.138974,0.05616,0.002171,1
"800",21,"Point",9,"Sangat Tinggi",0.834395,0.114357,0.089588,0.072629,0.045152,0.354418,0.141523,0.056733,0.001507,1
"801",800,"Point",9,"Sangat Tinggi",0.834502,0.107327,0.082084,0.064773,0.038942,0.248425,0.102039,0.039748,0.001043,1
"802",106,"Point",9,"Sangat Tinggi",0.835803,0.111725,0.086594,0.069046,0.041354,0.320257,0.144165,0.058349,0.001555,1
"803",962,"Point",9,"Sangat Tinggi",0.837252,0.106463,0.082164,0.06795,0.039936,0.292771,0.11327,0.044083,0.001484,1
"804",382,"Point",9,"Sangat Tinggi",0.839382,0.120008,0.095102,0.076407,0.052221,0.318941,0.166333,0.070703,0.001782,1
"805",362,"Point",9,"Sangat Tinggi",0.839669,0.115474,0.089821,0.071209,0.044935,0.327732,0.132138,0.049973,0.001782,1
"806",10,"Point",9,"Sangat Tinggi",0.840147,0.112637,0.08735,0.071421,0.042272,0.331827,0.134808,0.051467,0.00147,1
"807",843,"Point",9,"Sangat Tinggi",0.841421,0.115192,0.09215,0.078613,0.054548,0.331922,0.168923,0.082845,0.001217,1
"808",110,"Point",9,"Sangat Tinggi",0.84205,0.112404,0.086934,0.070444,0.042205,0.340058,0.141141,0.055655,0.00178,1
"809",393,"Point",9,"Sangat Tinggi",0.842127,0.117281,0.092009,0.07482,0.050914,0.314843,0.160339,0.071253,0.001851,1
"810",163,"Point",9,"Sangat Tinggi",0.843772,0.111491,0.0862,0.067084,0.040971,0.295813,0.122974,0.049331,0.001617,1
"811",901,"Point",9,"Sangat Tinggi",0.844333,0.108031,0.08398,0.0656,0.041382,0.293752,0.107044,0.040628,0.001776,1
"812",118,"Point",9,"Sangat Tinggi",0.844747,0.109595,0.084457,0.06539,0.037728,0.282991,0.109335,0.041865,0.001621,1
"813",902,"Point",9,"Sangat Tinggi",0.845504,0.107977,0.084036,0.066642,0.043194,0.280901,0.097439,0.037792,0.001677,1
"814",446,"Point",9,"Sangat Tinggi",0.849721,0.117832,0.092669,0.075252,0.04844,0.342402,0.163745,0.067312,0.001789,1
"815",900,"Point",9,"Sangat Tinggi",0.850281,0.107645,0.083162,0.064048,0.039965,0.265806,0.089479,0.031794,0.001488,1
"816",913,"Point",9,"Sangat Tinggi",0.852585,0.107228,0.083106,0.068021,0.042541,0.283123,0.113191,0.04577,0.00162,1
"817",108,"Point",9,"Sangat Tinggi",0.852772,0.112478,0.087115,0.070457,0.04314,0.327426,0.144637,0.058111,0.001504,1
"818",263,"Point",9,"Sangat Tinggi",0.853001,0.118693,0.09372,0.076705,0.048582,0.338511,0.166152,0.067366,0.002566,1
"819",928,"Point",9,"Sangat Tinggi",0.854676,0.108702,0.083203,0.064013,0.039719,0.289299,0.113521,0.043712,0.001476,1
"820",961,"Point",9,"Sangat Tinggi",0.85479,0.106347,0.082278,0.067105,0.039275,0.306406,0.121131,0.046203,0.001478,1
"821",124,"Point",9,"Sangat Tinggi",0.855385,0.112732,0.087475,0.071941,0.044342,0.343467,0.159793,0.064791,0.001217,1
"822",78,"Point",9,"Sangat Tinggi",0.855838,0.114069,0.088699,0.072615,0.045479,0.324621,0.125575,0.050595,0.001657,1
"823",11,"Point",9,"Sangat Tinggi",0.856331,0.113552,0.088317,0.07245,0.042986,0.340588,0.140067,0.054191,0.00152,1
"824",9,"Point",9,"Sangat Tinggi",0.856495,0.111052,0.086308,0.071397,0.041551,0.306154,0.126935,0.050106,0.001478,1
"825",249,"Point",9,"Sangat Tinggi",0.856812,0.111035,0.085556,0.06635,0.039431,0.30179,0.119874,0.046084,0.002012,1
"826",164,"Point",9,"Sangat Tinggi",0.857763,0.112281,0.086595,0.067635,0.040927,0.312317,0.127968,0.049469,0.001991,1
"827",449,"Point",9,"Sangat Tinggi",0.858335,0.117214,0.093473,0.076473,0.049048,0.349158,0.164484,0.068973,0.001565,1
"828",80,"Point",9,"Sangat Tinggi",0.858357,0.114708,0.089104,0.070254,0.043847,0.332964,0.12462,0.048276,0.001699,1
"829",231,"Point",9,"Sangat Tinggi",0.858464,0.111224,0.085959,0.067145,0.039553,0.30729,0.119945,0.044468,0.001426,1
"830",180,"Point",9,"Sangat Tinggi",0.85898,0.111812,0.085908,0.066847,0.040044,0.30712,0.125034,0.047783,0.001513,1
"831",37,"Point",9,"Sangat Tinggi",0.859039,0.115346,0.090157,0.074258,0.046335,0.365427,0.1591,0.06495,0.001275,1
"832",506,"Point",9,"Sangat Tinggi",0.859354,0.116464,0.091446,0.073494,0.048433,0.320697,0.141217,0.058285,0.00224,1
"833",35,"Point",9,"Sangat Tinggi",0.859436,0.116703,0.091715,0.079771,0.049073,0.395627,0.156188,0.062498,0.002024,1
"834",845,"Point",9,"Sangat Tinggi",0.85957,0.114226,0.091442,0.079691,0.059825,0.303619,0.171567,0.087855,0.001657,1
"835",910,"Point",9,"Sangat Tinggi",0.860019,0.107483,0.082141,0.063182,0.038118,0.29224,0.106716,0.039877,0.001462,1
"836",140,"Point",9,"Sangat Tinggi",0.860591,0.113683,0.089497,0.075627,0.045594,0.396478,0.174644,0.069191,0.001598,1
"837",429,"Point",9,"Sangat Tinggi",0.860607,0.115458,0.089967,0.070739,0.044233,0.351012,0.155458,0.061849,0.001765,1
