"","FID","Shape","Class","kategori","frci","Band_1","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","Band_9","cluster"
"199",99,"Point",3,"Rendah",0.263586,0.114871,0.089932,0.074998,0.045992,0.384335,0.160758,0.063976,0.001718,1
"200",582,"Point",3,"Rendah",0.264372,0.114978,0.092265,0.082981,0.057595,0.380818,0.208694,0.096148,0.002154,1
"201",135,"Point",3,"Rendah",0.265123,0.111669,0.087071,0.075903,0.043222,0.383697,0.159204,0.0641,0.001667,1
"202",628,"Point",3,"Rendah",0.265126,0.112715,0.08809,0.07246,0.046848,0.326083,0.147538,0.066501,0.001905,1
"203",285,"Point",3,"Rendah",0.26707,0.11517,0.090198,0.074637,0.044825,0.347433,0.168174,0.06811,0.00174,1
"204",701,"Point",3,"Rendah",0.269248,0.114427,0.089891,0.076042,0.046414,0.379434,0.170544,0.068414,0.002157,1
"205",642,"Point",3,"Rendah",0.271814,0.114193,0.090191,0.076794,0.045821,0.408381,0.175163,0.069647,0.001856,1
"206",527,"Point",3,"Rendah",0.275066,0.115798,0.091444,0.076672,0.047595,0.354414,0.173788,0.071124,0.001616,1
"207",718,"Point",3,"Rendah",0.276007,0.115251,0.090946,0.076997,0.052095,0.310496,0.164122,0.072685,0.00219,1
"208",627,"Point",3,"Rendah",0.278574,0.116126,0.09281,0.078247,0.059118,0.298339,0.160846,0.080062,0.001332,1
"209",660,"Point",3,"Rendah",0.282449,0.111977,0.086983,0.070492,0.043363,0.313184,0.154893,0.065379,0.001587,1
"210",476,"Point",3,"Rendah",0.283946,0.117418,0.093668,0.079696,0.053745,0.322159,0.174266,0.078476,0.001644,1
"211",832,"Point",3,"Rendah",0.284725,0.110653,0.086689,0.071789,0.048226,0.299424,0.148834,0.068931,0.001621,1
"212",215,"Point",3,"Rendah",0.285019,0.113681,0.089792,0.076196,0.049269,0.354858,0.168871,0.073612,0.001409,1
"213",654,"Point",3,"Rendah",0.286356,0.114096,0.0906,0.076657,0.052657,0.299783,0.185843,0.085999,0.001963,1
"214",763,"Point",3,"Rendah",0.286732,0.118998,0.096761,0.083004,0.066677,0.309931,0.196653,0.103328,0.001693,1
"215",790,"Point",3,"Rendah",0.287073,0.110392,0.086131,0.072211,0.046419,0.294022,0.139589,0.061768,0.001301,1
"216",552,"Point",3,"Rendah",0.287649,0.114342,0.090983,0.078378,0.050678,0.336362,0.186103,0.082091,0.001603,1
"217",217,"Point",3,"Rendah",0.290474,0.113571,0.08933,0.076867,0.046057,0.352804,0.162515,0.066959,0.001835,1
"218",695,"Point",3,"Rendah",0.291537,0.114821,0.090613,0.080089,0.048266,0.357316,0.187369,0.075959,0.001932,1
"219",700,"Point",3,"Rendah",0.292663,0.113208,0.089178,0.079026,0.047491,0.359492,0.175854,0.076133,0.002241,1
"220",805,"Point",3,"Rendah",0.294199,0.10736,0.082777,0.064662,0.040097,0.276112,0.120146,0.048113,0.00156,1
"221",639,"Point",3,"Rendah",0.294523,0.115853,0.092283,0.078947,0.058656,0.315906,0.189686,0.09018,0.001902,1
"222",849,"Point",3,"Rendah",0.294989,0.110518,0.086543,0.071023,0.049302,0.268975,0.135757,0.063118,0.001231,1
"223",677,"Point",3,"Rendah",0.295429,0.113004,0.088151,0.07324,0.043883,0.34434,0.164284,0.06743,0.002072,1
"224",619,"Point",3,"Rendah",0.295519,0.114889,0.091953,0.07631,0.061076,0.274715,0.21971,0.116293,0.001705,1
"225",676,"Point",3,"Rendah",0.297796,0.112791,0.088273,0.071523,0.043492,0.346908,0.167051,0.070925,0.001779,1
"226",659,"Point",3,"Rendah",0.298987,0.111516,0.086418,0.067188,0.042016,0.301859,0.138861,0.057641,0.001999,1
"227",62,"Point",4,"Rendah",0.301209,0.112263,0.088225,0.074986,0.044394,0.387433,0.169764,0.068547,0.001497,1
"228",330,"Point",4,"Rendah",0.301414,0.116009,0.090412,0.07289,0.044746,0.321826,0.157977,0.063885,0.001876,1
"229",663,"Point",4,"Rendah",0.303457,0.112767,0.088316,0.074205,0.045033,0.374545,0.163247,0.06522,0.001632,1
"230",850,"Point",4,"Rendah",0.304951,0.11095,0.087663,0.071253,0.05095,0.266183,0.127483,0.061502,0.001654,1
"231",59,"Point",4,"Rendah",0.305574,0.110958,0.086303,0.072506,0.042378,0.372569,0.155609,0.060368,0.00185,1
"232",833,"Point",4,"Rendah",0.307226,0.111622,0.087072,0.074297,0.048159,0.32996,0.163178,0.072856,0.00179,1
"233",848,"Point",4,"Rendah",0.308222,0.113973,0.090936,0.075677,0.053845,0.289437,0.16004,0.080421,0.00157,1
"234",760,"Point",4,"Rendah",0.309216,0.11823,0.095419,0.080738,0.063107,0.318422,0.204083,0.111958,0.001794,1
"235",611,"Point",4,"Rendah",0.309982,0.115264,0.090596,0.075761,0.050887,0.351353,0.181837,0.080033,0.001911,1
"236",343,"Point",4,"Rendah",0.311599,0.118118,0.093414,0.076274,0.048304,0.338579,0.171179,0.072041,0.002466,1
"237",926,"Point",4,"Rendah",0.31317,0.106642,0.082148,0.063693,0.037319,0.303502,0.133463,0.053982,0.001517,1
"238",919,"Point",4,"Rendah",0.314031,0.11142,0.086903,0.073226,0.047571,0.324694,0.169996,0.075404,0.001614,1
"239",246,"Point",4,"Rendah",0.314548,0.113485,0.088936,0.076386,0.046037,0.409802,0.180571,0.071178,0.00198,1
"240",674,"Point",4,"Rendah",0.315216,0.114424,0.089593,0.076084,0.046702,0.331937,0.168045,0.069993,0.001962,1
"241",675,"Point",4,"Rendah",0.316388,0.113994,0.08859,0.073322,0.04443,0.336174,0.154062,0.060607,0.001886,1
"242",1040,"Point",4,"Rendah",0.316672,0.107635,0.083321,0.066572,0.041201,0.311283,0.119168,0.046211,0.001713,1
"243",569,"Point",4,"Rendah",0.318047,0.11526,0.090596,0.074852,0.052852,0.299398,0.149724,0.071587,0.0018,1
"244",667,"Point",4,"Rendah",0.319607,0.114467,0.090042,0.076816,0.046875,0.40198,0.170808,0.067558,0.001642,1
"245",301,"Point",4,"Rendah",0.324147,0.119009,0.093473,0.077662,0.047679,0.35522,0.166801,0.068506,0.002674,1
"246",608,"Point",4,"Rendah",0.324712,0.116271,0.093082,0.079687,0.056316,0.329105,0.213474,0.102821,0.002063,1
"247",825,"Point",4,"Rendah",0.325956,0.109425,0.085374,0.071471,0.047132,0.277913,0.123502,0.054993,0.001968,1
"248",989,"Point",4,"Rendah",0.326031,0.106619,0.082031,0.065104,0.039248,0.288333,0.121598,0.048049,0.00156,1
"249",657,"Point",4,"Rendah",0.326272,0.113859,0.090182,0.075023,0.051802,0.304292,0.182354,0.083717,0.001645,1
"250",638,"Point",4,"Rendah",0.331177,0.115373,0.091547,0.076274,0.053688,0.312281,0.193827,0.093498,0.001501,1
"251",1031,"Point",4,"Rendah",0.334015,0.106829,0.082243,0.068311,0.041754,0.30292,0.135086,0.055616,0.001204,1
"252",606,"Point",4,"Rendah",0.334504,0.115764,0.091159,0.077199,0.050987,0.350159,0.192878,0.088535,0.001852,1
"253",991,"Point",4,"Rendah",0.334844,0.107678,0.082963,0.067222,0.041737,0.28469,0.130949,0.054918,0.001519,1
"254",1033,"Point",4,"Rendah",0.336237,0.108193,0.084348,0.070828,0.045155,0.312694,0.141817,0.059781,0.001928,1
"255",294,"Point",4,"Rendah",0.336259,0.116156,0.09107,0.077367,0.046255,0.360155,0.178789,0.074786,0.002116,1
"256",549,"Point",4,"Rendah",0.337307,0.114758,0.090647,0.079337,0.053554,0.37911,0.194177,0.088294,0.001849,1
"257",566,"Point",4,"Rendah",0.337727,0.114678,0.091285,0.075062,0.055723,0.325107,0.161112,0.076508,0.001628,1
"258",641,"Point",4,"Rendah",0.338944,0.113869,0.088892,0.074204,0.047902,0.363178,0.167323,0.069233,0.001848,1
"259",923,"Point",4,"Rendah",0.340299,0.110808,0.086733,0.074049,0.045889,0.351461,0.163194,0.069173,0.001576,1
"260",697,"Point",4,"Rendah",0.341191,0.115115,0.090884,0.08153,0.04845,0.378676,0.182049,0.072119,0.002105,1
"261",225,"Point",4,"Rendah",0.341637,0.112692,0.088526,0.077422,0.047032,0.371899,0.182111,0.074589,0.001738,1
"262",1026,"Point",4,"Rendah",0.342652,0.106741,0.082407,0.066952,0.039763,0.314413,0.135408,0.055109,0.001621,1
"263",540,"Point",4,"Rendah",0.343955,0.11217,0.087966,0.074393,0.047074,0.33394,0.171158,0.074366,0.001393,1
"264",86,"Point",4,"Rendah",0.350235,0.113487,0.08778,0.066255,0.041917,0.272656,0.110392,0.04389,0.001973,1
"265",693,"Point",4,"Rendah",0.352931,0.113222,0.088713,0.073821,0.045323,0.35165,0.159576,0.066626,0.002237,1
"266",492,"Point",4,"Rendah",0.354522,0.115229,0.090561,0.075767,0.046149,0.343314,0.167247,0.069509,0.00173,1
"267",672,"Point",4,"Rendah",0.356029,0.114002,0.090314,0.079037,0.049875,0.329466,0.177885,0.07568,0.001862,1
"268",344,"Point",4,"Rendah",0.358056,0.118575,0.093609,0.075557,0.049831,0.323867,0.168675,0.072686,0.001896,1
"269",704,"Point",4,"Rendah",0.358558,0.11283,0.088039,0.072804,0.043371,0.360698,0.158967,0.063453,0.001912,1
"270",1009,"Point",4,"Rendah",0.361103,0.108977,0.085028,0.069595,0.047802,0.2668,0.130099,0.058057,0.001671,1
"271",288,"Point",4,"Rendah",0.36308,0.116121,0.090527,0.07376,0.04449,0.327035,0.158778,0.06473,0.001907,1
"272",896,"Point",4,"Rendah",0.364259,0.110501,0.085733,0.072142,0.043805,0.344882,0.162643,0.067734,0.001637,1
"273",665,"Point",4,"Rendah",0.366152,0.113867,0.089469,0.07638,0.046467,0.382234,0.170115,0.067807,0.001828,1
"274",291,"Point",4,"Rendah",0.369243,0.116271,0.091304,0.079196,0.046149,0.349914,0.168731,0.069704,0.001778,1
"275",711,"Point",4,"Rendah",0.37059,0.111398,0.086877,0.070655,0.044838,0.332394,0.154159,0.063235,0.002009,1
"276",607,"Point",4,"Rendah",0.37278,0.117152,0.094313,0.082693,0.060904,0.340914,0.208914,0.100739,0.001618,1
"277",698,"Point",4,"Rendah",0.374105,0.114761,0.09023,0.078526,0.047022,0.373354,0.17097,0.069746,0.002341,1
"278",942,"Point",4,"Rendah",0.374465,0.111189,0.086778,0.075223,0.046757,0.34267,0.168067,0.072941,0.001338,1
"279",335,"Point",4,"Rendah",0.375307,0.114944,0.090506,0.073636,0.047226,0.307692,0.155967,0.064551,0.001994,1
"280",694,"Point",4,"Rendah",0.375862,0.114233,0.089571,0.076557,0.04654,0.346555,0.172364,0.070549,0.002324,1
"281",791,"Point",4,"Rendah",0.375951,0.110026,0.085734,0.070974,0.045244,0.301374,0.143808,0.062658,0.001259,1
"282",568,"Point",4,"Rendah",0.377384,0.116464,0.092334,0.074827,0.057253,0.291953,0.147307,0.068974,0.001732,1
"283",32,"Point",4,"Rendah",0.378299,0.11204,0.086862,0.067531,0.042461,0.275781,0.117582,0.049117,0.001308,1
"284",719,"Point",4,"Rendah",0.385144,0.114462,0.089739,0.079087,0.04718,0.360997,0.168385,0.071208,0.001842,1
"285",720,"Point",4,"Rendah",0.385729,0.114304,0.089636,0.074187,0.046456,0.348472,0.170716,0.070123,0.001851,1
"286",4,"Point",4,"Rendah",0.391074,0.112893,0.088817,0.075035,0.045138,0.365404,0.15769,0.064479,0.001367,1
"287",612,"Point",4,"Rendah",0.391502,0.115876,0.092602,0.077304,0.055031,0.351719,0.186219,0.082701,0.001862,1
"288",661,"Point",4,"Rendah",0.392888,0.112543,0.087992,0.07308,0.043705,0.371092,0.165336,0.066532,0.001526,1
"289",1010,"Point",4,"Rendah",0.394429,0.1084,0.084102,0.069822,0.042959,0.290461,0.127342,0.054143,0.001821,1
"290",475,"Point",4,"Rendah",0.399322,0.116555,0.092266,0.075258,0.050135,0.325705,0.16323,0.074192,0.001571,1
"291",284,"Point",4,"Rendah",0.399584,0.11386,0.089883,0.074543,0.044393,0.34651,0.168248,0.069023,0.001654,1
"292",626,"Point",5,"Sedang",0.4,0.114297,0.089065,0.073938,0.045365,0.382659,0.155654,0.062691,0.002075,1
"293",817,"Point",5,"Sedang",0.400613,0.111899,0.088579,0.076115,0.052528,0.31767,0.151278,0.076086,0.001736,1
"294",172,"Point",5,"Sedang",0.402338,0.112967,0.088596,0.073125,0.044023,0.342339,0.149704,0.06028,0.001784,1
"295",1029,"Point",5,"Sedang",0.403124,0.107869,0.084125,0.069379,0.043253,0.324649,0.161656,0.068813,0.001373,1
"296",897,"Point",5,"Sedang",0.403291,0.111246,0.086379,0.07307,0.044402,0.35191,0.16044,0.063827,0.001714,1
"297",793,"Point",5,"Sedang",0.404537,0.108017,0.083414,0.066822,0.040553,0.317401,0.140029,0.057353,0.001704,1
"298",633,"Point",5,"Sedang",0.405038,0.113404,0.089502,0.074337,0.050838,0.34342,0.188683,0.087657,0.001765,1
"299",918,"Point",5,"Sedang",0.405599,0.109766,0.084644,0.071654,0.043133,0.354078,0.15987,0.065747,0.002039,1
"300",794,"Point",5,"Sedang",0.405831,0.108449,0.083841,0.067678,0.041084,0.319438,0.142873,0.057138,0.001262,1
"301",709,"Point",5,"Sedang",0.40645,0.113063,0.087926,0.071677,0.046187,0.324024,0.149297,0.062764,0.001686,1
"302",807,"Point",5,"Sedang",0.407075,0.106832,0.082059,0.06319,0.039947,0.253632,0.106245,0.04325,0.001159,1
"303",872,"Point",5,"Sedang",0.408017,0.113429,0.090288,0.078767,0.056283,0.297922,0.162946,0.079587,0.001788,1
"304",993,"Point",5,"Sedang",0.410319,0.106723,0.081448,0.063382,0.038435,0.257918,0.108837,0.042044,0.001358,1
"305",894,"Point",5,"Sedang",0.414079,0.109505,0.084929,0.069241,0.041678,0.341549,0.163454,0.067034,0.001498,1
"306",821,"Point",5,"Sedang",0.414414,0.109136,0.085413,0.071716,0.043298,0.326078,0.126693,0.048638,0.001575,1
"307",1020,"Point",5,"Sedang",0.414784,0.1096,0.085179,0.070703,0.045486,0.30482,0.130993,0.054106,0.002022,1
"308",662,"Point",5,"Sedang",0.416495,0.111787,0.086915,0.071269,0.042924,0.346489,0.156982,0.063086,0.001384,1
"309",943,"Point",5,"Sedang",0.417293,0.109366,0.084972,0.071248,0.043041,0.334073,0.157373,0.066105,0.001416,1
"310",640,"Point",5,"Sedang",0.420246,0.114793,0.090208,0.075281,0.051438,0.35548,0.176481,0.076337,0.001746,1
"311",1019,"Point",5,"Sedang",0.422068,0.109142,0.084241,0.067636,0.040899,0.319966,0.122364,0.046665,0.001377,1
"312",494,"Point",5,"Sedang",0.424156,0.11496,0.090068,0.072933,0.045213,0.327497,0.154297,0.062372,0.001831,1
"313",386,"Point",5,"Sedang",0.426678,0.11922,0.094573,0.077223,0.054796,0.306638,0.176459,0.080071,0.001553,1
"314",671,"Point",5,"Sedang",0.427568,0.115785,0.091889,0.07669,0.0505,0.331237,0.179875,0.076878,0.001931,1
"315",1034,"Point",5,"Sedang",0.429575,0.109089,0.085227,0.071152,0.04624,0.323338,0.158132,0.06784,0.001997,1
"316",922,"Point",5,"Sedang",0.430578,0.112722,0.088597,0.075445,0.053892,0.313744,0.173005,0.079827,0.001511,1
"317",216,"Point",5,"Sedang",0.431004,0.1136,0.089136,0.074562,0.047271,0.360277,0.154267,0.06265,0.001623,1
"318",705,"Point",5,"Sedang",0.436136,0.114351,0.090293,0.078964,0.048342,0.385407,0.181197,0.074322,0.001934,1
"319",635,"Point",5,"Sedang",0.438284,0.110802,0.085724,0.065679,0.040052,0.331617,0.161079,0.065359,0.001386,1
"320",983,"Point",5,"Sedang",0.440119,0.109028,0.085372,0.071062,0.044954,0.298754,0.121659,0.048834,0.001453,1
"321",920,"Point",5,"Sedang",0.440479,0.110881,0.086492,0.072781,0.045391,0.336497,0.16607,0.070368,0.002018,1
"322",1035,"Point",5,"Sedang",0.44063,0.110333,0.087368,0.074546,0.05248,0.310831,0.156062,0.073877,0.001366,1
"323",708,"Point",5,"Sedang",0.442364,0.111117,0.085368,0.065722,0.039733,0.290589,0.125819,0.049418,0.001995,1
"324",985,"Point",5,"Sedang",0.443723,0.110077,0.085759,0.070925,0.045034,0.295151,0.120438,0.049012,0.00146,1
"325",277,"Point",5,"Sedang",0.443999,0.11664,0.092916,0.077861,0.050971,0.317247,0.156205,0.06769,0.002023,1
"326",341,"Point",5,"Sedang",0.444489,0.117708,0.092417,0.076229,0.050435,0.335588,0.171074,0.07452,0.002184,1
"327",292,"Point",5,"Sedang",0.445759,0.116517,0.091506,0.079513,0.046708,0.352805,0.169422,0.069324,0.002078,1
"328",637,"Point",5,"Sedang",0.447606,0.112954,0.08782,0.070597,0.04636,0.334616,0.15689,0.065166,0.001597,1
"329",3,"Point",5,"Sedang",0.448228,0.115204,0.090208,0.076188,0.046704,0.371898,0.158204,0.064807,0.002217,1
"330",895,"Point",5,"Sedang",0.452045,0.109978,0.085411,0.070376,0.043071,0.324678,0.15536,0.064788,0.00133,1
"331",898,"Point",5,"Sedang",0.453637,0.110615,0.086177,0.071263,0.043704,0.33561,0.136127,0.052558,0.001417,1
"332",147,"Point",5,"Sedang",0.454119,0.113789,0.088533,0.073777,0.044358,0.341062,0.14622,0.059462,0.00137,1
"333",1027,"Point",5,"Sedang",0.460643,0.107503,0.083001,0.068035,0.041081,0.335697,0.150963,0.062695,0.001477,1
"334",171,"Point",5,"Sedang",0.460687,0.112733,0.088075,0.071644,0.042875,0.331134,0.139184,0.055344,0.001706,1
"335",387,"Point",5,"Sedang",0.461292,0.116059,0.09195,0.074341,0.04886,0.306129,0.159599,0.068594,0.001834,1
"336",668,"Point",5,"Sedang",0.461385,0.113669,0.089668,0.076876,0.046314,0.382078,0.168541,0.065953,0.001547,1
"337",266,"Point",5,"Sedang",0.461851,0.118739,0.093025,0.075739,0.047938,0.331364,0.156205,0.064389,0.002514,1
"338",819,"Point",5,"Sedang",0.461865,0.10947,0.085129,0.070765,0.04291,0.321132,0.131438,0.052221,0.001556,1
"339",132,"Point",5,"Sedang",0.463492,0.112657,0.087596,0.072653,0.043177,0.386188,0.166018,0.065408,0.001706,1
"340",325,"Point",5,"Sedang",0.465722,0.119058,0.093816,0.075368,0.050288,0.313254,0.166899,0.072697,0.002552,1
"341",824,"Point",5,"Sedang",0.465784,0.108461,0.08353,0.066701,0.042645,0.253161,0.113019,0.048011,0.001497,1
"342",780,"Point",5,"Sedang",0.468376,0.114427,0.089857,0.073378,0.04827,0.357039,0.162912,0.070177,0.001711,1
"343",400,"Point",5,"Sedang",0.468471,0.117972,0.094441,0.077189,0.053808,0.29683,0.176534,0.085162,0.002029,1
"344",804,"Point",5,"Sedang",0.47038,0.107493,0.082844,0.065296,0.040369,0.294813,0.120298,0.047452,0.001411,1
"345",789,"Point",5,"Sedang",0.470583,0.109413,0.084981,0.069643,0.046246,0.26984,0.117975,0.050694,0.001439,1
"346",977,"Point",5,"Sedang",0.471135,0.109185,0.08488,0.069867,0.044514,0.279856,0.115376,0.046715,0.001672,1
"347",1016,"Point",5,"Sedang",0.471627,0.108086,0.083452,0.067285,0.041278,0.307263,0.130502,0.052217,0.001462,1
"348",299,"Point",5,"Sedang",0.472467,0.118163,0.09359,0.078202,0.050505,0.304837,0.16176,0.070374,0.002262,1
"349",811,"Point",5,"Sedang",0.476941,0.108146,0.083196,0.065033,0.04089,0.283188,0.118566,0.046944,0.001938,1
"350",1025,"Point",5,"Sedang",0.480272,0.110538,0.086261,0.070844,0.047861,0.290228,0.140605,0.063251,0.001682,1
"351",45,"Point",5,"Sedang",0.48102,0.108406,0.082846,0.06545,0.037776,0.286842,0.117996,0.04697,0.001461,1
"352",329,"Point",5,"Sedang",0.481698,0.116867,0.091594,0.077626,0.047022,0.359718,0.183525,0.075454,0.001915,1
"353",1011,"Point",5,"Sedang",0.482756,0.10844,0.084293,0.068766,0.04603,0.251027,0.120193,0.053022,0.001392,1
"354",706,"Point",5,"Sedang",0.483023,0.112155,0.087301,0.072867,0.044145,0.360885,0.161556,0.064795,0.001511,1
"355",822,"Point",5,"Sedang",0.485152,0.108399,0.083985,0.068868,0.041037,0.310295,0.121525,0.045871,0.001624,1
"356",2,"Point",5,"Sedang",0.4871,0.116483,0.091393,0.079108,0.047075,0.395283,0.154006,0.061716,0.002213,1
"357",496,"Point",5,"Sedang",0.490366,0.115451,0.090298,0.072943,0.045482,0.348837,0.153415,0.060608,0.001551,1
"358",673,"Point",5,"Sedang",0.490595,0.115465,0.091337,0.08113,0.04963,0.348653,0.184795,0.077161,0.00193,1
"359",280,"Point",5,"Sedang",0.49136,0.115205,0.090124,0.073364,0.043767,0.338228,0.161284,0.065353,0.001936,1
"360",884,"Point",5,"Sedang",0.491818,0.110561,0.086474,0.070888,0.044677,0.319906,0.14486,0.059848,0.001733,1
"361",1017,"Point",5,"Sedang",0.494078,0.108388,0.083816,0.067307,0.041465,0.312178,0.128261,0.050876,0.001906,1
"362",634,"Point",5,"Sedang",0.494104,0.112242,0.088116,0.071171,0.043446,0.345293,0.147372,0.065743,0.001758,1
"363",289,"Point",5,"Sedang",0.494464,0.11554,0.08969,0.071344,0.043531,0.302144,0.151331,0.06126,0.001818,1
"364",61,"Point",5,"Sedang",0.495781,0.111014,0.087079,0.074741,0.043171,0.403233,0.168726,0.066812,0.001629,1
"365",345,"Point",5,"Sedang",0.496654,0.118037,0.092691,0.07524,0.047325,0.334507,0.157566,0.064897,0.002484,1
"366",57,"Point",5,"Sedang",0.498763,0.111969,0.087132,0.074645,0.044269,0.373963,0.157176,0.061772,0.001757,1
"367",346,"Point",6,"Sedang",0.500626,0.118577,0.093557,0.074335,0.047297,0.333968,0.152164,0.062894,0.002143,1
"368",973,"Point",6,"Sedang",0.500923,0.107684,0.083018,0.067207,0.041214,0.274802,0.118453,0.049765,0.001513,1
"369",298,"Point",6,"Sedang",0.500961,0.11945,0.09479,0.077735,0.053845,0.280265,0.168466,0.078477,0.002174,1
"370",1042,"Point",6,"Sedang",0.502061,0.105278,0.080799,0.062348,0.037237,0.279578,0.107334,0.041038,0.001715,1
"371",840,"Point",6,"Sedang",0.504346,0.115306,0.093066,0.085237,0.062097,0.334891,0.200298,0.099713,0.001142,1
"372",293,"Point",6,"Sedang",0.507047,0.115529,0.09066,0.074842,0.045418,0.343209,0.182372,0.074829,0.002023,1
"373",823,"Point",6,"Sedang",0.50754,0.109289,0.085238,0.070688,0.044662,0.30299,0.127921,0.053396,0.001656,1
"374",871,"Point",6,"Sedang",0.507799,0.109819,0.085438,0.07092,0.044247,0.312157,0.150297,0.063373,0.001843,1
"375",874,"Point",6,"Sedang",0.509923,0.109265,0.084848,0.070763,0.043959,0.317259,0.155622,0.065846,0.001257,1
"376",518,"Point",6,"Sedang",0.511428,0.116962,0.092281,0.075044,0.048868,0.335183,0.154986,0.067889,0.001979,1
"377",174,"Point",6,"Sedang",0.512866,0.113932,0.089278,0.074355,0.046175,0.353115,0.155037,0.062009,0.001751,1
"378",457,"Point",6,"Sedang",0.514263,0.116158,0.091717,0.075668,0.052023,0.322543,0.156866,0.068939,0.002127,1
"379",448,"Point",6,"Sedang",0.514902,0.119163,0.095278,0.08115,0.056161,0.350395,0.188392,0.091487,0.002086,1
"380",490,"Point",6,"Sedang",0.519385,0.114416,0.088873,0.071114,0.042419,0.368241,0.163077,0.064491,0.001747,1
"381",367,"Point",6,"Sedang",0.520513,0.114875,0.090247,0.073514,0.048101,0.317078,0.147879,0.064322,0.002236,1
"382",803,"Point",6,"Sedang",0.525282,0.108761,0.084194,0.069369,0.042189,0.323828,0.12675,0.048398,0.001835,1
"383",978,"Point",6,"Sedang",0.525417,0.108774,0.084187,0.069864,0.042721,0.298395,0.126759,0.051321,0.001617,1
"384",1041,"Point",6,"Sedang",0.526303,0.105377,0.081028,0.062407,0.038019,0.277655,0.112974,0.044805,0.001574,1
"385",892,"Point",6,"Sedang",0.526769,0.107758,0.083186,0.066295,0.041747,0.315789,0.149026,0.061084,0.001935,1
"386",477,"Point",6,"Sedang",0.53188,0.115193,0.090186,0.076009,0.050473,0.312927,0.150581,0.066006,0.001964,1
"387",75,"Point",6,"Sedang",0.532,0.113674,0.088707,0.075756,0.044505,0.366873,0.152648,0.059357,0.001845,1
"388",873,"Point",6,"Sedang",0.535033,0.113245,0.089888,0.078227,0.053382,0.327927,0.163523,0.076982,0.001451,1
"389",1023,"Point",6,"Sedang",0.535736,0.110451,0.086107,0.069798,0.047397,0.262036,0.116832,0.052457,0.001672,1
"390",869,"Point",6,"Sedang",0.538712,0.110604,0.085653,0.070593,0.043936,0.307416,0.126397,0.050286,0.001708,1
"391",953,"Point",6,"Sedang",0.539412,0.106504,0.08165,0.064988,0.039167,0.281053,0.118173,0.04711,0.001427,1
"392",893,"Point",6,"Sedang",0.541312,0.107532,0.082684,0.064765,0.04068,0.299585,0.133164,0.053873,0.001536,1
"393",358,"Point",6,"Sedang",0.544097,0.117063,0.092187,0.07643,0.050264,0.355087,0.173006,0.074632,0.001823,1
"394",134,"Point",6,"Sedang",0.544296,0.111321,0.086438,0.0693,0.040584,0.379884,0.152563,0.05979,0.001411,1
"395",516,"Point",6,"Sedang",0.544565,0.120746,0.096896,0.083214,0.067479,0.311571,0.163282,0.080101,0.002443,1
"396",655,"Point",6,"Sedang",0.545343,0.112058,0.088088,0.074477,0.048127,0.332509,0.168301,0.074247,0.001858,1
"397",917,"Point",6,"Sedang",0.546474,0.107989,0.083925,0.068723,0.041381,0.328523,0.154824,0.06264,0.001204,1
"398",380,"Point",6,"Sedang",0.547081,0.121368,0.096511,0.081864,0.058399,0.291657,0.142753,0.066248,0.001672,1
"399",618,"Point",6,"Sedang",0.54809,0.111506,0.087032,0.067269,0.044884,0.298201,0.148617,0.066666,0.001298,1
"400",936,"Point",6,"Sedang",0.549444,0.109254,0.084366,0.067277,0.041914,0.335014,0.124835,0.047159,0.001814,1
"401",495,"Point",6,"Sedang",0.550443,0.115323,0.08984,0.072486,0.043825,0.339207,0.150522,0.059526,0.001711,1
"402",58,"Point",6,"Sedang",0.552261,0.112379,0.087004,0.073293,0.04388,0.369278,0.154556,0.060809,0.001511,1
"403",938,"Point",6,"Sedang",0.5537,0.10865,0.083465,0.06733,0.039842,0.336049,0.140629,0.055445,0.001623,1
"404",1001,"Point",6,"Sedang",0.554099,0.107985,0.083399,0.06889,0.043228,0.276603,0.116441,0.049764,0.001688,1
"405",999,"Point",6,"Sedang",0.555377,0.107999,0.083585,0.069171,0.044994,0.265437,0.115098,0.048777,0.001336,1
"406",806,"Point",6,"Sedang",0.556878,0.106939,0.082165,0.064599,0.039952,0.285579,0.111198,0.04332,0.001156,1
"407",810,"Point",6,"Sedang",0.557512,0.107793,0.082842,0.065308,0.039665,0.298866,0.120188,0.046433,0.00143,1
"408",434,"Point",6,"Sedang",0.558067,0.115713,0.090865,0.074017,0.045794,0.361687,0.164205,0.067859,0.001741,1
"409",613,"Point",6,"Sedang",0.558254,0.11429,0.088898,0.072601,0.047732,0.362858,0.1649,0.070905,0.001734,1
"410",287,"Point",6,"Sedang",0.558368,0.116033,0.090624,0.07466,0.044695,0.338571,0.165025,0.066874,0.002296,1
"411",131,"Point",6,"Sedang",0.558723,0.111761,0.086594,0.070377,0.041147,0.368707,0.15928,0.062394,0.001424,1
"412",214,"Point",6,"Sedang",0.560002,0.113172,0.087689,0.073556,0.044705,0.353304,0.149458,0.05988,0.001338,1
"413",867,"Point",6,"Sedang",0.560473,0.112784,0.088428,0.07368,0.050618,0.291949,0.119598,0.052575,0.001657,1
"414",218,"Point",6,"Sedang",0.560475,0.114102,0.089001,0.071569,0.044126,0.341561,0.140333,0.054726,0.001589,1
"415",321,"Point",6,"Sedang",0.561148,0.116096,0.091252,0.072702,0.047022,0.317882,0.165048,0.071662,0.002385,1
