"","FID","Shape","Class","kategori","frci","Band_1","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","Band_9","cluster","kelas"
"191",1009,"Point",4,"Rendah",0.361103,0.108977,0.085028,0.069595,0.047802,0.2668,0.130099,0.058057,0.001671,1,4
"192",989,"Point",4,"Rendah",0.326031,0.106619,0.082031,0.065104,0.039248,0.288333,0.121598,0.048049,0.00156,1,4
"193",848,"Point",4,"Rendah",0.308222,0.113973,0.090936,0.075677,0.053845,0.289437,0.16004,0.080421,0.00157,1,4
"194",672,"Point",4,"Rendah",0.356029,0.114002,0.090314,0.079037,0.049875,0.329466,0.177885,0.07568,0.001862,1,4
"195",59,"Point",4,"Rendah",0.305574,0.110958,0.086303,0.072506,0.042378,0.372569,0.155609,0.060368,0.00185,1,4
"196",607,"Point",4,"Rendah",0.37278,0.117152,0.094313,0.082693,0.060904,0.340914,0.208914,0.100739,0.001618,1,4
"197",246,"Point",4,"Rendah",0.314548,0.113485,0.088936,0.076386,0.046037,0.409802,0.180571,0.071178,0.00198,1,4
"198",674,"Point",4,"Rendah",0.315216,0.114424,0.089593,0.076084,0.046702,0.331937,0.168045,0.069993,0.001962,1,4
"199",62,"Point",4,"Rendah",0.301209,0.112263,0.088225,0.074986,0.044394,0.387433,0.169764,0.068547,0.001497,1,4
"200",760,"Point",4,"Rendah",0.309216,0.11823,0.095419,0.080738,0.063107,0.318422,0.204083,0.111958,0.001794,1,4
"201",284,"Point",4,"Rendah",0.399584,0.11386,0.089883,0.074543,0.044393,0.34651,0.168248,0.069023,0.001654,1,4
"202",475,"Point",4,"Rendah",0.399322,0.116555,0.092266,0.075258,0.050135,0.325705,0.16323,0.074192,0.001571,1,4
"203",343,"Point",4,"Rendah",0.311599,0.118118,0.093414,0.076274,0.048304,0.338579,0.171179,0.072041,0.002466,1,4
"204",32,"Point",4,"Rendah",0.378299,0.11204,0.086862,0.067531,0.042461,0.275781,0.117582,0.049117,0.001308,1,4
"205",568,"Point",4,"Rendah",0.377384,0.116464,0.092334,0.074827,0.057253,0.291953,0.147307,0.068974,0.001732,1,4
"206",540,"Point",4,"Rendah",0.343955,0.11217,0.087966,0.074393,0.047074,0.33394,0.171158,0.074366,0.001393,1,4
"207",791,"Point",4,"Rendah",0.375951,0.110026,0.085734,0.070974,0.045244,0.301374,0.143808,0.062658,0.001259,1,4
"208",896,"Point",4,"Rendah",0.364259,0.110501,0.085733,0.072142,0.043805,0.344882,0.162643,0.067734,0.001637,1,4
"209",344,"Point",4,"Rendah",0.358056,0.118575,0.093609,0.075557,0.049831,0.323867,0.168675,0.072686,0.001896,1,4
"210",704,"Point",4,"Rendah",0.358558,0.11283,0.088039,0.072804,0.043371,0.360698,0.158967,0.063453,0.001912,1,4
"211",611,"Point",4,"Rendah",0.309982,0.115264,0.090596,0.075761,0.050887,0.351353,0.181837,0.080033,0.001911,1,4
"212",569,"Point",4,"Rendah",0.318047,0.11526,0.090596,0.074852,0.052852,0.299398,0.149724,0.071587,0.0018,1,4
"213",698,"Point",4,"Rendah",0.374105,0.114761,0.09023,0.078526,0.047022,0.373354,0.17097,0.069746,0.002341,1,4
"214",225,"Point",4,"Rendah",0.341637,0.112692,0.088526,0.077422,0.047032,0.371899,0.182111,0.074589,0.001738,1,4
"215",667,"Point",4,"Rendah",0.319607,0.114467,0.090042,0.076816,0.046875,0.40198,0.170808,0.067558,0.001642,1,4
"216",612,"Point",4,"Rendah",0.391502,0.115876,0.092602,0.077304,0.055031,0.351719,0.186219,0.082701,0.001862,1,4
"217",1010,"Point",4,"Rendah",0.394429,0.1084,0.084102,0.069822,0.042959,0.290461,0.127342,0.054143,0.001821,1,4
"218",492,"Point",4,"Rendah",0.354522,0.115229,0.090561,0.075767,0.046149,0.343314,0.167247,0.069509,0.00173,1,4
"219",665,"Point",4,"Rendah",0.366152,0.113867,0.089469,0.07638,0.046467,0.382234,0.170115,0.067807,0.001828,1,4
"220",608,"Point",4,"Rendah",0.324712,0.116271,0.093082,0.079687,0.056316,0.329105,0.213474,0.102821,0.002063,1,4
"221",301,"Point",4,"Rendah",0.324147,0.119009,0.093473,0.077662,0.047679,0.35522,0.166801,0.068506,0.002674,1,4
"222",926,"Point",4,"Rendah",0.31317,0.106642,0.082148,0.063693,0.037319,0.303502,0.133463,0.053982,0.001517,1,4
"223",86,"Point",4,"Rendah",0.350235,0.113487,0.08778,0.066255,0.041917,0.272656,0.110392,0.04389,0.001973,1,4
"224",942,"Point",4,"Rendah",0.374465,0.111189,0.086778,0.075223,0.046757,0.34267,0.168067,0.072941,0.001338,1,4
"225",1031,"Point",4,"Rendah",0.334015,0.106829,0.082243,0.068311,0.041754,0.30292,0.135086,0.055616,0.001204,1,4
"226",919,"Point",4,"Rendah",0.314031,0.11142,0.086903,0.073226,0.047571,0.324694,0.169996,0.075404,0.001614,1,4
"227",720,"Point",4,"Rendah",0.385729,0.114304,0.089636,0.074187,0.046456,0.348472,0.170716,0.070123,0.001851,1,4
"228",657,"Point",4,"Rendah",0.326272,0.113859,0.090182,0.075023,0.051802,0.304292,0.182354,0.083717,0.001645,1,4
"229",824,"Point",5,"Sedang",0.465784,0.108461,0.08353,0.066701,0.042645,0.253161,0.113019,0.048011,0.001497,1,5
"230",918,"Point",5,"Sedang",0.405599,0.109766,0.084644,0.071654,0.043133,0.354078,0.15987,0.065747,0.002039,1,5
"231",1017,"Point",5,"Sedang",0.494078,0.108388,0.083816,0.067307,0.041465,0.312178,0.128261,0.050876,0.001906,1,5
"232",132,"Point",5,"Sedang",0.463492,0.112657,0.087596,0.072653,0.043177,0.386188,0.166018,0.065408,0.001706,1,5
"233",341,"Point",5,"Sedang",0.444489,0.117708,0.092417,0.076229,0.050435,0.335588,0.171074,0.07452,0.002184,1,5
"234",894,"Point",5,"Sedang",0.414079,0.109505,0.084929,0.069241,0.041678,0.341549,0.163454,0.067034,0.001498,1,5
"235",3,"Point",5,"Sedang",0.448228,0.115204,0.090208,0.076188,0.046704,0.371898,0.158204,0.064807,0.002217,1,5
"236",793,"Point",5,"Sedang",0.404537,0.108017,0.083414,0.066822,0.040553,0.317401,0.140029,0.057353,0.001704,1,5
"237",822,"Point",5,"Sedang",0.485152,0.108399,0.083985,0.068868,0.041037,0.310295,0.121525,0.045871,0.001624,1,5
"238",640,"Point",5,"Sedang",0.420246,0.114793,0.090208,0.075281,0.051438,0.35548,0.176481,0.076337,0.001746,1,5
"239",635,"Point",5,"Sedang",0.438284,0.110802,0.085724,0.065679,0.040052,0.331617,0.161079,0.065359,0.001386,1,5
"240",1025,"Point",5,"Sedang",0.480272,0.110538,0.086261,0.070844,0.047861,0.290228,0.140605,0.063251,0.001682,1,5
"241",983,"Point",5,"Sedang",0.440119,0.109028,0.085372,0.071062,0.044954,0.298754,0.121659,0.048834,0.001453,1,5
"242",634,"Point",5,"Sedang",0.494104,0.112242,0.088116,0.071171,0.043446,0.345293,0.147372,0.065743,0.001758,1,5
"243",216,"Point",5,"Sedang",0.431004,0.1136,0.089136,0.074562,0.047271,0.360277,0.154267,0.06265,0.001623,1,5
"244",292,"Point",5,"Sedang",0.445759,0.116517,0.091506,0.079513,0.046708,0.352805,0.169422,0.069324,0.002078,1,5
"245",45,"Point",5,"Sedang",0.48102,0.108406,0.082846,0.06545,0.037776,0.286842,0.117996,0.04697,0.001461,1,5
"246",943,"Point",5,"Sedang",0.417293,0.109366,0.084972,0.071248,0.043041,0.334073,0.157373,0.066105,0.001416,1,5
"247",1019,"Point",5,"Sedang",0.422068,0.109142,0.084241,0.067636,0.040899,0.319966,0.122364,0.046665,0.001377,1,5
"248",872,"Point",5,"Sedang",0.408017,0.113429,0.090288,0.078767,0.056283,0.297922,0.162946,0.079587,0.001788,1,5
"249",920,"Point",5,"Sedang",0.440479,0.110881,0.086492,0.072781,0.045391,0.336497,0.16607,0.070368,0.002018,1,5
"250",807,"Point",5,"Sedang",0.407075,0.106832,0.082059,0.06319,0.039947,0.253632,0.106245,0.04325,0.001159,1,5
"251",57,"Point",5,"Sedang",0.498763,0.111969,0.087132,0.074645,0.044269,0.373963,0.157176,0.061772,0.001757,1,5
"252",817,"Point",5,"Sedang",0.400613,0.111899,0.088579,0.076115,0.052528,0.31767,0.151278,0.076086,0.001736,1,5
"253",1016,"Point",5,"Sedang",0.471627,0.108086,0.083452,0.067285,0.041278,0.307263,0.130502,0.052217,0.001462,1,5
"254",705,"Point",5,"Sedang",0.436136,0.114351,0.090293,0.078964,0.048342,0.385407,0.181197,0.074322,0.001934,1,5
"255",329,"Point",5,"Sedang",0.481698,0.116867,0.091594,0.077626,0.047022,0.359718,0.183525,0.075454,0.001915,1,5
"256",780,"Point",5,"Sedang",0.468376,0.114427,0.089857,0.073378,0.04827,0.357039,0.162912,0.070177,0.001711,1,5
"257",400,"Point",5,"Sedang",0.468471,0.117972,0.094441,0.077189,0.053808,0.29683,0.176534,0.085162,0.002029,1,5
"258",706,"Point",5,"Sedang",0.483023,0.112155,0.087301,0.072867,0.044145,0.360885,0.161556,0.064795,0.001511,1,5
"259",897,"Point",5,"Sedang",0.403291,0.111246,0.086379,0.07307,0.044402,0.35191,0.16044,0.063827,0.001714,1,5
"260",61,"Point",5,"Sedang",0.495781,0.111014,0.087079,0.074741,0.043171,0.403233,0.168726,0.066812,0.001629,1,5
"261",804,"Point",5,"Sedang",0.47038,0.107493,0.082844,0.065296,0.040369,0.294813,0.120298,0.047452,0.001411,1,5
"262",637,"Point",5,"Sedang",0.447606,0.112954,0.08782,0.070597,0.04636,0.334616,0.15689,0.065166,0.001597,1,5
"263",325,"Point",5,"Sedang",0.465722,0.119058,0.093816,0.075368,0.050288,0.313254,0.166899,0.072697,0.002552,1,5
"264",985,"Point",5,"Sedang",0.443723,0.110077,0.085759,0.070925,0.045034,0.295151,0.120438,0.049012,0.00146,1,5
"265",289,"Point",5,"Sedang",0.494464,0.11554,0.08969,0.071344,0.043531,0.302144,0.151331,0.06126,0.001818,1,5
"266",922,"Point",5,"Sedang",0.430578,0.112722,0.088597,0.075445,0.053892,0.313744,0.173005,0.079827,0.001511,1,5
"267",977,"Point",5,"Sedang",0.471135,0.109185,0.08488,0.069867,0.044514,0.279856,0.115376,0.046715,0.001672,1,5
"268",1027,"Point",5,"Sedang",0.460643,0.107503,0.083001,0.068035,0.041081,0.335697,0.150963,0.062695,0.001477,1,5
"269",789,"Point",5,"Sedang",0.470583,0.109413,0.084981,0.069643,0.046246,0.26984,0.117975,0.050694,0.001439,1,5
"270",147,"Point",5,"Sedang",0.454119,0.113789,0.088533,0.073777,0.044358,0.341062,0.14622,0.059462,0.00137,1,5
"271",895,"Point",5,"Sedang",0.452045,0.109978,0.085411,0.070376,0.043071,0.324678,0.15536,0.064788,0.00133,1,5
"272",633,"Point",5,"Sedang",0.405038,0.113404,0.089502,0.074337,0.050838,0.34342,0.188683,0.087657,0.001765,1,5
"273",2,"Point",5,"Sedang",0.4871,0.116483,0.091393,0.079108,0.047075,0.395283,0.154006,0.061716,0.002213,1,5
"274",171,"Point",5,"Sedang",0.460687,0.112733,0.088075,0.071644,0.042875,0.331134,0.139184,0.055344,0.001706,1,5
"275",794,"Point",5,"Sedang",0.405831,0.108449,0.083841,0.067678,0.041084,0.319438,0.142873,0.057138,0.001262,1,5
"276",299,"Point",5,"Sedang",0.472467,0.118163,0.09359,0.078202,0.050505,0.304837,0.16176,0.070374,0.002262,1,5
"277",819,"Point",5,"Sedang",0.461865,0.10947,0.085129,0.070765,0.04291,0.321132,0.131438,0.052221,0.001556,1,5
"278",1029,"Point",5,"Sedang",0.403124,0.107869,0.084125,0.069379,0.043253,0.324649,0.161656,0.068813,0.001373,1,5
"279",821,"Point",5,"Sedang",0.414414,0.109136,0.085413,0.071716,0.043298,0.326078,0.126693,0.048638,0.001575,1,5
"280",496,"Point",5,"Sedang",0.490366,0.115451,0.090298,0.072943,0.045482,0.348837,0.153415,0.060608,0.001551,1,5
"281",494,"Point",5,"Sedang",0.424156,0.11496,0.090068,0.072933,0.045213,0.327497,0.154297,0.062372,0.001831,1,5
"282",345,"Point",5,"Sedang",0.496654,0.118037,0.092691,0.07524,0.047325,0.334507,0.157566,0.064897,0.002484,1,5
"283",671,"Point",5,"Sedang",0.427568,0.115785,0.091889,0.07669,0.0505,0.331237,0.179875,0.076878,0.001931,1,5
"284",884,"Point",5,"Sedang",0.491818,0.110561,0.086474,0.070888,0.044677,0.319906,0.14486,0.059848,0.001733,1,5
"285",172,"Point",5,"Sedang",0.402338,0.112967,0.088596,0.073125,0.044023,0.342339,0.149704,0.06028,0.001784,1,5
"286",1041,"Point",6,"Sedang",0.526303,0.105377,0.081028,0.062407,0.038019,0.277655,0.112974,0.044805,0.001574,1,6
"287",1015,"Point",6,"Sedang",0.576232,0.108198,0.082881,0.067662,0.040419,0.325615,0.1373,0.05544,0.001509,1,6
"288",867,"Point",6,"Sedang",0.560473,0.112784,0.088428,0.07368,0.050618,0.291949,0.119598,0.052575,0.001657,1,6
"289",448,"Point",6,"Sedang",0.514902,0.119163,0.095278,0.08115,0.056161,0.350395,0.188392,0.091487,0.002086,1,6
"290",346,"Point",6,"Sedang",0.500626,0.118577,0.093557,0.074335,0.047297,0.333968,0.152164,0.062894,0.002143,1,6
"291",917,"Point",6,"Sedang",0.546474,0.107989,0.083925,0.068723,0.041381,0.328523,0.154824,0.06264,0.001204,1,6
"292",131,"Point",6,"Sedang",0.558723,0.111761,0.086594,0.070377,0.041147,0.368707,0.15928,0.062394,0.001424,1,6
"293",1008,"Point",6,"Sedang",0.576678,0.109019,0.084829,0.069259,0.048826,0.265874,0.126956,0.057372,0.001669,1,6
"294",247,"Point",6,"Sedang",0.587633,0.113264,0.087899,0.073377,0.044802,0.391198,0.173469,0.069085,0.001827,1,6
"295",869,"Point",6,"Sedang",0.538712,0.110604,0.085653,0.070593,0.043936,0.307416,0.126397,0.050286,0.001708,1,6
"296",893,"Point",6,"Sedang",0.541312,0.107532,0.082684,0.064765,0.04068,0.299585,0.133164,0.053873,0.001536,1,6
"297",1023,"Point",6,"Sedang",0.535736,0.110451,0.086107,0.069798,0.047397,0.262036,0.116832,0.052457,0.001672,1,6
"298",978,"Point",6,"Sedang",0.525417,0.108774,0.084187,0.069864,0.042721,0.298395,0.126759,0.051321,0.001617,1,6
"299",390,"Point",6,"Sedang",0.572063,0.115317,0.090961,0.072277,0.047888,0.288823,0.165589,0.076399,0.001361,1,6
"300",516,"Point",6,"Sedang",0.544565,0.120746,0.096896,0.083214,0.067479,0.311571,0.163282,0.080101,0.002443,1,6
"301",875,"Point",6,"Sedang",0.597508,0.110169,0.086636,0.071421,0.046773,0.302245,0.133106,0.060591,0.001239,1,6
"302",892,"Point",6,"Sedang",0.526769,0.107758,0.083186,0.066295,0.041747,0.315789,0.149026,0.061084,0.001935,1,6
"303",787,"Point",6,"Sedang",0.561534,0.10794,0.083529,0.067404,0.041561,0.307722,0.129126,0.052311,0.001489,1,6
"304",321,"Point",6,"Sedang",0.561148,0.116096,0.091252,0.072702,0.047022,0.317882,0.165048,0.071662,0.002385,1,6
"305",134,"Point",6,"Sedang",0.544296,0.111321,0.086438,0.0693,0.040584,0.379884,0.152563,0.05979,0.001411,1,6
"306",818,"Point",6,"Sedang",0.594546,0.110234,0.085944,0.073252,0.046313,0.323222,0.143344,0.060554,0.001491,1,6
"307",840,"Point",6,"Sedang",0.504346,0.115306,0.093066,0.085237,0.062097,0.334891,0.200298,0.099713,0.001142,1,6
"308",290,"Point",6,"Sedang",0.586915,0.116029,0.090193,0.072272,0.04352,0.304856,0.155391,0.063156,0.001925,1,6
"309",871,"Point",6,"Sedang",0.507799,0.109819,0.085438,0.07092,0.044247,0.312157,0.150297,0.063373,0.001843,1,6
"310",477,"Point",6,"Sedang",0.53188,0.115193,0.090186,0.076009,0.050473,0.312927,0.150581,0.066006,0.001964,1,6
"311",613,"Point",6,"Sedang",0.558254,0.11429,0.088898,0.072601,0.047732,0.362858,0.1649,0.070905,0.001734,1,6
"312",874,"Point",6,"Sedang",0.509923,0.109265,0.084848,0.070763,0.043959,0.317259,0.155622,0.065846,0.001257,1,6
"313",624,"Point",6,"Sedang",0.576387,0.112953,0.088002,0.07191,0.047112,0.330278,0.145096,0.060243,0.001801,1,6
"314",40,"Point",6,"Sedang",0.580711,0.114463,0.089363,0.074472,0.045315,0.35858,0.164273,0.066059,0.001882,1,6
"315",806,"Point",6,"Sedang",0.556878,0.106939,0.082165,0.064599,0.039952,0.285579,0.111198,0.04332,0.001156,1,6
"316",992,"Point",6,"Sedang",0.595133,0.10671,0.081735,0.065406,0.039066,0.281419,0.112797,0.043756,0.001605,1,6
"317",973,"Point",6,"Sedang",0.500923,0.107684,0.083018,0.067207,0.041214,0.274802,0.118453,0.049765,0.001513,1,6
"318",625,"Point",6,"Sedang",0.566431,0.112343,0.087845,0.070965,0.044344,0.329408,0.132978,0.053956,0.001505,1,6
"319",94,"Point",6,"Sedang",0.571429,0.112781,0.088297,0.070814,0.045588,0.302715,0.127561,0.05188,0.001659,1,6
"320",990,"Point",6,"Sedang",0.57402,0.107765,0.082851,0.067291,0.04068,0.303581,0.138939,0.055639,0.001328,1,6
"321",76,"Point",6,"Sedang",0.573004,0.114487,0.08952,0.074554,0.044898,0.353589,0.147924,0.059288,0.001857,1,6
"322",219,"Point",6,"Sedang",0.583102,0.115134,0.090474,0.075587,0.045833,0.365208,0.156086,0.062045,0.001829,1,6
"323",517,"Point",6,"Sedang",0.583682,0.125718,0.100148,0.080235,0.064215,0.299351,0.171851,0.082323,0.002366,1,6
"324",214,"Point",6,"Sedang",0.560002,0.113172,0.087689,0.073556,0.044705,0.353304,0.149458,0.05988,0.001338,1,6
"325",525,"Point",6,"Sedang",0.587963,0.117004,0.09256,0.07199,0.048496,0.347487,0.172081,0.070187,0.001967,1,6
"326",947,"Point",6,"Sedang",0.589065,0.108634,0.084077,0.067777,0.04195,0.294314,0.11655,0.045744,0.001596,1,6
"327",809,"Point",6,"Sedang",0.581403,0.10798,0.083222,0.064689,0.040367,0.274757,0.113569,0.045086,0.001369,1,6
"328",302,"Point",6,"Sedang",0.594012,0.118015,0.093206,0.075461,0.04734,0.33962,0.164572,0.067713,0.002543,1,6
"329",394,"Point",6,"Sedang",0.570168,0.117287,0.093584,0.073928,0.053793,0.257031,0.170598,0.086691,0.002035,1,6
"330",63,"Point",6,"Sedang",0.570559,0.110376,0.085493,0.068493,0.04014,0.325568,0.136187,0.054079,0.001717,1,6
"331",178,"Point",6,"Sedang",0.573658,0.111312,0.086141,0.068696,0.04094,0.322514,0.133488,0.051686,0.00136,1,6
"332",218,"Point",6,"Sedang",0.560475,0.114102,0.089001,0.071569,0.044126,0.341561,0.140333,0.054726,0.001589,1,6
"333",717,"Point",6,"Sedang",0.583027,0.114422,0.089959,0.076421,0.047304,0.366938,0.172474,0.07232,0.002328,1,6
"334",58,"Point",6,"Sedang",0.552261,0.112379,0.087004,0.073293,0.04388,0.369278,0.154556,0.060809,0.001511,1,6
"335",994,"Point",6,"Sedang",0.591687,0.106751,0.081724,0.064436,0.038118,0.255971,0.105103,0.041423,0.001322,1,6
"336",937,"Point",6,"Sedang",0.599817,0.108101,0.082949,0.065034,0.037836,0.314639,0.134741,0.053864,0.001849,1,6
"337",614,"Point",6,"Sedang",0.569309,0.114389,0.090229,0.074588,0.051569,0.336476,0.177677,0.081446,0.001877,1,6
"338",976,"Point",6,"Sedang",0.572025,0.109731,0.085357,0.071246,0.045227,0.313498,0.154042,0.066449,0.001298,1,6
"339",823,"Point",6,"Sedang",0.50754,0.109289,0.085238,0.070688,0.044662,0.30299,0.127921,0.053396,0.001656,1,6
"340",1039,"Point",6,"Sedang",0.566416,0.10808,0.083532,0.067243,0.041596,0.305826,0.120758,0.047921,0.001789,1,6
"341",1001,"Point",6,"Sedang",0.554099,0.107985,0.083399,0.06889,0.043228,0.276603,0.116441,0.049764,0.001688,1,6
"342",287,"Point",6,"Sedang",0.558368,0.116033,0.090624,0.07466,0.044695,0.338571,0.165025,0.066874,0.002296,1,6
"343",784,"Point",7,"Tinggi",0.688625,0.10718,0.082618,0.066067,0.04001,0.292203,0.119174,0.046021,0.00139,1,7
"344",950,"Point",7,"Tinggi",0.664484,0.107206,0.082676,0.063826,0.038791,0.296668,0.113217,0.043881,0.001542,1,7
"345",1037,"Point",7,"Tinggi",0.621118,0.109678,0.085612,0.070219,0.047119,0.308465,0.142566,0.062428,0.000948,1,7
"346",859,"Point",7,"Tinggi",0.639538,0.116284,0.094035,0.080305,0.064071,0.267556,0.153342,0.09619,0.001583,1,7
"347",785,"Point",7,"Tinggi",0.667863,0.106618,0.082083,0.065617,0.039351,0.315809,0.117449,0.044424,0.001215,1,7
"348",326,"Point",7,"Tinggi",0.622085,0.119034,0.093806,0.077441,0.052517,0.314172,0.168182,0.072856,0.00207,1,7
"349",877,"Point",7,"Tinggi",0.648526,0.109043,0.085294,0.06912,0.04474,0.281641,0.120052,0.049987,0.001339,1,7
"350",283,"Point",7,"Tinggi",0.654758,0.114573,0.089868,0.073699,0.043789,0.35078,0.163533,0.066478,0.001892,1,7
"351",797,"Point",7,"Tinggi",0.620438,0.106979,0.081781,0.061886,0.037947,0.243376,0.106188,0.043921,0.001226,1,7
"352",933,"Point",7,"Tinggi",0.698189,0.113543,0.089287,0.071485,0.048452,0.278747,0.115152,0.051709,0.001661,1,7
"353",296,"Point",7,"Tinggi",0.618718,0.116538,0.092208,0.075653,0.047997,0.324691,0.16765,0.072458,0.002385,1,7
"354",419,"Point",7,"Tinggi",0.658223,0.117319,0.092535,0.074905,0.046352,0.36982,0.154834,0.060869,0.002324,1,7
"355",451,"Point",7,"Tinggi",0.675239,0.116069,0.091,0.076008,0.045591,0.384949,0.167383,0.066826,0.001774,1,7
"356",274,"Point",7,"Tinggi",0.617962,0.116966,0.093007,0.079081,0.050175,0.327428,0.15375,0.065592,0.001533,1,7
"357",275,"Point",7,"Tinggi",0.602213,0.115147,0.090645,0.074328,0.046585,0.343991,0.165633,0.067395,0.001943,1,7
"358",798,"Point",7,"Tinggi",0.604971,0.106706,0.081456,0.061385,0.037725,0.237339,0.096485,0.038134,0.001288,1,7
"359",27,"Point",7,"Tinggi",0.693883,0.1144,0.089074,0.071552,0.044347,0.322239,0.127894,0.051452,0.001866,1,7
"360",1032,"Point",7,"Tinggi",0.605147,0.109094,0.085157,0.071333,0.046415,0.319144,0.164476,0.073897,0.001144,1,7
"361",949,"Point",7,"Tinggi",0.625035,0.10772,0.082407,0.064509,0.039272,0.293931,0.111384,0.042485,0.001427,1,7
"362",389,"Point",7,"Tinggi",0.646377,0.114182,0.089684,0.070401,0.044827,0.290836,0.151834,0.064018,0.001545,1,7
"363",967,"Point",7,"Tinggi",0.667297,0.10759,0.083433,0.06563,0.043288,0.251239,0.107649,0.046198,0.001742,1,7
"364",193,"Point",7,"Tinggi",0.686659,0.115236,0.09079,0.079132,0.04758,0.440516,0.183204,0.072852,0.001796,1,7
"365",211,"Point",7,"Tinggi",0.657499,0.111057,0.085778,0.06806,0.039769,0.30399,0.12827,0.050234,0.001639,1,7
"366",417,"Point",7,"Tinggi",0.653033,0.117253,0.092333,0.074486,0.047775,0.365502,0.145566,0.058154,0.002417,1,7
"367",240,"Point",7,"Tinggi",0.697514,0.114235,0.089704,0.076787,0.04831,0.392723,0.1647,0.066104,0.002051,1,7
"368",327,"Point",7,"Tinggi",0.607608,0.117168,0.092586,0.076235,0.047967,0.333135,0.168384,0.071355,0.002454,1,7
"369",988,"Point",7,"Tinggi",0.607767,0.106895,0.082437,0.065779,0.040522,0.280007,0.124782,0.050198,0.001323,1,7
"370",835,"Point",7,"Tinggi",0.622436,0.11247,0.088679,0.074825,0.051348,0.29454,0.146993,0.069766,0.001417,1,7
"371",915,"Point",7,"Tinggi",0.661611,0.107857,0.083973,0.067527,0.043513,0.293241,0.120604,0.049208,0.002014,1,7
"372",952,"Point",7,"Tinggi",0.644992,0.108143,0.083342,0.065288,0.039971,0.310245,0.118561,0.044597,0.001708,1,7
"373",195,"Point",7,"Tinggi",0.632208,0.117444,0.092138,0.077251,0.048355,0.380743,0.167462,0.066751,0.00195,1,7
"374",458,"Point",7,"Tinggi",0.636371,0.11737,0.092474,0.079076,0.055095,0.323352,0.165368,0.075568,0.002058,1,7
"375",670,"Point",7,"Tinggi",0.636677,0.115266,0.090993,0.081828,0.048537,0.367217,0.180909,0.072726,0.001759,1,7
"376",295,"Point",7,"Tinggi",0.664752,0.117637,0.093246,0.076688,0.049888,0.334527,0.171033,0.073786,0.002015,1,7
"377",887,"Point",7,"Tinggi",0.691516,0.109399,0.084717,0.067787,0.043099,0.319839,0.143365,0.059743,0.001397,1,7
"378",786,"Point",7,"Tinggi",0.664727,0.107517,0.083143,0.066796,0.040812,0.316847,0.11755,0.045126,0.001606,1,7
"379",276,"Point",7,"Tinggi",0.656036,0.115864,0.091012,0.074404,0.047271,0.319954,0.158591,0.065944,0.001931,1,7
"380",397,"Point",7,"Tinggi",0.64313,0.119195,0.094897,0.077305,0.052727,0.313665,0.17587,0.08267,0.002019,1,7
"381",167,"Point",7,"Tinggi",0.679526,0.116014,0.090332,0.075029,0.046301,0.3589,0.149993,0.058692,0.001974,1,7
"382",322,"Point",7,"Tinggi",0.686817,0.115511,0.090707,0.070519,0.044743,0.299206,0.130744,0.051503,0.00187,1,7
"383",899,"Point",7,"Tinggi",0.665103,0.109023,0.083843,0.069618,0.041565,0.32522,0.138549,0.054144,0.001918,1,7
"384",392,"Point",7,"Tinggi",0.687472,0.114079,0.089045,0.06962,0.043507,0.303494,0.140366,0.056297,0.001311,1,7
"385",95,"Point",7,"Tinggi",0.662711,0.111669,0.086636,0.069047,0.042165,0.318748,0.135954,0.052973,0.001814,1,7
"386",783,"Point",7,"Tinggi",0.67174,0.114917,0.090518,0.073278,0.051468,0.331217,0.157987,0.073462,0.001958,1,7
"387",963,"Point",7,"Tinggi",0.691542,0.106868,0.082235,0.065687,0.040259,0.272562,0.108147,0.041738,0.001321,1,7
"388",944,"Point",7,"Tinggi",0.655569,0.107342,0.082811,0.066169,0.039954,0.292902,0.128925,0.052025,0.001779,1,7
"389",716,"Point",7,"Tinggi",0.673077,0.112648,0.088083,0.073367,0.044165,0.370794,0.1604,0.063974,0.001707,1,7
"390",43,"Point",7,"Tinggi",0.684143,0.112714,0.087645,0.072131,0.043404,0.337771,0.144014,0.057065,0.001511,1,7
"391",468,"Point",7,"Tinggi",0.697918,0.120287,0.096627,0.081822,0.061401,0.278066,0.14979,0.083115,0.002188,1,7
"392",1014,"Point",7,"Tinggi",0.642468,0.108403,0.084091,0.070365,0.043528,0.334574,0.155311,0.064473,0.001614,1,7
"393",929,"Point",7,"Tinggi",0.649006,0.109131,0.08455,0.065939,0.042383,0.283484,0.119767,0.04844,0.001822,1,7
"394",759,"Point",7,"Tinggi",0.652897,0.112448,0.087951,0.071446,0.045143,0.361269,0.15935,0.067877,0.001809,1,7
"395",1046,"Point",7,"Tinggi",0.697878,0.106756,0.082385,0.065974,0.039678,0.285058,0.132714,0.054798,0.001586,1,7
"396",721,"Point",7,"Tinggi",0.65906,0.114957,0.091557,0.076274,0.052172,0.335107,0.185155,0.084587,0.00174,1,7
"397",707,"Point",7,"Tinggi",0.663909,0.110875,0.085604,0.067651,0.040371,0.325906,0.138572,0.054553,0.001708,1,7
"398",966,"Point",7,"Tinggi",0.660759,0.107294,0.083586,0.068478,0.043855,0.271999,0.107941,0.044153,0.001742,1,7
"399",876,"Point",7,"Tinggi",0.665702,0.108267,0.083916,0.068063,0.041409,0.317992,0.145498,0.059216,0.001216,1,7
