Energy,Entropy,Class
6341856.342976196,15.648213580737787,0.0
5108558.411102551,16.135358059858753,0.0
4598271.019358723,16.11465414994343,0.0
4912528.081022266,15.799911884085596,0.0
6236368.615646,15.366208770361826,0.0
5979307.1594262505,15.303211795016251,0.0
4234843.246905985,16.195083257234746,0.0
4890861.97433868,15.20027984294805,0.0
7740115.429074917,14.943918078661188,0.0
6358494.559916815,15.49590100763718,0.0
6119423.410254175,15.44733469972294,0.0
7230607.869573951,15.429122051401922,0.0
6843293.420864765,15.310888022759373,0.0
9297247.272301467,15.496128945126332,0.0
9184481.545668447,15.30027964589681,0.0
5861052.863500551,15.616182181415901,0.0
5750898.854001559,15.663569968430007,0.0
6431420.643265366,15.431305997117175,0.0
6401393.044835639,15.419723285843448,0.0
4663029.687006888,16.01104642862828,0.0
5297416.698072304,16.101985414602062,0.0
4794574.919246794,15.842050128116822,0.0
5759681.367250516,15.995877460464593,0.0
5072599.88190013,15.753969690364839,0.0
5096160.306943713,15.839760542201171,0.0
4566864.007279479,15.611706488764197,0.0
8599613.581132216,15.005145030299959,0.0
7700799.836043762,15.461953276660829,0.0
6565975.312094447,14.912744635570256,0.0
6596819.98689174,14.998500230308682,0.0
4829646.430724074,16.281715659312972,0.0
5041940.388815239,15.565945639807074,0.0
5230321.439050292,15.7641302818747,0.0
6178154.57762415,16.00335279077849,0.0
5704146.035949265,16.20994323728993,0.0
6880845.899738018,15.923027579891183,0.0
7057616.225516737,15.900552109636243,0.0
4473201.094894545,16.395390012500965,0.0
7759037.51610141,15.642663658282236,0.0
2903242.8723663175,15.10738284933045,0.0
3486499.852918441,15.882930263807406,0.0
4183163.6202686587,16.11648291850204,0.0
4759509.341132259,16.119473533974727,0.0
5256439.421537538,15.419161577927968,0.0
6455127.922494946,15.970264482655846,0.0
6829608.920391639,16.02710642327103,0.0
10591956.272904435,14.930391920732156,0.0
7110556.581636157,16.040823105299456,0.0
6455310.120666169,15.931378470524667,0.0
7410537.017192101,15.530115270804142,0.0
8496187.491764607,15.368175873859661,0.0
4748151.652312445,16.081916399352775,0.0
5081395.64385157,16.0628224723042,0.0
4793848.871167015,15.446778862464912,0.0
4789658.707737359,15.796357810864675,0.0
6504468.369584666,15.010927253702285,0.0
9555852.622882428,15.004933718407122,0.0
5770788.390232204,15.305735322645038,0.0
4815630.587801132,15.19606044287705,0.0
5127621.958620925,15.36677647217896,0.0
5212444.45918625,15.521347554931122,0.0
5625795.470749472,15.766990090042203,0.0
5684598.970307521,15.722479914146806,0.0
6655753.627593664,15.106815333647369,0.0
6534692.445399877,15.172747978323404,0.0
5271428.871013013,15.556315539962489,0.0
4133021.1626711236,15.85962644360177,0.0
4283223.936292969,15.90504903907029,0.0
4348485.62087269,15.958321672899176,0.0
6126760.864109245,15.587842463361968,0.0
6046210.180543025,15.56888901056293,0.0
7962132.613838455,15.525482639219105,0.0
7612768.5541849295,15.701408549237385,0.0
6717877.412445706,15.359903354477504,0.0
8571313.189054137,15.404297822113362,0.0
7741318.42700757,15.598453631101563,0.0
8948538.142352805,15.978964689422714,0.0
10580295.378158797,16.162545789170196,0.0
13865518.181928417,15.883784001657046,0.0
13760993.32545736,15.877230902366817,0.0
13132955.16750377,15.691566181746458,0.0
13175120.193574125,15.651522361940172,0.0
11454199.125618858,15.867423956466007,0.0
13188567.85572491,15.855350981924545,0.0
13532653.620578652,15.882672073772328,0.0
21607583.188832466,16.06435093279601,0.0
21479044.195219126,16.059477917496004,0.0
23704304.55821964,16.287339514851055,0.0
22782907.25669848,16.234207662225874,0.0
23630777.51535096,16.163051606841375,0.0
16991915.689452358,16.067227408861356,0.0
17035293.652606085,16.06128717614777,0.0
15179277.024488922,15.769000809199234,0.0
15402495.15591566,15.784685946000504,0.0
9665787.056790248,16.20696066860312,0.0
10172587.235921998,16.243759621343607,0.0
19827861.775195673,16.113199849573604,0.0
20218299.3795022,16.144190069119475,0.0
21517021.131447673,16.096166488054692,0.0
20043660.296609942,16.050919223985133,0.0
10411741.905877782,15.705091598508066,0.0
8549080.720618518,15.605957867224157,0.0
18612589.894223206,15.886792656305362,0.0
8792569.18001707,15.625158698805274,0.0
9177314.75255667,15.732181222244389,0.0
9244555.622145867,15.766260411129538,0.0
9503491.855037525,15.772442628986731,0.0
14317296.113504551,15.874006251347982,0.0
14258575.491428839,15.953581070215689,0.0
13657989.18688243,15.896715673816244,0.0
17269092.297027137,15.855393785248378,0.0
13916948.848237839,15.876327631419509,0.0
13521915.843465075,15.826284275382113,0.0
13828816.626656609,15.859674922826347,0.0
13912760.619651232,15.863636150953273,0.0
9129645.705563417,15.77970866867104,0.0
9326404.112006748,15.804421008801421,0.0
8981474.037731726,15.76858192737195,0.0
9110576.474901073,15.76910347434845,0.0
17374892.061952073,15.820485234723376,0.0
8983686.40261221,15.770374909832269,0.0
13019793.222181505,15.731361441725586,0.0
12716427.93391231,15.701996948941167,0.0
15401032.56075106,15.838391740851897,0.0
8817520.37102595,16.105016533623502,0.0
8991118.637720468,16.11995223659816,0.0
8715461.40900113,16.08711563549314,0.0
15440899.830600347,15.825107669510594,0.0
20145354.190848287,15.908591522053149,0.0
13994212.709861659,16.205538047447266,0.0
14044442.806805534,16.233669542742593,0.0
15355174.21762855,16.333158296238835,0.0
16638365.156647697,15.922073183889887,0.0
24320761.672921862,15.942934433634006,0.0
10111242.341950282,16.042655327861176,0.0
9606857.16950994,15.947717372387535,0.0
12666117.876297064,16.098882573416855,0.0
11107543.720429577,15.864785836903172,0.0
11372559.900189256,15.927604231214055,0.0
11736082.122149223,15.881874316301761,0.0
12749953.418643728,16.120409035927498,0.0
20203424.074677955,15.785133152354279,0.0
20802667.91462396,15.960864654670598,0.0
21023781.46423462,15.971122392291486,0.0
18367234.919445574,16.04908906647336,0.0
18059621.23376715,16.02546938266253,0.0
12542404.897340085,15.78193653578014,0.0
12805195.865717476,15.803036101501066,0.0
12587678.258369228,15.78480808465361,0.0
15599100.015528796,15.726619105681959,0.0
16312371.811809316,15.777061161636185,0.0
16093151.52123127,15.771925720248602,0.0
15041488.144340966,15.828298088505406,0.0
14425127.531279286,15.76279732676907,0.0
17262226.773894534,16.060983240056984,0.0
18057655.267269418,16.095069492458396,0.0
12312968.295956671,16.08502985650469,0.0
11881452.377916982,16.263333217546258,0.0
11381338.931197805,16.186276216908198,0.0
11350754.09967487,16.18072755294366,0.0
13318095.081981154,15.727277236158029,0.0
12918796.631567236,15.695970154835349,0.0
13086570.159586642,15.655608554986028,0.0
11428809.888519762,15.947090580308044,0.0
13169966.93598284,15.658425956248514,0.0
15963457.301072942,15.918415966118722,0.0
16879838.87559897,16.04637630638008,0.0
17113009.39627118,16.080730239400882,0.0
18086603.010376982,15.80486385375745,0.0
9126532.780168265,16.116136600081216,0.0
9253558.955759415,16.122588602424745,0.0
10754652.058921687,15.923191740483878,0.0
12665275.964393768,15.481296295877076,0.0
12732134.022807337,15.495821736222306,0.0
16826302.679354865,15.908167277855588,0.0
16645505.25229761,15.882303637056786,0.0
10750882.686861575,15.987741113368967,0.0
15056166.090996634,15.833135418055306,0.0
13908726.81357169,15.800175956759206,0.0
14657649.294765655,15.860506887505126,0.0
17010502.243661232,15.824271809892387,0.0
15232430.350386627,15.680653125436942,0.0
16196584.692596655,15.730645485979823,0.0
10637494.598733183,15.226787564750767,0.0
13385582.24877417,15.579519058230773,0.0
11066586.686617853,16.03335910273064,0.0
9634649.385973996,15.90440948200767,0.0
10110503.615815233,15.983987416527448,0.0
12149417.626574717,15.956782007103179,0.0
10171071.812699487,15.994977369543083,0.0
14262351.240799958,15.922736491421578,0.0
13996568.270962132,15.902372803733716,0.0
13172217.849115992,15.886861967879119,0.0
15928070.698673192,16.013761089717633,0.0
13253218.978746274,16.028751968794364,0.0
15638529.247006088,15.98975603210646,0.0
14005306.425459538,15.845361369652316,0.0
14038040.804451155,15.84849401036503,0.0
14509506.217484053,15.58251241303627,0.0
14658504.162898477,15.597871031972469,0.0
18730276.068376917,15.76304837058866,0.0
15462865.162618957,15.820180716772285,0.0
16077493.456247652,15.918422952591888,0.0
16020851.680527885,15.908659510820677,0.0
17276951.808450844,15.89524591216985,0.0
16451169.220629264,15.834012760905097,0.0
15919803.764484437,15.766728889445048,0.0
12888022.229167484,15.714405674948445,0.0
18089816.37423485,15.99648634640988,0.0
18712516.468250256,16.025396445804475,0.0
18512250.65595999,16.01913785550669,0.0
11881956.946863344,15.732761091467083,0.0
11770250.351975856,15.731295000293903,0.0
11845938.039565988,15.786955096645771,0.0
11661600.79734047,15.752015057204362,0.0
11852623.392445441,15.631198894584761,0.0
11052315.072429536,15.570314807019297,0.0
9878305.776631432,15.726164073939408,0.0
9514279.521712363,15.638486637348851,0.0
9598244.18048838,15.696917848482704,0.0
11481504.075403042,15.919036154031076,0.0
8811344.07804635,15.553776904859273,0.0
12822873.457671005,15.586273104721165,0.0
13197543.986480651,15.630052329327615,0.0
14280048.438095981,15.660135862373098,0.0
12965512.603406133,15.564721161649675,0.0
15707282.351346828,15.87634877778085,0.0
15884583.941181403,15.901405489868726,0.0
15453312.809178546,15.851248532618415,0.0
15651612.09638366,15.864410254264504,0.0
11631055.192413148,15.921321001415368,0.0
17966191.360717174,16.008171170602722,0.0
12423428.1664747,15.64232208724977,0.0
12949417.503806893,15.703325745887893,0.0
12530804.13553106,15.692277420616918,0.0
13530333.143871384,15.626273535515368,0.0
13243923.5157838,15.628163378039334,0.0
8272595.593080743,15.664363995518663,0.0
7703596.3252579,15.540276772105646,0.0
7502517.095499261,15.490275919998002,0.0
7215627.02884369,15.463971359079084,0.0
11623680.095562909,15.782440540454918,0.0
11686905.886435872,15.759401524183232,0.0
11535992.501460431,15.79254305644804,0.0
14060478.005427597,15.670276606000925,0.0
15032085.14607175,15.726675804327758,0.0
13884659.356931169,15.661897881318003,0.0
15506224.823395988,15.726388142640587,0.0
10757992.4646821,15.803420723969035,0.0
6805102.777153595,16.543905616987434,0.0
11589198.226917814,15.59188012802596,0.0
11213859.686536044,15.834041814390345,0.0
11265603.090682575,15.81745241558692,0.0
11206867.213084484,15.81854531187951,0.0
11500922.30060873,16.209907195475466,0.0
12063928.804064132,16.251445808978296,0.0
11961361.311763832,16.23001668936924,0.0
9574044.882467488,15.798953148316885,0.0
9915334.917402145,15.843237827419753,0.0
13439193.192498086,15.822002579280088,0.0
13444320.377202433,15.832667195404662,0.0
13984424.830515597,15.862856178537461,0.0
6138909.440477202,15.73156464529783,0.0
6208441.818945109,15.750831487249624,0.0
16411164.097542517,16.02988943067618,0.0
16371063.334060362,16.060536497181477,0.0
9182374.163517678,15.53035099728933,0.0
9971155.543803701,15.67150253202942,0.0
9790849.123182435,15.640898598734502,0.0
22834837.600859527,16.07559143837645,0.0
12336875.265508598,16.194594729643143,0.0
11970772.643597322,16.149262539534774,0.0
12235805.641808897,16.175220367907357,0.0
23575451.70836629,16.10544581208131,0.0
23207950.247392114,16.086522058502727,0.0
16275988.005596101,16.137675999031604,0.0
17367511.671942286,16.21327008755305,0.0
17172610.131517787,16.18491777476176,0.0
17053306.823270652,16.15921342593726,0.0
17679194.226894774,16.191850180373216,0.0
10916290.028059741,16.09705670640065,0.0
11852494.463627348,16.220149176486906,0.0
2322724.258377144,16.09697433764157,0.0
3601228.648708441,16.281228914556443,0.0
3038228.946135707,16.199961311599395,0.0
3703768.9067280423,16.068249612429252,0.0
3917989.251091717,16.049473763505823,0.0
4730939.614529152,16.338047426788687,0.0
4374338.563458702,16.36985182200189,0.0
4515643.447144724,15.986702174047691,0.0
5163504.855311605,16.113622198881075,0.0
4255056.818072697,15.814531655540998,0.0
3274644.8170055854,15.716051495350568,0.0
3671718.97769545,15.323969309071495,0.0
4034527.1736712265,15.743619081713904,0.0
4445308.796360851,15.939387236342299,0.0
4201627.3620207375,15.88671997112908,0.0
5109697.034743317,15.40899230772786,0.0
5128048.286945735,15.510965748216078,0.0
3735982.1348158866,16.152305273724345,0.0
3784802.1395753077,15.987001573903306,0.0
3801526.0803576354,16.042901266209153,0.0
3407975.537226229,15.716903389052327,0.0
3311601.6659535007,15.654053011559517,0.0
3793558.9910264597,15.739602152868386,0.0
3543454.367313618,15.639750871071167,0.0
5986184.956684507,15.093733835569688,1.0
6320059.1922089225,15.788096831587783,1.0
5063302.154308605,15.620884189367246,1.0
7812055.5140034715,15.620275315762116,1.0
8150129.641251533,15.550411964163832,1.0
8335214.202404388,14.935394489917503,1.0
5485665.994399273,15.573368974980413,1.0
6011450.397691183,16.04658085625414,1.0
6512162.338213934,15.642018893322897,1.0
6637148.149583155,15.681538759348445,1.0
8321935.6160316905,15.811175159055223,1.0
7505181.166560795,15.524112604703483,1.0
5322601.869299506,15.653333708613733,1.0
4676040.592451212,15.480926766074663,1.0
11231601.920440447,15.56265903857855,1.0
10602076.706624517,15.454101017854658,1.0
8719280.123528954,15.071717761761683,1.0
9632558.04427915,15.425518253863741,1.0
6035254.001278832,14.847143948230778,1.0
5847180.8885517875,15.619876436321842,1.0
12101224.436985785,15.290176977565507,1.0
11974361.05939931,15.228315435652046,1.0
9187559.743865425,15.502570800985866,1.0
8456652.062864523,15.229175499242615,1.0
9323751.495412182,15.765640192537985,1.0
8951352.64420075,15.655046617719165,1.0
7799446.76484177,15.352067533962344,1.0
7403319.312638952,15.2131892027566,1.0
19291430.27507513,15.525081600980768,1.0
20322500.703252,15.592052602193338,1.0
10063683.756625062,15.337447959453797,1.0
8592008.737983067,15.09860393081201,1.0
12209979.750195434,15.413856952602611,1.0
10378414.291760072,15.443464828023265,1.0
23128328.82727447,15.79822084304468,1.0
21974118.13862834,15.795997633674464,1.0
21795345.045412563,15.797724479346035,1.0
10237490.930491311,15.9442846040343,1.0
10404951.126736037,15.965635730750462,1.0
18644011.197300564,15.724231763942985,1.0
24133411.807078104,15.959878382324913,1.0
19253659.011286747,15.54373996736563,1.0
20087463.561972465,15.591336664812957,1.0
10272555.59312464,15.372805368893383,1.0
8618697.090432318,15.124067652787144,1.0
10346035.461132545,15.445694736207198,1.0
12305492.71484669,15.431842272557276,1.0
23623905.625761375,15.833837038748625,1.0
23246926.072557382,15.877632406205695,1.0
23845507.291069422,15.926945514166945,1.0
10383666.70796603,15.967127825965202,1.0
10264535.55474513,15.942957653398391,1.0
19191438.620478332,15.767110297577808,1.0
25652332.075868353,16.048199616165704,1.0
25518475.664965767,16.053066568353483,1.0
14085928.400594035,15.595317932966129,1.0
13601860.963938452,15.569615612819529,1.0
24632478.609702773,15.94426203043854,1.0
8444285.580091497,15.836890052120005,1.0
9415933.13809559,16.016065197532157,1.0
9456722.97622985,16.005110729667933,1.0
11731471.596885955,15.636106949534767,1.0
11363709.788141293,15.599098091370482,1.0
10566348.70067203,15.479279176975133,1.0
10240018.437398462,15.449066307515132,1.0
31399995.953119326,16.172311193795966,1.0
31274406.421405584,16.167779170167538,1.0
30377272.60594393,16.133397024840598,1.0
7503979.4564087875,15.501407145697423,1.0
7360085.875520937,15.45301362626122,1.0
15768436.047230922,15.661499313612465,1.0
15016619.646246769,15.597384805755075,1.0
18683942.720502518,15.748203724073612,1.0
10009085.792632354,15.66808599337143,1.0
12709525.423285324,15.694375333338138,1.0
12919424.317219866,15.722440131343944,1.0
15656511.978900421,15.348925168797594,1.0
8360911.578724728,14.933470475263162,1.0
17779881.274592184,15.508528298160169,1.0
8955747.881111708,14.992671000516493,1.0
6853933.568983615,15.42474325306577,1.0
11923236.936373804,15.704721123886662,1.0
10905787.457938837,15.363088538650183,1.0
9636285.191299953,15.30543934168717,1.0
8702462.983203795,14.993481253495123,1.0
11050796.024843158,15.765737094234717,1.0
9372934.126629444,15.590390143717455,1.0
11616951.919730686,15.322654308415903,1.0
11616972.437711354,15.333002691061282,1.0
11398736.92577743,15.480755440854043,1.0
7499947.5805059215,15.554455303249132,1.0
6969464.203562214,15.455670666195633,1.0
6012406.544659086,15.62771627454575,1.0
9443111.265750634,15.470383836925611,1.0
8849429.33352958,15.759050398193969,1.0
9005417.117343755,15.772737770605437,1.0
10218960.5044914,15.550741536856195,1.0
10037644.240306295,15.808096609949978,1.0
9628648.09287065,15.633237465068495,1.0
9942121.300727945,15.961668682116247,1.0
9612300.20115061,15.655166138064667,1.0
8957454.836429596,15.50109206083753,1.0
11122454.247512145,15.541745706691373,1.0
10777004.023052089,15.463645078697244,1.0
11048070.961452562,15.536670637278279,1.0
6668946.562886124,15.486672289988757,1.0
6006699.421265632,15.720277316606786,1.0
11497871.522386143,15.853330571973432,1.0
9647356.63621822,15.582656026787742,1.0
17843634.949387833,15.656814710054709,1.0
17702518.201937564,15.645542428930755,1.0
11003933.70456734,15.31605736952356,1.0
11057316.107547037,15.251755571350785,1.0
9630796.116457121,15.243660756550407,1.0
9602623.46011192,15.232392900600198,1.0
11045074.119515067,15.395935524084399,1.0
12549133.39236023,15.419363943361338,1.0
29048051.280220497,16.29902967366512,1.0
27702703.66027549,16.253204592032187,1.0
7765711.693320863,15.546775111975263,1.0
7745519.886026904,15.543342665175793,1.0
7881305.907498417,15.573168574381443,1.0
8898415.48836339,15.317874474423698,1.0
26495273.88651942,15.89390622159623,1.0
25274941.4182022,15.863710268062336,1.0
9879315.440480594,15.742714373752184,1.0
9712044.643634927,15.1106536748027,1.0
10233855.384476237,15.177715484537892,1.0
10339352.788603807,15.203021693180998,1.0
21456574.935762905,15.696244799125374,1.0
23144704.206275355,15.805263106112003,1.0
22671812.067869917,15.77540687774178,1.0
8867841.352576947,15.848518669568618,1.0
7832218.201679564,15.436096412365975,1.0
8023867.336038917,15.446981171184289,1.0
10430641.644780405,15.264607772276337,1.0
9815622.661966227,15.165604305564404,1.0
9178005.413993187,15.074590550743755,1.0
11158829.633060973,15.342319119924417,1.0
11532308.299594227,15.391918259130819,1.0
21860275.499902334,15.879505120386668,1.0
35262991.168598786,16.207758614246494,1.0
8637425.197095064,15.310716930858199,1.0
8816926.339670785,15.340351730942364,1.0
8336968.210827717,15.259888542250795,1.0
8290887.674399874,15.24544168988608,1.0
8165650.611815557,15.165691856735256,1.0
8756578.65126364,15.242406119800217,1.0
5714227.364959532,15.776695354171832,1.0
5870326.842511515,15.474960352103617,1.0
6073587.600819287,15.51279847469655,1.0
7496082.729583256,15.785687311589216,1.0
7313389.903210673,15.726549592837786,1.0
13047900.07787518,15.515265027305905,1.0
9165775.629209584,15.271451287938465,1.0
8296656.3162453575,15.138029425974722,1.0
19353969.80947025,15.49534093500731,1.0
19005973.93377493,15.494602539731194,1.0
18419749.13872322,15.450017431498996,1.0
18698982.347312573,15.439352543501977,1.0
18116906.32166554,15.47039364751728,1.0
21928668.23080498,15.635048121227287,1.0
22366163.924720436,15.669249831016812,1.0
7822947.35619298,14.899977687573015,1.0
7999155.223546643,14.910480471407372,1.0
14847863.625749765,15.223227861066427,1.0
13837871.7900641,15.152530499233588,1.0
20902226.364213362,15.695976042486889,1.0
21278738.996021207,15.79696208145715,1.0
20156751.445353,15.811561392235337,1.0
8742420.009142302,15.162858237218543,1.0
8847236.231862554,15.160044263958765,1.0
8644327.751608383,15.069093729939505,1.0
11486594.616695313,15.104935569722509,1.0
16328734.506171335,15.289994817560522,1.0
15395110.401973352,15.367660264935479,1.0
11362264.89391861,15.452299903846733,1.0
10149035.718575254,15.220411739449794,1.0
8749302.566937726,14.818232466814075,1.0
22004398.770378303,15.592304571514797,1.0
21116137.240019258,15.60200253464636,1.0
12156574.09075281,15.617708765706027,1.0
12759270.573629145,15.527797563315952,1.0
27472518.944787376,15.830959602724505,1.0
30071526.384233344,15.963515570869045,1.0
25391243.1295604,16.077895238234852,1.0
17475926.423574105,15.600630674119039,1.0
40748688.80286505,16.428436491297834,1.0
39884655.61002828,16.393892176094923,1.0
36834409.7136194,16.264274153413705,1.0
41041971.94519107,16.420406964814898,1.0
18630107.90712775,15.486965844724779,1.0
18737363.74904441,15.493626341967511,1.0
5995421.314949246,15.97951451086077,1.0
17543905.78579897,15.50260459348779,1.0
19243958.887082543,15.556454194318928,1.0
40498365.26406423,16.432619521241477,1.0
29826767.42451921,16.108682148054104,1.0
7689506.773135513,14.947912127487522,1.0
36772276.988328055,16.289340222564203,1.0
25970662.571903955,15.885828563308596,1.0
8199702.355782561,15.384443670609965,1.0
8460725.175822394,15.303471283386832,1.0
8216777.90432754,15.058637669282248,1.0
6882177.938284115,15.03073199598902,1.0
8825815.921269078,15.272588491258652,1.0
15474567.62427679,15.371351088259365,1.0
28017512.040902235,15.98932974023604,1.0
27027389.24677833,15.949999234882474,1.0
20021154.723106634,15.843283141651108,1.0
4931784.068909931,15.405380930505165,1.0
9936128.734104833,15.550003510642636,1.0
9056895.716898642,15.287695712803902,1.0
11210714.765721824,15.591809762651486,1.0
8303700.082162547,15.36013618791702,1.0
27866254.684561457,16.13804309010649,1.0
38671592.270865306,16.548058932655795,1.0
44363918.36176671,16.694981243724218,1.0
30453228.63775728,16.19405806912176,1.0
14494672.845544795,15.448137388681523,1.0
30393927.430333216,16.325774144472827,1.0
31367023.777205724,16.369675422496133,1.0
21227090.866261195,16.04472664317425,1.0
29789335.21618769,16.16356632516058,1.0
45410772.51866363,16.710248405624107,1.0
46340362.32607332,16.73628953057305,1.0
24425846.998104755,15.981439022195127,1.0
25563522.84683617,16.044390255253745,1.0
30390189.40173979,16.218167429966392,1.0
15739936.959150063,15.853810251783855,1.0
22220172.622165516,16.24551642667274,1.0
22270618.05250427,16.24341987733676,1.0
22117346.40490574,16.092289420102613,1.0
19545701.297847368,15.916171890022568,1.0
19860977.49903918,16.058326643951435,1.0
42790598.79325284,16.698446543420665,1.0
31341059.07052125,16.173480135519313,1.0
26659469.90411937,15.998440740243806,1.0
26472783.327560738,15.989736377132214,1.0
30808559.22754426,16.345438989004425,1.0
30389781.38537007,16.327214614518265,1.0
30683588.955633637,16.33533413433905,1.0
24650625.47390622,16.180640488057428,1.0
23784186.541195475,16.129530276494148,1.0
22857841.48166495,15.994589868148251,1.0
23449322.167173415,16.03084177262302,1.0
